col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Charlene Cooper,Ken Washington,Wynnetta Ward,Anuj Gupta,Terry Gillen,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Heather Pope,Sherrie Cohen,Anlin Wang,Joanne Beer,Daisy Confoy,Arielle Cohen,Carla Le'Coin,Christina Borst,Paul Prescod,Steve Paul,Sergio Cea,Bryan Mercer,Jack Cahill,Daniel Laufer,Write-In,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,All
Nina Tinari,5,302,314,316,304,297,302,300,287,287,284,63,70,63,62,54,44,39,41,35,32,24,23,17,13,0,173,130,28,7,0,All
Malcolm Kenyatta,,0,308,308,316,318,301,299,307,312,271,55,60,53,49,45,60,51,48,29,27,40,39,29,24,3,168,131,32,11,1,All
Cindy Bass,,,0,325,304,301,311,310,283,291,281,68,75,67,64,60,52,42,40,37,34,27,22,21,14,0,171,124,32,9,1,All
Charlene Cooper,,,,0,304,303,317,313,296,297,287,61,70,66,65,53,48,39,43,38,31,26,23,17,14,0,165,130,27,8,1,All
Ken Washington,,,,,1,309,292,299,290,306,272,37,47,48,38,35,39,35,39,23,22,30,28,26,20,0,162,126,32,8,1,All
Wynnetta Ward,,,,,,0,291,294,295,302,265,46,55,50,44,42,52,47,49,17,17,28,28,27,24,0,160,117,30,11,1,All
Anuj Gupta,,,,,,,0,307,280,287,282,60,70,66,57,52,44,34,37,37,33,30,21,18,14,0,155,128,26,6,1,All
Terry Gillen,,,,,,,,1,278,293,287,46,59,53,44,43,37,29,33,30,28,19,18,17,16,0,154,124,29,7,1,All
Lindy Li,,,,,,,,,0,293,262,45,53,50,42,39,55,41,40,19,18,28,27,23,22,0,153,123,23,7,1,All
Matthew Miller,,,,,,,,,,0,266,29,41,35,27,23,37,29,32,17,12,26,23,20,17,0,153,112,27,6,1,All
Owen Voutsinas-Klose,,,,,,,,,,,0,42,40,50,32,33,22,21,21,31,27,12,13,13,9,0,139,110,21,6,1,All
Heather Pope,,,,,,,,,,,,0,256,242,246,247,225,223,216,225,227,206,201,204,195,5,122,74,57,11,1,All
Sherrie Cohen,,,,,,,,,,,,,0,245,250,243,231,219,216,224,223,203,200,201,194,5,123,72,56,10,2,All
Anlin Wang,,,,,,,,,,,,,,0,237,238,217,214,211,216,220,205,195,195,190,5,125,68,54,9,1,All
Joanne Beer,,,,,,,,,,,,,,,0,247,220,217,217,225,220,201,202,201,194,5,114,71,55,13,2,All
Daisy Confoy,,,,,,,,,,,,,,,,0,223,221,217,223,220,208,198,203,196,5,112,71,52,12,1,All
Arielle Cohen,,,,,,,,,,,,,,,,,0,218,215,197,198,206,200,198,194,5,112,68,52,8,1,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,0,224,201,197,208,208,201,199,5,108,62,51,14,1,All
Christina Borst,,,,,,,,,,,,,,,,,,,0,191,191,202,205,196,196,5,109,61,52,11,1,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,0,218,198,195,195,188,0,103,56,51,8,1,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,197,191,196,191,0,97,57,52,8,1,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,197,197,187,3,102,54,47,9,1,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,0,196,192,3,98,53,50,9,1,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,0,194,0,92,50,50,9,1,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,87,49,49,8,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,All
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,All
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,All
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,All
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,378,374,372,363,361,353,345,344,337,331,310,289,289,280,279,272,265,260,255,241,236,234,233,224,214,7,326,237,97,27,3,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,6
,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Ken Washington,Wynnetta Ward,Lindy Li,Charlene Cooper,Matthew Miller,Anuj Gupta,Terry Gillen,Owen Voutsinas-Klose,Anlin Wang,Heather Pope,Sherrie Cohen,Christina Borst,Arielle Cohen,Carla Le'Coin,Joanne Beer,Jack Cahill,Daisy Confoy,Bryan Mercer,Sergio Cea,Steve Paul,Daniel Laufer,Paul Prescod,Write-In,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,6
Nina Tinari,3,100,104,100,97,98,98,97,97,95,93,18,18,20,13,12,9,14,8,11,6,2,6,5,4,0,55,40,5,3,0,6
Malcolm Kenyatta,,0,104,103,104,105,99,103,102,95,92,16,16,18,14,17,11,10,11,7,10,9,8,8,5,0,55,45,5,4,0,6
Cindy Bass,,,0,104,101,100,105,102,104,101,95,22,18,23,14,16,10,13,10,13,6,9,8,7,6,0,55,39,6,4,0,6
Ken Washington,,,,0,105,101,98,104,99,97,90,16,12,16,14,13,8,7,11,7,9,8,5,8,4,0,53,39,7,4,0,6
Wynnetta Ward,,,,,0,102,98,103,99,97,91,15,16,18,16,16,10,8,12,9,8,8,7,10,3,0,51,39,5,4,0,6
Lindy Li,,,,,,0,99,103,100,96,92,14,13,17,14,16,9,9,9,7,10,6,4,8,2,0,48,43,5,3,0,6
Charlene Cooper,,,,,,,0,100,103,96,91,20,19,23,14,14,9,14,9,10,7,6,8,7,7,0,48,41,5,3,0,6
Matthew Miller,,,,,,,,0,100,97,93,14,12,17,10,12,7,6,10,3,8,7,4,7,4,0,51,38,6,3,0,6
Anuj Gupta,,,,,,,,,0,96,92,21,18,22,14,15,7,11,8,11,7,8,9,7,5,0,50,42,5,2,0,6
Terry Gillen,,,,,,,,,,0,90,15,11,16,12,11,5,6,7,8,5,5,6,7,3,0,49,38,4,4,0,6
Owen Voutsinas-Klose,,,,,,,,,,,0,13,13,12,8,5,3,4,5,5,4,4,5,4,6,0,48,33,3,3,0,6
Anlin Wang,,,,,,,,,,,,0,64,64,58,57,58,59,56,61,54,56,59,55,54,0,33,19,16,1,0,6
Heather Pope,,,,,,,,,,,,,0,66,57,57,58,61,58,61,53,54,60,53,55,0,31,20,16,1,0,6
Sherrie Cohen,,,,,,,,,,,,,,0,56,58,56,62,57,58,52,53,58,52,53,0,31,17,17,1,0,6
Christina Borst,,,,,,,,,,,,,,,0,59,58,57,56,58,56,53,54,57,50,0,29,20,16,2,0,6
Arielle Cohen,,,,,,,,,,,,,,,,0,58,54,56,57,54,55,53,54,47,0,28,18,15,1,0,6
Carla Le'Coin,,,,,,,,,,,,,,,,,0,55,57,56,56,56,55,56,51,0,26,19,15,2,0,6
Joanne Beer,,,,,,,,,,,,,,,,,,0,54,58,53,50,56,51,54,0,27,18,15,1,0,6
Jack Cahill,,,,,,,,,,,,,,,,,,,0,55,55,56,55,55,51,0,26,14,16,2,0,6
Daisy Confoy,,,,,,,,,,,,,,,,,,,,0,52,54,57,53,52,0,27,16,14,2,0,6
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,0,53,53,54,51,0,25,17,15,1,0,6
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,55,52,52,0,25,14,16,1,0,6
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,53,55,0,25,14,15,2,0,6
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,48,0,24,14,15,2,0,6
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25,13,15,1,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,6
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,6
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,6
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,6
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,123,121,120,116,116,113,112,112,111,107,101,77,76,75,72,69,69,67,66,65,64,62,62,61,58,1,94,78,24,5,1,6
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,7
,Nina Tinari,Malcolm Kenyatta,Ken Washington,Cindy Bass,Wynnetta Ward,Charlene Cooper,Terry Gillen,Anuj Gupta,Matthew Miller,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Anlin Wang,Daisy Confoy,Paul Prescod,Arielle Cohen,Carla Le'Coin,Christina Borst,Steve Paul,Sergio Cea,Bryan Mercer,Daniel Laufer,Jack Cahill,Write-In,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,7
Nina Tinari,0,59,60,60,58,58,56,56,52,48,54,13,12,12,12,10,8,4,6,5,7,4,5,2,1,0,33,20,13,2,0,7
Malcolm Kenyatta,,0,61,58,61,55,55,55,58,52,48,11,10,9,11,7,6,12,8,9,4,9,8,4,3,3,31,20,15,1,0,7
Ken Washington,,,0,58,57,55,56,56,58,51,49,11,7,9,11,7,8,7,6,6,5,7,6,4,3,0,29,23,15,0,0,7
Cindy Bass,,,,0,58,57,58,56,54,46,50,14,14,11,11,11,10,7,7,6,8,4,4,3,2,0,31,21,13,1,0,7
Wynnetta Ward,,,,,0,52,54,51,55,49,46,9,7,9,8,6,5,8,7,7,2,4,5,4,4,0,31,17,14,2,0,7
Charlene Cooper,,,,,,0,56,55,48,46,51,11,10,12,11,9,9,6,6,7,7,5,4,2,1,0,29,20,12,0,0,7
Terry Gillen,,,,,,,0,58,52,44,51,14,11,12,12,10,11,6,5,4,9,3,3,5,3,0,28,19,14,0,0,7
Anuj Gupta,,,,,,,,0,51,45,51,13,10,10,13,9,9,6,4,4,8,4,3,2,1,0,27,19,12,1,0,7
Matthew Miller,,,,,,,,,0,51,44,7,5,5,5,3,3,6,5,5,2,5,4,4,2,0,27,18,13,0,0,7
Lindy Li,,,,,,,,,,0,42,6,3,3,6,2,3,4,2,4,2,4,2,2,2,0,27,17,9,0,0,7
Owen Voutsinas-Klose,,,,,,,,,,,0,8,8,8,11,9,9,3,3,2,8,2,1,1,1,0,26,17,9,0,0,7
Sherrie Cohen,,,,,,,,,,,,0,36,32,33,34,33,29,27,25,31,25,25,24,22,5,16,12,11,0,1,7
Heather Pope,,,,,,,,,,,,,0,32,32,32,30,27,27,26,31,25,24,24,21,5,16,10,12,1,1,7
Joanne Beer,,,,,,,,,,,,,,0,31,33,30,24,26,27,29,24,26,24,22,5,15,7,13,0,1,7
Anlin Wang,,,,,,,,,,,,,,,0,31,29,26,24,24,29,25,23,22,21,5,17,9,10,0,0,7
Daisy Confoy,,,,,,,,,,,,,,,,0,33,26,28,24,30,25,23,23,23,5,14,9,10,1,1,7
Paul Prescod,,,,,,,,,,,,,,,,,0,25,25,21,30,23,22,24,23,0,14,9,9,0,1,7
Arielle Cohen,,,,,,,,,,,,,,,,,,0,26,24,22,25,24,22,21,5,13,7,11,0,1,7
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,27,22,25,24,24,22,5,13,6,10,1,1,7
Christina Borst,,,,,,,,,,,,,,,,,,,,0,21,25,26,23,21,5,12,6,11,0,1,7
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,23,21,24,21,0,11,8,10,0,1,7
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,0,26,22,21,3,13,7,8,0,1,7
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,0,22,21,3,11,5,10,0,1,7
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,23,0,9,6,10,0,1,7
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,5,9,0,1,7
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,7
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,7
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,73,72,71,70,68,65,65,63,62,57,56,43,42,39,38,38,36,35,33,32,32,31,30,28,25,5,53,36,27,4,1,7
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,8
,Heather Pope,Daisy Confoy,Joanne Beer,Anlin Wang,Sherrie Cohen,Arielle Cohen,Carla Le'Coin,Paul Prescod,Christina Borst,Sergio Cea,Bryan Mercer,Steve Paul,Jack Cahill,Daniel Laufer,Cindy Bass,Charlene Cooper,Nina Tinari,Malcolm Kenyatta,Anuj Gupta,Lindy Li,Terry Gillen,Wynnetta Ward,Ken Washington,Matthew Miller,Owen Voutsinas-Klose,Write-In,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,8
Heather Pope,0,128,127,123,127,120,118,118,115,113,106,113,107,101,25,22,24,21,24,22,16,16,9,10,12,0,64,34,24,7,0,8
Daisy Confoy,,0,128,123,124,118,116,117,115,113,106,111,106,103,24,22,25,21,23,23,15,18,11,12,11,0,61,34,24,6,0,8
Joanne Beer,,,0,121,125,120,116,118,113,112,106,112,108,102,24,21,23,18,22,20,13,16,10,8,9,0,61,33,22,8,0,8
Anlin Wang,,,,0,123,116,114,111,113,107,103,109,101,98,21,20,21,17,20,21,13,18,9,9,13,0,63,30,23,7,0,8
Sherrie Cohen,,,,,0,120,115,114,114,110,105,111,105,101,21,17,21,16,19,19,13,14,6,6,8,0,63,30,22,7,0,8
Arielle Cohen,,,,,,0,114,110,111,111,105,107,104,102,19,16,20,17,15,22,9,15,9,9,7,0,62,30,22,5,0,8
Carla Le'Coin,,,,,,,0,109,116,111,108,103,105,102,16,14,15,17,16,19,10,16,9,7,9,0,58,28,22,7,0,8
Paul Prescod,,,,,,,,0,105,108,107,111,105,101,13,12,12,11,12,9,6,3,4,5,6,0,55,25,22,6,0,8
Christina Borst,,,,,,,,,0,107,105,101,102,100,9,8,12,10,10,13,5,11,5,3,4,0,56,25,21,6,0,8
Sergio Cea,,,,,,,,,,0,104,104,105,99,10,9,12,14,12,13,5,8,8,7,3,0,57,25,20,6,0,8
Bryan Mercer,,,,,,,,,,,0,101,104,99,8,8,7,11,8,9,6,6,6,6,6,0,53,24,22,5,0,8
Steve Paul,,,,,,,,,,,,0,102,98,11,8,9,9,8,7,5,3,3,4,5,0,52,24,22,5,0,8
Jack Cahill,,,,,,,,,,,,,0,99,7,5,6,10,8,7,4,7,7,5,4,0,51,24,22,5,0,8
Daniel Laufer,,,,,,,,,,,,,,0,3,3,4,6,4,6,2,5,4,3,3,0,47,22,21,4,0,8
Cindy Bass,,,,,,,,,,,,,,,0,90,86,79,86,79,83,78,72,74,75,0,47,36,9,1,0,8
Charlene Cooper,,,,,,,,,,,,,,,,0,89,82,89,86,86,83,75,81,80,0,48,35,7,1,0,8
Nina Tinari,,,,,,,,,,,,,,,,,1,80,85,82,83,79,75,77,75,0,48,34,7,1,0,8
Malcolm Kenyatta,,,,,,,,,,,,,,,,,,0,82,82,82,80,79,82,74,0,43,34,10,2,0,8
