col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,All
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,All
Brendan F Boyle,523,0,"3,359",6,All
Write-In,,3,3,2,All
Josh Shapiro,,,215,0,All
Write-In,,,,2,All
Total,"3,888",8,"3,577",10,All
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,1
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,1
Brendan F Boyle,27,0,110,0,1
Write-In,,0,0,0,1
Josh Shapiro,,,12,0,1
Write-In,,,,0,1
Total,137,0,122,0,1
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,2
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,2
Brendan F Boyle,15,0,117,1,2
Write-In,,1,0,0,2
Josh Shapiro,,,5,0,2
Write-In,,,,1,2
Total,133,1,122,2,2
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,3
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,3
Brendan F Boyle,21,0,81,0,3
Write-In,,0,0,0,3
Josh Shapiro,,,12,0,3
Write-In,,,,0,3
Total,102,0,93,0,3
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,4
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,4
Brendan F Boyle,11,0,84,0,4
Write-In,,0,0,0,4
Josh Shapiro,,,9,0,4
Write-In,,,,0,4
Total,95,0,93,0,4
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,5
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,5
Brendan F Boyle,22,0,151,1,5
Write-In,,0,0,0,5
Josh Shapiro,,,7,0,5
Write-In,,,,0,5
Total,174,0,158,1,5
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,6
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,6
Brendan F Boyle,20,0,146,1,6
Write-In,,0,0,0,6
Josh Shapiro,,,6,0,6
Write-In,,,,0,6
Total,167,0,152,1,6
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,7
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,7
Brendan F Boyle,15,0,145,1,7
Write-In,,0,1,1,7
Josh Shapiro,,,5,0,7
Write-In,,,,0,7
Total,161,2,151,2,7
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,8
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,8
Brendan F Boyle,8,0,127,0,8
Write-In,,1,0,0,8
Josh Shapiro,,,8,0,8
Write-In,,,,0,8
Total,135,1,135,0,8
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,9
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,9
Brendan F Boyle,32,0,186,0,9
Write-In,,0,0,0,9
Josh Shapiro,,,10,0,9
Write-In,,,,0,9
Total,218,0,196,0,9
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,10
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,10
Brendan F Boyle,26,0,151,1,10
Write-In,,0,0,0,10
Josh Shapiro,,,11,0,10
Write-In,,,,0,10
Total,178,0,162,1,10
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,11
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,11
Brendan F Boyle,14,0,139,0,11
Write-In,,0,0,0,11
Josh Shapiro,,,4,0,11
Write-In,,,,0,11
Total,153,0,143,0,11
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,12
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,12
Brendan F Boyle,17,0,92,0,12
Write-In,,0,0,0,12
Josh Shapiro,,,11,0,12
Write-In,,,,0,12
Total,109,0,103,0,12
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,13
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,13
Brendan F Boyle,23,0,145,0,13
Write-In,,0,0,0,13
Josh Shapiro,,,5,0,13
Write-In,,,,0,13
Total,168,0,150,0,13
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,14
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,14
Brendan F Boyle,18,0,74,0,14
Write-In,,0,0,0,14
Josh Shapiro,,,3,0,14
Write-In,,,,0,14
Total,92,0,77,0,14
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,15
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,15
Brendan F Boyle,10,0,79,0,15
Write-In,,0,0,0,15
Josh Shapiro,,,6,0,15
Write-In,,,,0,15
Total,89,0,85,0,15
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,16
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,16
Brendan F Boyle,11,0,98,0,16
Write-In,,0,1,0,16
Josh Shapiro,,,3,0,16
Write-In,,,,0,16
Total,109,1,102,0,16
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,17
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,17
Brendan F Boyle,14,0,107,0,17
Write-In,,0,0,0,17
Josh Shapiro,,,6,0,17
Write-In,,,,0,17
Total,121,0,113,0,17
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,18
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,18
Brendan F Boyle,19,0,121,0,18
Write-In,,0,0,0,18
Josh Shapiro,,,6,0,18
Write-In,,,,1,18
Total,140,0,127,1,18
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,19
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,19
Brendan F Boyle,18,0,120,0,19
Write-In,,0,0,0,19
Josh Shapiro,,,8,0,19
Write-In,,,,0,19
Total,138,0,128,0,19
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,20
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,20
Brendan F Boyle,22,0,89,0,20
Write-In,,0,0,0,20
Josh Shapiro,,,7,0,20
Write-In,,,,0,20
Total,111,0,96,0,20
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,21
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,21
Brendan F Boyle,22,0,129,0,21
Write-In,,1,0,0,21
Josh Shapiro,,,14,0,21
Write-In,,,,0,21
Total,151,1,143,0,21
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,22
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,22
Brendan F Boyle,20,0,91,0,22
Write-In,,0,1,0,22
Josh Shapiro,,,4,0,22
Write-In,,,,0,22
Total,111,1,96,0,22
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,23
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,23
Brendan F Boyle,19,0,96,0,23
Write-In,,0,0,0,23
Josh Shapiro,,,3,0,23
Write-In,,,,0,23
Total,115,0,99,0,23
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,24
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,24
Brendan F Boyle,16,0,105,0,24
Write-In,,0,0,0,24
Josh Shapiro,,,14,0,24
Write-In,,,,0,24
Total,121,0,119,0,24
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,25
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,25
Brendan F Boyle,13,0,96,1,25
Write-In,,0,0,1,25
Josh Shapiro,,,8,0,25
Write-In,,,,0,25
Total,110,1,104,2,25
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,26
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,26
Brendan F Boyle,7,0,75,0,26
Write-In,,0,0,0,26
Josh Shapiro,,,4,0,26
Write-In,,,,0,26
Total,82,0,79,0,26
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,27
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,27
Brendan F Boyle,12,0,46,0,27
Write-In,,0,0,0,27
Josh Shapiro,,,1,0,27
Write-In,,,,0,27
Total,58,0,47,0,27
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,28
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,28
Brendan F Boyle,11,0,50,0,28
Write-In,,0,0,0,28
Josh Shapiro,,,8,0,28
Write-In,,,,0,28
Total,61,0,58,0,28
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,29
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,29
Brendan F Boyle,10,0,62,0,29
Write-In,,0,0,0,29
Josh Shapiro,,,6,0,29
Write-In,,,,0,29
Total,72,0,68,0,29
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,30
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,30
Brendan F Boyle,5,0,53,0,30
Write-In,,0,0,0,30
Josh Shapiro,,,3,0,30
Write-In,,,,0,30
Total,58,0,56,0,30
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,31
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,31
Brendan F Boyle,10,0,93,0,31
Write-In,,0,0,0,31
Josh Shapiro,,,3,0,31
Write-In,,,,0,31
Total,103,0,96,0,31
,Representative In Congress 2nd District - Democrat,,Attorney General - Democrat,,32
,Brendan F Boyle,Write-In,Josh Shapiro,Write-In,32
Brendan F Boyle,15,0,101,0,32
Write-In,,0,0,0,32
Josh Shapiro,,,3,0,32
Write-In,,,,0,32
Total,116,0,104,0,32
