col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Auditor General - Democrat,,,,,,,State Treasurer - Democrat,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Joe Torsella,Write-In,All
Nina Ahmad,276,0,0,0,0,0,0,388,0,All
Michael Lamb,,31,0,0,0,0,0,70,0,All
Tracie Fountain,,,26,0,0,0,0,46,0,All
Rose Rosie Marie Davis,,,,29,0,0,0,39,0,All
Christina M Hartman,,,,,18,0,0,26,0,All
H Scott Conklin,,,,,,4,0,39,0,All
Write-In,,,,,,,0,1,0,All
Joe Torsella,,,,,,,,16,0,All
Write-In,,,,,,,,,0,All
Total,664,101,72,68,44,43,1,625,0,All
,State Treasurer - Democrat,,Auditor General - Democrat,,,,,,,1
,Joe Torsella,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,1
Joe Torsella,0,0,14,1,4,2,1,0,0,1
Write-In,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,7,0,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,5,0,0,0,0,0,1
Michael Lamb,,,,,1,0,0,0,0,1
H Scott Conklin,,,,,,0,0,0,0,1
Christina M Hartman,,,,,,,0,0,0,1
Tracie Fountain,,,,,,,,1,0,1
Write-In,,,,,,,,,0,1
Total,22,0,21,6,5,2,1,1,0,1
,Auditor General - Democrat,,,,,,,State Treasurer - Democrat,,2
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Joe Torsella,Write-In,2
Nina Ahmad,18,0,0,0,0,0,0,23,0,2
Michael Lamb,,2,0,0,0,0,0,5,0,2
Tracie Fountain,,,1,0,0,0,0,2,0,2
Rose Rosie Marie Davis,,,,2,0,0,0,0,0,2
Christina M Hartman,,,,,1,0,0,0,0,2
H Scott Conklin,,,,,,0,0,1,0,2
Write-In,,,,,,,0,0,0,2
Joe Torsella,,,,,,,,2,0,2
Write-In,,,,,,,,,0,2
Total,41,7,3,2,1,1,0,33,0,2
,Auditor General - Democrat,,,,,,,State Treasurer - Democrat,,3
,Nina Ahmad,H Scott Conklin,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,Write-In,Joe Torsella,Write-In,3
Nina Ahmad,12,0,0,0,0,0,0,12,0,3
H Scott Conklin,,0,0,0,0,0,0,3,0,3
Michael Lamb,,,3,0,0,0,0,0,0,3
Tracie Fountain,,,,2,0,0,0,1,0,3
Christina M Hartman,,,,,0,0,0,2,0,3
Rose Rosie Marie Davis,,,,,,0,0,0,0,3
Write-In,,,,,,,0,0,0,3
Joe Torsella,,,,,,,,0,0,3
Write-In,,,,,,,,,0,3
Total,24,3,3,3,2,0,0,18,0,3
,State Treasurer - Democrat,,Auditor General - Democrat,,,,,,,4
,Joe Torsella,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Tracie Fountain,Write-In,4
Joe Torsella,2,0,17,4,4,4,2,0,0,4
Write-In,,0,0,0,0,0,0,0,0,4
Nina Ahmad,,,7,0,0,0,0,0,0,4
Michael Lamb,,,,3,0,0,0,0,0,4
Christina M Hartman,,,,,1,0,0,0,0,4
H Scott Conklin,,,,,,0,0,0,0,4
Rose Rosie Marie Davis,,,,,,,1,0,0,4
Tracie Fountain,,,,,,,,0,0,4
Write-In,,,,,,,,,0,4
Total,33,0,24,7,5,4,3,0,0,4
,State Treasurer - Democrat,,Auditor General - Democrat,,,,,,,5
,Joe Torsella,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,Write-In,5
Joe Torsella,1,0,28,4,4,1,2,1,0,5
Write-In,,0,0,0,0,0,0,0,0,5
Nina Ahmad,,,9,0,0,0,0,0,0,5
Michael Lamb,,,,3,0,0,0,0,0,5
H Scott Conklin,,,,,0,0,0,0,0,5
Christina M Hartman,,,,,,2,0,0,0,5
Rose Rosie Marie Davis,,,,,,,0,0,0,5
Tracie Fountain,,,,,,,,1,0,5
Write-In,,,,,,,,,0,5
Total,41,0,37,7,4,3,2,2,0,5
,Auditor General - Democrat,,,,,,,State Treasurer - Democrat,,6
,Nina Ahmad,H Scott Conklin,Christina M Hartman,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Write-In,Joe Torsella,Write-In,6
Nina Ahmad,7,0,0,0,0,0,0,8,0,6
H Scott Conklin,,0,0,0,0,0,0,2,0,6
Christina M Hartman,,,0,0,0,0,0,1,0,6
Michael Lamb,,,,0,0,0,0,1,0,6
Rose Rosie Marie Davis,,,,,0,0,0,1,0,6
Tracie Fountain,,,,,,0,0,1,0,6
Write-In,,,,,,,0,0,0,6
Joe Torsella,,,,,,,,0,0,6
Write-In,,,,,,,,,0,6
Total,15,2,1,1,1,1,0,14,0,6
,Auditor General - Democrat,,,,,,,State Treasurer - Democrat,,7
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Joe Torsella,Write-In,7
Nina Ahmad,10,0,0,0,0,0,0,15,0,7
Michael Lamb,,1,0,0,0,0,0,3,0,7
Tracie Fountain,,,1,0,0,0,0,1,0,7
Christina M Hartman,,,,1,0,0,0,0,0,7
Rose Rosie Marie Davis,,,,,0,0,0,1,0,7
H Scott Conklin,,,,,,0,0,0,0,7
Write-In,,,,,,,0,0,0,7
Joe Torsella,,,,,,,,0,0,7
Write-In,,,,,,,,,0,7
Total,25,4,2,1,1,0,0,20,0,7
,State Treasurer - Democrat,,Auditor General - Democrat,,,,,,,8
,Joe Torsella,Write-In,Nina Ahmad,H Scott Conklin,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,Write-In,8
Joe Torsella,0,0,20,6,4,4,4,1,0,8
Write-In,,0,0,0,0,0,0,0,0,8
Nina Ahmad,,,10,0,0,0,0,0,0,8
H Scott Conklin,,,,0,0,0,0,0,0,8
Michael Lamb,,,,,1,0,0,0,0,8
Rose Rosie Marie Davis,,,,,,1,0,0,0,8
Tracie Fountain,,,,,,,0,0,0,8
Christina M Hartman,,,,,,,,2,0,8
Write-In,,,,,,,,,0,8
Total,39,0,30,6,5,5,4,3,0,8
,State Treasurer - Democrat,,Auditor General - Democrat,,,,,,,9
,Joe Torsella,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,9
Joe Torsella,0,0,17,3,2,2,0,0,0,9
Write-In,,0,0,0,0,0,0,0,0,9
Nina Ahmad,,,4,0,0,0,0,0,0,9
Rose Rosie Marie Davis,,,,2,0,0,0,0,0,9
Michael Lamb,,,,,2,0,0,0,0,9
H Scott Conklin,,,,,,1,0,0,0,9
Christina M Hartman,,,,,,,2,0,0,9
Tracie Fountain,,,,,,,,1,0,9
Write-In,,,,,,,,,0,9
Total,24,0,21,5,4,3,2,1,0,9
,State Treasurer - Democrat,,Auditor General - Democrat,,,,,,,10
,Joe Torsella,Write-In,Nina Ahmad,Rose Rosie Marie Davis,Tracie Fountain,Michael Lamb,H Scott Conklin,Christina M Hartman,Write-In,10
Joe Torsella,3,0,59,11,11,7,7,4,1,10
Write-In,,0,0,0,0,0,0,0,0,10
Nina Ahmad,,,27,0,0,0,0,0,0,10
Rose Rosie Marie Davis,,,,4,0,0,0,0,0,10
