col_1,col_2,division
,Representative In The General Assembly 201st District - Republican,All
,Write-In,All
Write-In,1,All
Total,1,All
,Representative In The General Assembly 201st District - Republican,1
,Write-In,1
Write-In,0,1
Total,0,1
,Representative In The General Assembly 201st District - Republican,3
,Write-In,3
Write-In,0,3
Total,0,3
,Representative In The General Assembly 201st District - Republican,4
,Write-In,4
Write-In,0,4
Total,0,4
,Representative In The General Assembly 201st District - Republican,5
,Write-In,5
Write-In,0,5
Total,0,5
,Representative In The General Assembly 201st District - Republican,6
,Write-In,6
Write-In,0,6
Total,0,6
,Representative In The General Assembly 201st District - Republican,7
,Write-In,7
Write-In,1,7
Total,1,7
,Representative In The General Assembly 201st District - Republican,8
,Write-In,8
Write-In,0,8
Total,0,8
,Representative In The General Assembly 201st District - Republican,9
,Write-In,9
Write-In,0,9
Total,0,9
,Representative In The General Assembly 201st District - Republican,10
,Write-In,10
Write-In,0,10
Total,0,10
,Representative In The General Assembly 201st District - Republican,11
,Write-In,11
Write-In,0,11
Total,0,11
,Representative In The General Assembly 201st District - Republican,12
,Write-In,12
Write-In,0,12
Total,0,12
,Representative In The General Assembly 201st District - Republican,14
,Write-In,14
Write-In,0,14
Total,0,14
,Representative In The General Assembly 201st District - Republican,15
,Write-In,15
Write-In,0,15
Total,0,15
,Representative In The General Assembly 201st District - Republican,18
,Write-In,18
Write-In,0,18
Total,0,18
,Representative In The General Assembly 201st District - Republican,20
,Write-In,20
Write-In,0,20
Total,0,20
,Representative In The General Assembly 201st District - Republican,27
,Write-In,27
Write-In,0,27
Total,0,27
