col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,All
Donald J Trump,19,0,0,0,73,52,48,45,1,All
Bill Weld,,12,0,0,13,15,17,16,1,All
Roque Rocky De La Fuente,,,3,0,10,8,6,6,3,All
Write-In,,,,5,3,3,3,5,5,All
Pete Digiannantonio,,,,,0,55,48,48,2,All
Gary Grisafi,,,,,,0,39,34,0,All
Christopher M Vogler,,,,,,,0,42,0,All
William M Pirolli,,,,,,,,0,2,All
Write-In,,,,,,,,,0,All
Total,117,36,16,14,101,78,77,74,10,All
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District - Republican,,,,,15
,Bill Weld,Donald J Trump,Roque Rocky De La Fuente,Write-In,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Write-In,15
Bill Weld,3,0,0,0,2,1,2,1,0,15
Donald J Trump,,0,0,0,2,4,2,1,1,15
Roque Rocky De La Fuente,,,0,0,1,0,0,0,0,15
Write-In,,,,0,0,0,0,0,0,15
Christopher M Vogler,,,,,0,3,3,0,0,15
Pete Digiannantonio,,,,,,0,3,1,0,15
William M Pirolli,,,,,,,0,1,0,15
Gary Grisafi,,,,,,,,0,0,15
Write-In,,,,,,,,,0,15
Total,6,5,1,0,5,5,4,2,1,15
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District - Republican,,,,,17
,Donald J Trump,Roque Rocky De La Fuente,Bill Weld,Write-In,Pete Digiannantonio,Gary Grisafi,William M Pirolli,Christopher M Vogler,Write-In,17
Donald J Trump,3,0,0,0,8,7,4,2,0,17
Roque Rocky De La Fuente,,1,0,0,1,1,1,0,0,17
Bill Weld,,,1,0,0,0,0,0,0,17
Write-In,,,,1,0,0,0,0,0,17
Pete Digiannantonio,,,,,0,8,4,2,0,17
Gary Grisafi,,,,,,0,4,2,0,17
William M Pirolli,,,,,,,0,0,0,17
Christopher M Vogler,,,,,,,,0,0,17
Write-In,,,,,,,,,0,17
Total,12,2,1,1,9,8,5,2,0,17
,Delegate To The Republican National Convention 2nd District - Republican,,,,,President Of The United States - Republican,,,,20
,Christopher M Vogler,Gary Grisafi,William M Pirolli,Pete Digiannantonio,Write-In,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,20
Christopher M Vogler,0,2,3,1,0,1,2,0,0,20
Gary Grisafi,,0,2,0,0,2,1,0,0,20
William M Pirolli,,,0,1,0,1,2,0,0,20
Pete Digiannantonio,,,,0,0,0,1,0,0,20
Write-In,,,,,0,0,0,0,0,20
Donald J Trump,,,,,,1,0,0,0,20
Bill Weld,,,,,,,0,0,0,20
Write-In,,,,,,,,1,0,20
Roque Rocky De La Fuente,,,,,,,,,0,20
Total,3,3,3,1,0,3,2,1,0,20
,President Of The United States - Republican,,,,Delegate To The Republican National Convention 2nd District - Republican,,,,,21
,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,21
Donald J Trump,3,0,0,0,2,1,2,1,0,21
Bill Weld,,3,0,0,2,2,0,0,0,21
Write-In,,,0,0,1,1,1,2,0,21
Roque Rocky De La Fuente,,,,0,1,1,0,0,0,21
Gary Grisafi,,,,,0,5,1,1,0,21
Christopher M Vogler,,,,,,0,1,1,0,21
Pete Digiannantonio,,,,,,,0,1,0,21
William M Pirolli,,,,,,,,0,0,21
Write-In,,,,,,,,,0,21
Total,7,5,2,1,6,5,3,3,0,21
,Delegate To The Republican National Convention 2nd District - Republican,,,,,President Of The United States - Republican,,,,23
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,Donald J Trump,Roque Rocky De La Fuente,Bill Weld,Write-In,23
Pete Digiannantonio,0,5,5,4,0,7,2,2,0,23
William M Pirolli,,0,4,2,0,4,1,3,0,23
Christopher M Vogler,,,0,2,0,4,1,1,0,23
Gary Grisafi,,,,0,0,2,0,2,0,23
Write-In,,,,,0,0,0,0,0,23
Donald J Trump,,,,,,0,0,0,0,23
Roque Rocky De La Fuente,,,,,,,1,0,0,23
Bill Weld,,,,,,,,0,0,23
Write-In,,,,,,,,,1,23
