col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Vayda Good,Lorraine Haw,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,Nikil Saval,Larry Farnese,Write-In,All
Pamela Robinson,11,"1,078","1,050","1,022","1,008",954,251,257,167,179,145,118,96,79,17,646,474,3,All
Michele Lockman,,2,"1,031","1,024","1,005",934,233,231,144,144,118,94,74,72,16,592,464,3,All
Anthony Bellmon,,,1,"1,017","1,009",900,208,204,103,117,101,90,74,57,17,559,449,3,All
Patrick Parkinson,,,,2,"1,000",883,199,194,83,105,90,81,72,64,16,537,442,2,All
Theodore Kirsch,,,,,1,880,186,184,84,98,74,66,58,51,16,530,433,2,All
Mona Getzes Cohen,,,,,,3,178,174,160,157,144,104,98,86,14,515,431,3,All
Amy Roat,,,,,,,3,523,414,414,401,386,374,366,2,512,130,0,All
Lisa Powley,,,,,,,,0,409,392,392,372,363,362,1,483,128,0,All
Vayda Good,,,,,,,,,1,433,435,392,392,384,2,428,109,0,All
Lorraine Haw,,,,,,,,,,3,401,396,365,363,2,440,89,0,All
Alvaro Quinones,,,,,,,,,,,0,390,385,385,1,422,100,0,All
Kempis Ghani Songster,,,,,,,,,,,,0,370,348,4,392,78,0,All
Ronald Raju Joseph,,,,,,,,,,,,,0,370,2,369,73,0,All
Adam Tennant,,,,,,,,,,,,,,2,1,356,77,0,All
Write-In,,,,,,,,,,,,,,,0,5,7,0,All
Nikil Saval,,,,,,,,,,,,,,,,110,0,0,All
Larry Farnese,,,,,,,,,,,,,,,,,97,0,All
Write-In,,,,,,,,,,,,,,,,,,1,All
Total,"1,261","1,180","1,128","1,094","1,076","1,060",669,635,554,549,537,489,462,452,35,"1,189",681,5,All
,Senator In The General Assembly 1st District - Democrat,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,Nikil Saval,Larry Farnese,Write-In,Amy Roat,Pamela Robinson,Alvaro Quinones,Lisa Powley,Vayda Good,Mona Getzes Cohen,Lorraine Haw,Michele Lockman,Kempis Ghani Songster,Anthony Bellmon,Adam Tennant,Patrick Parkinson,Ronald Raju Joseph,Theodore Kirsch,Write-In,1
Nikil Saval,10,0,0,134,78,130,124,126,75,127,68,124,62,117,57,112,55,3,1
Larry Farnese,,15,0,28,74,26,30,26,68,23,72,21,72,18,68,19,65,1,1
Write-In,,,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
Amy Roat,,,,0,33,132,140,133,30,132,26,125,26,125,19,121,17,0,1
Pamela Robinson,,,,,1,28,32,27,134,25,136,22,134,11,127,12,126,4,1
Alvaro Quinones,,,,,,0,131,140,34,133,20,135,20,127,14,127,10,0,1
Lisa Powley,,,,,,,0,133,32,130,25,121,22,121,13,117,15,0,1
Vayda Good,,,,,,,,0,33,136,20,132,12,126,9,128,8,0,1
Mona Getzes Cohen,,,,,,,,,0,33,131,29,125,20,116,17,117,4,1
Lorraine Haw,,,,,,,,,,0,23,129,18,126,10,122,13,0,1
Michele Lockman,,,,,,,,,,,0,17,129,12,125,9,125,4,1
Kempis Ghani Songster,,,,,,,,,,,,0,16,124,13,124,9,0,1
Anthony Bellmon,,,,,,,,,,,,,1,11,129,9,128,4,1
Adam Tennant,,,,,,,,,,,,,,0,8,121,7,0,1
Patrick Parkinson,,,,,,,,,,,,,,,0,7,122,4,1
Ronald Raju Joseph,,,,,,,,,,,,,,,,0,5,0,1
Theodore Kirsch,,,,,,,,,,,,,,,,,0,4,1
Write-In,,,,,,,,,,,,,,,,,,0,1
Total,221,114,1,166,166,159,158,154,153,152,150,149,148,138,136,134,132,4,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,,2
