col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Senator In The General Assembly 7th District - Democrat,,Auditor General - Democrat,,,,,,,All
,Vincent Hughes,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,All
Vincent Hughes,"2,480",0,"28,041","3,721","2,500","1,396","1,117","1,034",16,All
Write-In,,14,47,10,10,3,6,3,17,All
Nina Ahmad,,,"2,474",0,0,0,0,0,0,All
Michael Lamb,,,,351,0,0,0,0,0,All
Tracie Fountain,,,,,567,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,580,0,0,0,All
Christina M Hartman,,,,,,,176,0,0,All
H Scott Conklin,,,,,,,,96,0,All
Write-In,,,,,,,,,5,All
Total,"40,305",110,"30,562","4,082","3,077","1,979","1,299","1,133",38,All
