col_1,col_2,col_3,division
,Representative In The General Assembly 190th District - Republican,,All
,Wanda Logan,Write-In,All
Wanda Logan,27,0,All
Write-In,,1,All
Total,27,1,All
,Representative In The General Assembly 190th District - Republican,,1
,Wanda Logan,Write-In,1
Wanda Logan,2,0,1
Write-In,,0,1
Total,2,0,1
,Representative In The General Assembly 190th District - Republican,,2
,Wanda Logan,Write-In,2
Wanda Logan,3,0,2
Write-In,,0,2
Total,3,0,2
,Representative In The General Assembly 190th District - Republican,,3
,Wanda Logan,Write-In,3
Wanda Logan,6,0,3
Write-In,,1,3
Total,6,1,3
,Representative In The General Assembly 190th District - Republican,,4
,Wanda Logan,Write-In,4
Wanda Logan,0,0,4
Write-In,,0,4
Total,0,0,4
,Representative In The General Assembly 190th District - Republican,,5
,Wanda Logan,Write-In,5
Wanda Logan,1,0,5
Write-In,,0,5
Total,1,0,5
,Representative In The General Assembly 190th District - Republican,,8
,Wanda Logan,Write-In,8
Wanda Logan,1,0,8
Write-In,,0,8
Total,1,0,8
,Representative In The General Assembly 190th District - Republican,,10
,Wanda Logan,Write-In,10
Wanda Logan,4,0,10
Write-In,,0,10
Total,4,0,10
,Representative In The General Assembly 190th District - Republican,,11
,Wanda Logan,Write-In,11
Wanda Logan,4,0,11
Write-In,,0,11
Total,4,0,11
,Representative In The General Assembly 190th District - Republican,,12
,Wanda Logan,Write-In,12
Wanda Logan,1,0,12
Write-In,,0,12
Total,1,0,12
,Representative In The General Assembly 190th District - Republican,,13
,Wanda Logan,Write-In,13
Wanda Logan,0,0,13
Write-In,,0,13
Total,0,0,13
,Representative In The General Assembly 190th District - Republican,,15
,Wanda Logan,Write-In,15
Wanda Logan,1,0,15
Write-In,,0,15
Total,1,0,15
,Representative In The General Assembly 190th District - Republican,,16
,Wanda Logan,Write-In,16
Wanda Logan,1,0,16
Write-In,,0,16
Total,1,0,16
,Representative In The General Assembly 190th District - Republican,,17
,Wanda Logan,Write-In,17
Wanda Logan,2,0,17
Write-In,,0,17
Total,2,0,17
,Representative In The General Assembly 190th District - Republican,,18
,Wanda Logan,Write-In,18
Wanda Logan,1,0,18
Write-In,,0,18
Total,1,0,18
