col_1,col_2,col_3,col_4,col_5,col_6,division
,State Treasurer - Democrat,,Senator In The General Assembly 1st District - Democrat,,,All
,Joe Torsella,Write-In,Nikil Saval,Larry Farnese,Write-In,All
Joe Torsella,8,0,209,76,0,All
Write-In,,0,1,0,0,All
Nikil Saval,,,35,0,0,All
Larry Farnese,,,,15,0,All
Write-In,,,,,0,All
Total,293,1,245,91,0,All
,State Treasurer - Democrat,,Senator In The General Assembly 1st District - Democrat,,,10
,Joe Torsella,Write-In,Nikil Saval,Larry Farnese,Write-In,10
Joe Torsella,8,0,209,76,0,10
Write-In,,0,1,0,0,10
Nikil Saval,,,35,0,0,10
Larry Farnese,,,,15,0,10
Write-In,,,,,0,10
Total,293,1,245,91,0,10
