col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Senator In The General Assembly 7th District - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Vincent Hughes,Write-In,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Ken Washington,Wynnetta Ward,Charlene Cooper,Terry Gillen,Anuj Gupta,Lindy Li,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Anlin Wang,Daisy Confoy,Arielle Cohen,Christina Borst,Carla Le'Coin,Steve Paul,Bryan Mercer,Sergio Cea,Paul Prescod,Jack Cahill,Daniel Laufer,Write-In,All
Vincent Hughes,"2,973",0,"26,399","26,057","25,752","25,292","24,919","25,141","24,943","24,292","23,612","23,355","22,031","10,856","10,254","9,219","9,162","8,908","8,533","8,570","8,164","7,880","7,553","7,373","7,375","7,251","6,679",452,All
Write-In,,23,35,30,36,35,33,33,36,33,34,32,34,32,38,30,29,31,32,34,32,29,31,30,26,31,28,77,All
Nina Tinari,,,156,"24,743","25,366","24,693","24,313","25,397","25,072","24,592","23,393","23,286","22,989","5,279","4,373","3,943","3,786","3,571","2,565","2,969","2,627","2,601","2,080","1,985","2,370","1,706","1,326",399,All
Malcolm Kenyatta,,,,89,"24,257","25,406","25,196","24,367","24,234","23,630","24,022","24,299","21,600","4,305","3,508","2,935","2,726","2,597","3,061","3,231","2,917","1,852","2,721","2,459","1,650","2,231","1,813",376,All
Cindy Bass,,,,,57,"23,964","23,773","24,983","24,644","23,993","22,483","22,678","22,578","5,012","4,375","3,746","3,644","3,341","2,698","2,580","2,278","2,488","1,899","1,755","2,241","1,657","1,249",426,All
Ken Washington,,,,,,165,"24,798","24,332","24,401","23,534","23,650","24,219","21,808","4,014","3,047","2,742","2,649","2,393","2,536","2,854","2,540","1,778","2,450","2,251","1,667","2,051","1,653",350,All
Wynnetta Ward,,,,,,,48,"24,048","23,835","23,087","23,837","23,673","21,002","4,236","3,580","2,919","2,882","2,615","3,143","3,231","2,953","1,791","2,473","2,332","1,456","2,144","1,804",343,All
Charlene Cooper,,,,,,,,19,"25,129","24,453","23,014","23,269","22,431","4,874","4,034","3,636","3,387","3,317","2,469","2,653","2,349","2,357","1,981","1,763","2,291","1,496",980,348,All
Terry Gillen,,,,,,,,,25,"24,220","22,891","23,399","22,497","4,632","3,781","3,461","3,210","3,082","2,326","2,590","2,202","2,376","2,024","1,696","2,316","1,652","1,310",333,All
Anuj Gupta,,,,,,,,,,14,"22,547","22,520","22,093","4,588","3,856","3,523","3,491","3,189","2,343","2,464","2,225","2,288","1,820","1,833","2,231","1,238","1,084",324,All
Lindy Li,,,,,,,,,,,20,"23,031","21,009","3,682","3,276","2,610","2,805","2,360","2,956","2,928","2,755","1,502","2,218","2,290","1,234","1,931","1,664",337,All
Matthew Miller,,,,,,,,,,,,14,"21,056","3,319","2,584","2,191","2,014","1,876","2,319","2,597","2,259","1,181","2,222","2,014","1,248","1,859","1,480",330,All
Owen Voutsinas-Klose,,,,,,,,,,,,,29,"3,536","3,314","2,684","2,947","2,284","1,742","1,629","1,505","2,047","1,363","1,373","1,800","1,222",910,311,All
Sherrie Cohen,,,,,,,,,,,,,,13,"9,062","8,409","8,360","8,307","7,401","7,192","6,913","7,772","6,381","6,199","7,162","6,256","6,055",63,All
Heather Pope,,,,,,,,,,,,,,,54,"8,012","8,287","7,999","7,426","6,907","6,760","7,614","6,219","6,402","6,928","6,362","6,077",71,All
Joanne Beer,,,,,,,,,,,,,,,,4,"7,565","8,205","6,828","6,788","6,265","7,199","6,012","6,105","7,188","5,922","5,780",44,All
Anlin Wang,,,,,,,,,,,,,,,,,7,"7,593","6,851","6,383","6,447","7,418","5,934","6,321","6,842","5,988","5,854",53,All
Daisy Confoy,,,,,,,,,,,,,,,,,,6,"6,903","6,907","6,682","7,131","5,780","6,181","7,146","5,922","5,863",35,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,7,"6,961","6,874","6,421","6,322","6,795","5,947","6,432","6,302",43,All
Christina Borst,,,,,,,,,,,,,,,,,,,,5,"7,536","5,995","6,855","6,351","5,605","6,525","6,510",41,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,3,"5,898","6,724","6,421","5,757","6,457","6,363",65,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,11,"5,853","5,913","6,864","5,979","5,832",48,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,13,"6,112","5,707","6,361","6,291",43,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,4,"5,748","6,086","5,939",38,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,0,"5,607","5,544",29,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,6,"6,427",34,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,All
Total,"40,305",110,"29,314","28,886","28,400","28,324","27,700","27,690","27,489","26,696","26,172","25,918","24,376","12,091","11,580","10,313","10,238","10,002","9,728","9,709","9,246","8,939","8,618","8,421","8,337","8,303","7,710",785,All
