col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,All
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,All
Mary Gay Scanlon,93,0,"3,158","1,715",92,84,All
Write-In,,4,6,9,2,6,All
Joseph R Biden,,,912,0,0,0,All
Bernie Sanders,,,,331,0,0,All
Tulsi Gabbard,,,,,84,0,All
Write-In,,,,,,13,All
Total,"5,142",27,"4,076","2,055",178,103,All
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,1
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,1
Mary Gay Scanlon,3,0,53,33,2,1,1
Write-In,,0,0,0,0,0,1
Joseph R Biden,,,9,0,0,0,1
Bernie Sanders,,,,4,0,0,1
Tulsi Gabbard,,,,,3,0,1
Write-In,,,,,,0,1
Total,92,0,62,37,5,1,1
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,2
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,2
Mary Gay Scanlon,1,0,39,27,0,0,2
Write-In,,1,0,0,0,0,2
Joseph R Biden,,,16,0,0,0,2
Bernie Sanders,,,,7,0,0,2
Tulsi Gabbard,,,,,0,0,2
Write-In,,,,,,0,2
Total,67,1,55,34,0,0,2
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,3
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,3
Mary Gay Scanlon,6,0,71,19,6,0,3
Write-In,,0,0,0,0,0,3
Joseph R Biden,,,28,0,0,0,3
Bernie Sanders,,,,4,0,0,3
Tulsi Gabbard,,,,,6,0,3
Write-In,,,,,,1,3
Total,102,0,99,23,12,1,3
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,4
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,4
Mary Gay Scanlon,0,0,26,17,1,0,4
Write-In,,0,0,0,0,0,4
Joseph R Biden,,,8,0,0,0,4
Bernie Sanders,,,,4,0,0,4
Tulsi Gabbard,,,,,0,0,4
Write-In,,,,,,0,4
Total,44,0,34,21,1,0,4
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,5
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,5
Mary Gay Scanlon,1,0,79,48,2,1,5
Write-In,,0,0,0,1,0,5
Joseph R Biden,,,27,0,0,0,5
Bernie Sanders,,,,9,0,0,5
Tulsi Gabbard,,,,,0,0,5
Write-In,,,,,,0,5
Total,131,1,106,57,3,1,5
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,6
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,6
Mary Gay Scanlon,5,0,66,17,3,2,6
Write-In,,0,0,1,0,1,6
Joseph R Biden,,,23,0,0,0,6
Bernie Sanders,,,,9,0,0,6
Tulsi Gabbard,,,,,5,0,6
Write-In,,,,,,0,6
Total,93,2,89,27,8,3,6
,President Of The United States - Democrat,,,,Representative In Congress 5th District - Democrat,,7
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Mary Gay Scanlon,Write-In,7
Joseph R Biden,44,0,0,0,79,0,7
Bernie Sanders,,13,0,0,28,0,7
Tulsi Gabbard,,,6,0,4,0,7
Write-In,,,,1,0,1,7
Mary Gay Scanlon,,,,,6,0,7
Write-In,,,,,,0,7
Total,123,41,10,2,117,1,7
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,8
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,8
Mary Gay Scanlon,1,0,92,41,5,0,8
Write-In,,0,1,1,0,0,8
Joseph R Biden,,,17,0,0,0,8
Bernie Sanders,,,,7,0,0,8
Tulsi Gabbard,,,,,2,0,8
Write-In,,,,,,1,8
Total,139,2,110,49,7,1,8
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,9
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,9
Mary Gay Scanlon,2,0,53,40,3,1,9
Write-In,,0,0,0,0,0,9
Joseph R Biden,,,20,0,0,0,9
Bernie Sanders,,,,5,0,0,9
Tulsi Gabbard,,,,,0,0,9
Write-In,,,,,,0,9
Total,99,0,73,45,3,1,9
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,10
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,10
Mary Gay Scanlon,1,0,70,49,2,0,10
Write-In,,0,1,0,1,0,10
Joseph R Biden,,,44,0,0,0,10
Bernie Sanders,,,,11,0,0,10
Write-In,,,,,2,0,10
Tulsi Gabbard,,,,,,0,10
Total,122,2,115,60,5,0,10
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,11
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,11
Mary Gay Scanlon,4,0,31,10,1,0,11
Write-In,,0,0,0,0,0,11
Joseph R Biden,,,7,0,0,0,11
Bernie Sanders,,,,3,0,0,11
Write-In,,,,,0,0,11
Tulsi Gabbard,,,,,,0,11
Total,46,0,38,13,1,0,11
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,12
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,12
Mary Gay Scanlon,1,0,28,21,3,0,12
Write-In,,0,0,0,0,1,12
Joseph R Biden,,,11,0,0,0,12
Bernie Sanders,,,,1,0,0,12
Tulsi Gabbard,,,,,1,0,12
Write-In,,,,,,0,12
Total,53,1,39,22,4,1,12
,President Of The United States - Democrat,,,,Representative In Congress 5th District - Democrat,,13
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Mary Gay Scanlon,Write-In,13
Joseph R Biden,40,0,0,0,74,1,13
Bernie Sanders,,1,0,0,12,0,13
Tulsi Gabbard,,,1,0,0,0,13
Write-In,,,,0,0,0,13
Mary Gay Scanlon,,,,,1,0,13
Write-In,,,,,,0,13
Total,115,13,1,0,87,1,13
,President Of The United States - Democrat,,,,Representative In Congress 5th District - Democrat,,14
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Mary Gay Scanlon,Write-In,14
Joseph R Biden,9,0,0,0,32,0,14
Bernie Sanders,,0,0,0,6,0,14
Write-In,,,0,0,0,1,14
Tulsi Gabbard,,,,0,0,0,14
Mary Gay Scanlon,,,,,2,0,14
Write-In,,,,,,0,14
Total,41,6,1,0,40,1,14
,Representative In Congress 5th District - Democrat,,President Of The United States - Democrat,,,,15
,Mary Gay Scanlon,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,15
Mary Gay Scanlon,5,0,86,17,4,4,15
Write-In,,0,1,0,0,0,15
Joseph R Biden,,,23,0,0,0,15
Bernie Sanders,,,,10,0,0,15
Tulsi Gabbard,,,,,7,0,15
Write-In,,,,,,2,15
Total,116,1,110,27,11,6,15
,President Of The United States - Democrat,,,,Representative In Congress 5th District - Democrat,,16
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Mary Gay Scanlon,Write-In,16
Joseph R Biden,16,0,0,0,39,0,16
Bernie Sanders,,3,0,0,14,0,16
Tulsi Gabbard,,,1,0,0,0,16
Write-In,,,,0,0,0,16
