col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,All
,Cindy Bass,Malcolm Kenyatta,Ken Washington,Nina Tinari,Wynnetta Ward,Charlene Cooper,Matthew Miller,Terry Gillen,Lindy Li,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Carla Le'Coin,Christina Borst,Bryan Mercer,Joanne Beer,Arielle Cohen,Daisy Confoy,Anlin Wang,Jack Cahill,Steve Paul,Daniel Laufer,Sergio Cea,Paul Prescod,Write-In,Fareed Abdullah,Darisha K Parker,Bernard A Williams,Supreme Dow,Write-In,All
Cindy Bass,8,541,526,552,502,556,504,546,466,499,479,134,115,75,80,69,98,62,92,96,55,77,40,47,64,10,188,199,163,62,0,All
Malcolm Kenyatta,,2,584,522,568,529,557,522,537,481,440,114,90,104,110,100,74,81,64,60,92,52,70,67,36,14,186,198,147,67,0,All
Ken Washington,,,4,521,552,524,552,518,514,482,443,107,76,100,96,92,69,77,66,62,86,53,60,68,40,14,193,186,153,74,0,All
Nina Tinari,,,,5,487,533,500,532,467,494,478,124,95,79,77,71,92,46,77,85,53,69,38,34,52,10,181,181,149,51,0,All
Wynnetta Ward,,,,,2,494,534,496,515,458,420,97,79,89,90,81,63,77,58,55,83,44,59,59,29,8,174,179,138,58,1,All
Charlene Cooper,,,,,,0,506,546,475,505,476,126,106,73,70,66,90,60,87,87,54,71,32,40,65,14,173,178,148,57,0,All
Matthew Miller,,,,,,,1,506,512,458,440,94,76,95,93,90,58,76,50,56,85,35,62,73,31,10,179,174,135,60,0,All
Terry Gillen,,,,,,,,0,476,511,471,123,105,71,70,63,96,53,88,87,53,73,40,39,66,10,164,172,147,55,0,All
Lindy Li,,,,,,,,,1,430,424,87,71,92,93,88,52,75,45,57,83,40,63,66,29,10,164,167,126,57,0,All
Anuj Gupta,,,,,,,,,,0,446,109,85,58,64,46,91,42,82,83,38,66,26,27,57,12,146,158,136,54,0,All
Owen Voutsinas-Klose,,,,,,,,,,,0,95,88,49,53,47,71,43,66,78,41,58,23,27,50,8,139,153,127,43,0,All
Sherrie Cohen,,,,,,,,,,,,0,126,86,82,78,104,77,114,110,70,116,69,59,97,0,63,55,54,22,0,All
Heather Pope,,,,,,,,,,,,,1,72,67,71,93,78,96,100,66,97,67,61,86,1,56,47,53,21,0,All
Carla Le'Coin,,,,,,,,,,,,,,0,114,102,58,89,66,63,95,59,90,84,59,0,49,49,39,27,0,All
Christina Borst,,,,,,,,,,,,,,,0,100,69,83,69,57,85,51,92,81,49,4,50,52,38,20,0,All
Bryan Mercer,,,,,,,,,,,,,,,,0,55,90,52,63,92,63,90,88,59,0,55,38,35,20,0,All
Joanne Beer,,,,,,,,,,,,,,,,,0,72,105,91,49,91,58,52,89,0,38,41,47,21,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,0,73,65,79,65,88,90,63,0,52,41,32,17,0,All
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,94,52,91,56,52,91,0,38,40,50,17,0,All
Anlin Wang,,,,,,,,,,,,,,,,,,,,0,53,94,53,56,86,0,41,36,44,20,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,1,54,85,78,51,0,48,36,35,15,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,2,56,51,88,0,41,36,42,14,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,0,79,54,0,39,29,30,18,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,58,0,45,24,34,14,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36,25,36,18,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,0,0,All
Darisha K Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,All
Bernard A Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,All
Supreme Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,697,680,678,636,618,617,612,604,582,549,516,212,195,172,172,160,160,156,155,153,146,142,127,126,122,14,311,286,234,117,1,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 198th District - Democrat,,,,,4
,Cindy Bass,Malcolm Kenyatta,Wynnetta Ward,Ken Washington,Lindy Li,Charlene Cooper,Nina Tinari,Matthew Miller,Owen Voutsinas-Klose,Terry Gillen,Anuj Gupta,Anlin Wang,Carla Le'Coin,Christina Borst,Bryan Mercer,Heather Pope,Jack Cahill,Sherrie Cohen,Daniel Laufer,Arielle Cohen,Sergio Cea,Daisy Confoy,Joanne Beer,Paul Prescod,Steve Paul,Write-In,Fareed Abdullah,Bernard A Williams,Darisha K Parker,Supreme Dow,Write-In,4
