col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,All
,David Torres,Write-In,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,All
David Torres,5,0,99,24,14,9,All
Write-In,,0,1,2,0,3,All
Donald J Trump,,,17,0,0,0,All
Bill Weld,,,,10,0,0,All
Roque Rocky De La Fuente,,,,,2,0,All
Write-In,,,,,,2,All
Total,151,6,117,36,16,14,All
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,15
,David Torres,Write-In,Bill Weld,Donald J Trump,Roque Rocky De La Fuente,Write-In,15
David Torres,0,0,3,4,1,0,15
Write-In,,0,1,1,0,0,15
Bill Weld,,,2,0,0,0,15
Donald J Trump,,,,0,0,0,15
Roque Rocky De La Fuente,,,,,0,0,15
Write-In,,,,,,0,15
Total,8,2,6,5,1,0,15
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,17
,David Torres,Write-In,Donald J Trump,Roque Rocky De La Fuente,Bill Weld,Write-In,17
David Torres,0,0,10,2,1,1,17
Write-In,,0,0,0,0,0,17
Donald J Trump,,,2,0,0,0,17
Roque Rocky De La Fuente,,,,0,0,0,17
Bill Weld,,,,,0,0,17
Write-In,,,,,,0,17
Total,14,0,12,2,1,1,17
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,20
,David Torres,Write-In,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,20
David Torres,1,0,3,2,0,0,20
Write-In,,0,0,0,0,0,20
Donald J Trump,,,0,0,0,0,20
Bill Weld,,,,0,0,0,20
Write-In,,,,,1,0,20
Roque Rocky De La Fuente,,,,,,0,20
Total,6,0,3,2,1,0,20
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,21
,David Torres,Write-In,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,21
David Torres,0,0,4,2,2,1,21
Write-In,,0,0,0,0,0,21
Donald J Trump,,,3,0,0,0,21
Bill Weld,,,,3,0,0,21
Write-In,,,,,0,0,21
Roque Rocky De La Fuente,,,,,,0,21
Total,9,0,7,5,2,1,21
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,23
,David Torres,Write-In,Donald J Trump,Roque Rocky De La Fuente,Bill Weld,Write-In,23
David Torres,0,0,9,3,3,1,23
Write-In,,0,0,0,0,0,23
Donald J Trump,,,0,0,0,0,23
Roque Rocky De La Fuente,,,,1,0,0,23
Bill Weld,,,,,0,0,23
Write-In,,,,,,0,23
Total,16,0,9,4,3,1,23
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,27
,David Torres,Write-In,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,27
David Torres,0,0,17,7,2,1,27
Write-In,,0,0,0,1,0,27
Donald J Trump,,,3,0,0,0,27
Bill Weld,,,,3,0,0,27
Write-In,,,,,0,0,27
Roque Rocky De La Fuente,,,,,,0,27
Total,27,1,20,10,3,1,27
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,30
,David Torres,Write-In,Donald J Trump,Roque Rocky De La Fuente,Bill Weld,Write-In,30
David Torres,2,0,16,5,0,2,30
Write-In,,0,0,0,1,0,30
Donald J Trump,,,2,0,0,0,30
Roque Rocky De La Fuente,,,,0,0,0,30
Bill Weld,,,,,1,0,30
Write-In,,,,,,0,30
Total,25,1,18,5,2,2,30
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,32
,David Torres,Write-In,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,32
David Torres,0,0,14,4,1,0,32
Write-In,,0,0,0,0,0,32
Donald J Trump,,,1,0,0,0,32
Bill Weld,,,,0,0,0,32
Roque Rocky De La Fuente,,,,,1,0,32
Write-In,,,,,,0,32
Total,19,0,15,4,2,0,32
,President Of The United States - Republican,,,,Representative In Congress 2nd District - Republican,,33
,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,David Torres,Write-In,33
Donald J Trump,3,0,0,0,6,0,33
Bill Weld,,0,0,0,2,0,33
Write-In,,,1,0,0,0,33
Roque Rocky De La Fuente,,,,0,0,0,33
David Torres,,,,,0,0,33
Write-In,,,,,,0,33
Total,9,2,1,0,8,0,33
,Representative In Congress 2nd District - Republican,,President Of The United States - Republican,,,,34
,David Torres,Write-In,Donald J Trump,Write-In,Bill Weld,Roque Rocky De La Fuente,34
David Torres,2,0,16,1,0,0,34
Write-In,,0,0,2,0,0,34
Donald J Trump,,,3,0,0,0,34
Write-In,,,,0,0,0,34
Bill Weld,,,,,1,0,34
Roque Rocky De La Fuente,,,,,,0,34
Total,19,2,19,3,1,0,34
