col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Charlene Cooper,,,,,,,,,,0,"3,200","3,097","2,986","2,858","2,809",638,510,444,324,413,410,337,297,297,250,216,185,266,108,33,All
Terry Gillen,,,,,,,,,,,1,"3,079","3,008","2,851","2,807",592,474,428,296,392,348,319,286,303,254,217,212,257,148,43,All
Anuj Gupta,,,,,,,,,,,,0,"2,879","2,810","2,742",626,518,461,320,421,395,306,291,309,243,252,168,280,131,34,All
Matthew Miller,,,,,,,,,,,,,0,"2,879","2,667",449,350,280,314,262,233,329,299,157,285,258,224,156,180,47,All
Lindy Li,,,,,,,,,,,,,,0,"2,654",474,415,359,382,271,265,321,322,201,248,281,210,137,180,36,All
Owen Voutsinas-Klose,,,,,,,,,,,,,,,0,463,419,381,233,307,266,186,185,262,162,169,147,217,102,31,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,"1,084","1,016",906,976,978,849,812,931,761,730,744,825,706,5,All
Heather Pope,,,,,,,,,,,,,,,,,0,992,884,917,924,816,800,908,725,766,750,801,698,5,All
Anlin Wang,,,,,,,,,,,,,,,,,,0,813,879,890,748,751,891,682,740,704,790,673,2,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,0,771,811,812,787,756,744,804,756,697,731,4,All
Joanne Beer,,,,,,,,,,,,,,,,,,,,1,930,764,696,823,678,693,664,802,651,2,All
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,0,801,764,828,659,714,684,798,659,2,All
Christina Borst,,,,,,,,,,,,,,,,,,,,,,0,884,699,792,741,766,632,747,3,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,0,687,776,746,750,650,720,4,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,0,690,689,692,778,659,3,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,713,748,658,724,10,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,0,701,645,679,5,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,,0,651,749,5,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,629,2,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"4,706",867,65,37,"3,846","3,825","3,762","3,674","3,590","3,530","3,506","3,448","3,342","3,252","3,038","1,515","1,402","1,255","1,185","1,180","1,164","1,161","1,100","1,082","1,040","1,011",979,961,895,84,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Cindy Bass,Malcolm Kenyatta,Ken Washington,Nina Tinari,Terry Gillen,Wynnetta Ward,Charlene Cooper,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Christina Borst,Bryan Mercer,Arielle Cohen,Carla Le'Coin,Joanne Beer,Anlin Wang,Daisy Confoy,Heather Pope,Sergio Cea,Jack Cahill,Steve Paul,Daniel Laufer,Paul Prescod,Write-In,1
Joseph R Biden,9,0,0,0,129,122,124,118,118,120,116,113,108,107,107,21,20,18,17,15,14,13,11,10,13,11,8,10,7,0,1
Bernie Sanders,,0,0,0,2,3,0,2,1,0,2,1,1,1,1,7,4,6,5,4,5,6,6,7,3,5,6,4,5,0,1
Tulsi Gabbard,,,0,0,2,2,1,2,2,1,2,1,2,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cindy Bass,,,,,0,116,113,118,118,113,114,106,107,101,105,18,12,12,9,8,13,12,10,9,7,5,8,4,7,0,1
Malcolm Kenyatta,,,,,,0,112,107,109,112,108,106,102,102,98,17,17,17,14,13,9,7,7,8,11,9,5,8,4,0,1
Ken Washington,,,,,,,0,107,110,111,107,108,103,103,100,17,16,16,12,13,9,11,8,7,10,9,6,8,5,0,1
Nina Tinari,,,,,,,,0,111,105,106,101,103,97,103,17,11,12,8,9,11,12,9,9,7,5,8,3,6,0,1
Terry Gillen,,,,,,,,,0,109,112,104,106,101,106,18,13,12,8,10,12,11,10,8,6,4,7,3,7,0,1
Wynnetta Ward,,,,,,,,,,0,105,109,101,105,98,13,14,15,12,11,8,7,4,7,10,8,4,8,4,0,1
Charlene Cooper,,,,,,,,,,,0,101,107,98,102,18,14,12,9,10,12,11,9,8,6,5,8,5,7,0,1
Matthew Miller,,,,,,,,,,,,0,95,102,92,15,14,14,13,13,9,8,5,6,9,8,3,7,2,0,1
Anuj Gupta,,,,,,,,,,,,,0,93,96,18,12,12,8,10,11,11,8,10,8,5,8,4,6,0,1
Lindy Li,,,,,,,,,,,,,,0,96,11,12,12,14,12,5,7,6,7,8,7,1,7,2,0,1
Owen Voutsinas-Klose,,,,,,,,,,,,,,,0,13,8,10,7,7,8,10,9,8,4,4,6,2,7,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,14,12,12,10,15,13,15,16,9,10,12,7,9,0,1
Christina Borst,,,,,,,,,,,,,,,,,0,15,12,15,9,7,10,8,12,12,8,12,6,0,1
Bryan Mercer,,,,,,,,,,,,,,,,,,0,11,15,9,8,10,9,12,13,9,12,7,0,1
Arielle Cohen,,,,,,,,,,,,,,,,,,,0,10,8,7,9,10,11,11,6,12,6,0,1
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,0,6,8,10,8,12,12,7,11,4,0,1
Joanne Beer,,,,,,,,,,,,,,,,,,,,,0,10,12,9,7,6,9,5,10,0,1
Anlin Wang,,,,,,,,,,,,,,,,,,,,,,0,12,10,6,7,11,7,8,0,1
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,,,0,11,8,9,11,7,10,0,1
Heather Pope,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,11,6,7,0,1
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,0,11,6,9,3,0,1
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,10,5,0,1
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,9,0,1
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,158,9,2,0,134,128,126,122,122,122,121,116,112,110,109,29,25,24,22,20,20,19,18,18,17,16,15,14,12,0,1
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nina Tinari,Cindy Bass,Terry Gillen,Malcolm Kenyatta,Charlene Cooper,Ken Washington,Wynnetta Ward,Matthew Miller,Anuj Gupta,Owen Voutsinas-Klose,Lindy Li,Joanne Beer,Sherrie Cohen,Heather Pope,Anlin Wang,Christina Borst,Daisy Confoy,Paul Prescod,Steve Paul,Bryan Mercer,Arielle Cohen,Sergio Cea,Carla Le'Coin,Jack Cahill,Daniel Laufer,Write-In,2
Joseph R Biden,17,0,0,0,193,191,183,188,181,181,181,176,170,164,168,30,27,24,23,26,21,19,18,23,17,18,18,15,14,10,2
Bernie Sanders,,1,0,0,6,8,9,4,6,5,4,5,5,8,5,8,9,10,7,4,7,7,6,3,7,4,4,5,5,0,2
Tulsi Gabbard,,,0,0,5,3,3,1,3,2,2,1,4,4,2,3,3,4,3,0,2,3,3,0,1,2,0,1,0,0,2
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nina Tinari,,,,,0,182,183,177,179,171,175,168,172,169,162,32,30,26,25,16,23,23,18,15,10,13,9,10,9,10,2
Cindy Bass,,,,,,1,178,174,177,169,171,163,168,162,156,31,28,27,24,18,22,21,17,15,13,15,10,10,6,2,2
Terry Gillen,,,,,,,0,175,180,172,169,170,169,166,164,29,26,24,23,18,18,19,16,16,11,13,10,9,7,2,2
Malcolm Kenyatta,,,,,,,,0,172,171,174,171,164,154,166,21,21,15,13,22,12,11,8,18,15,15,13,11,9,2,2
Charlene Cooper,,,,,,,,,0,166,171,162,165,161,157,30,27,25,22,18,21,20,17,14,13,13,9,5,5,2,2
Ken Washington,,,,,,,,,,0,165,168,161,157,157,22,20,18,19,18,15,13,12,20,14,12,15,11,10,2,2
Wynnetta Ward,,,,,,,,,,,0,162,159,147,161,20,21,17,15,17,11,11,9,15,12,12,9,9,9,2,2
Matthew Miller,,,,,,,,,,,,0,159,150,162,20,17,15,11,19,13,10,5,19,13,15,14,8,10,2,2
Anuj Gupta,,,,,,,,,,,,,0,155,153,26,24,20,20,13,19,18,14,12,10,11,7,5,4,2,2
Owen Voutsinas-Klose,,,,,,,,,,,,,,0,148,25,22,23,22,12,19,21,15,10,11,11,8,8,7,2,2
Lindy Li,,,,,,,,,,,,,,,0,14,13,14,13,15,9,8,5,12,13,14,11,7,8,2,2
Joanne Beer,,,,,,,,,,,,,,,,0,25,26,22,14,25,26,23,11,14,11,11,13,10,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,0,22,20,13,19,20,20,15,13,7,10,12,11,0,2
Heather Pope,,,,,,,,,,,,,,,,,,0,23,14,18,21,21,9,11,9,11,11,8,0,2
Anlin Wang,,,,,,,,,,,,,,,,,,,0,10,16,20,20,9,9,12,10,13,10,0,2
Christina Borst,,,,,,,,,,,,,,,,,,,,0,12,8,8,16,11,11,18,14,11,0,2
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,0,20,17,6,12,9,9,9,10,0,2
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,0,18,8,9,8,7,10,10,0,2
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,9,10,8,8,11,8,0,2
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,0,10,9,14,13,13,0,2
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,,,,,0,13,11,12,11,0,2
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,10,9,0,2
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,2
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0,2
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,240,15,5,0,205,204,195,193,190,189,188,182,180,177,176,41,39,38,33,30,30,29,27,26,25,24,22,21,19,10,2
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Cindy Bass,Nina Tinari,Ken Washington,Malcolm Kenyatta,Terry Gillen,Charlene Cooper,Wynnetta Ward,Matthew Miller,Anuj Gupta,Owen Voutsinas-Klose,Lindy Li,Sherrie Cohen,Steve Paul,Bryan Mercer,Anlin Wang,Carla Le'Coin,Heather Pope,Daisy Confoy,Joanne Beer,Arielle Cohen,Christina Borst,Daniel Laufer,Sergio Cea,Jack Cahill,Paul Prescod,Write-In,3
Joseph R Biden,8,0,0,0,145,138,137,131,127,127,127,127,119,114,114,29,20,22,18,19,13,15,15,14,10,9,11,9,9,0,3
Bernie Sanders,,2,0,0,2,4,1,1,3,2,1,0,2,3,1,10,10,7,10,6,12,9,9,8,8,8,7,8,8,0,3
Tulsi Gabbard,,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Cindy Bass,,,,,0,124,125,121,120,121,116,117,115,113,106,25,13,14,15,12,11,12,12,7,5,6,5,5,8,0,3
Nina Tinari,,,,,,0,124,121,126,123,118,117,117,114,108,26,20,16,19,14,14,17,17,7,7,6,6,4,11,0,3
Ken Washington,,,,,,,0,126,121,118,123,120,112,109,110,21,11,15,13,15,8,10,10,10,5,7,9,5,6,0,3
Malcolm Kenyatta,,,,,,,,0,118,116,119,117,112,105,108,21,11,16,10,15,7,9,9,11,6,7,7,5,4,0,3
Terry Gillen,,,,,,,,,0,121,116,115,116,112,109,21,16,14,17,11,10,12,13,7,5,6,5,4,8,0,3
Charlene Cooper,,,,,,,,,,0,113,115,116,112,108,24,17,14,15,12,11,14,13,6,3,2,4,2,9,0,3
Wynnetta Ward,,,,,,,,,,,0,117,109,103,111,17,10,12,11,13,7,10,8,9,6,7,7,6,4,0,3
Matthew Miller,,,,,,,,,,,,0,108,105,108,18,7,12,9,12,4,7,7,10,6,5,7,5,4,0,3
Anuj Gupta,,,,,,,,,,,,,0,112,105,19,15,10,13,8,9,10,11,6,2,2,3,2,9,0,3
Owen Voutsinas-Klose,,,,,,,,,,,,,,0,102,16,14,10,15,9,10,9,10,7,3,3,5,3,7,0,3
Lindy Li,,,,,,,,,,,,,,,0,13,9,9,10,10,6,8,6,8,5,5,6,5,2,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,0,22,17,20,13,20,20,18,13,10,9,11,9,14,0,3
Steve Paul,,,,,,,,,,,,,,,,,0,18,20,12,19,18,17,12,10,12,12,10,15,0,3
Bryan Mercer,,,,,,,,,,,,,,,,,,0,13,18,14,12,12,15,14,13,14,13,9,0,3
Anlin Wang,,,,,,,,,,,,,,,,,,,0,13,19,17,18,11,10,12,11,11,13,0,3
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,0,13,10,9,13,13,12,14,13,7,0,3
Heather Pope,,,,,,,,,,,,,,,,,,,,,0,17,17,13,11,11,12,11,13,0,3
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,,0,20,9,10,8,11,9,15,0,3
Joanne Beer,,,,,,,,,,,,,,,,,,,,,,,0,9,10,10,10,9,15,0,3
Arielle Cohen,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,15,14,8,0,3
Christina Borst,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,13,6,0,3
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,13,7,0,3
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,8,0,3
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,3
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,181,16,1,0,149,143,139,133,131,129,129,128,123,118,117,40,30,29,28,25,25,24,24,22,18,18,18,17,17,0,3
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Cindy Bass,Malcolm Kenyatta,Nina Tinari,Ken Washington,Charlene Cooper,Terry Gillen,Wynnetta Ward,Lindy Li,Matthew Miller,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Arielle Cohen,Anlin Wang,Heather Pope,Christina Borst,Daisy Confoy,Joanne Beer,Sergio Cea,Carla Le'Coin,Bryan Mercer,Steve Paul,Jack Cahill,Paul Prescod,Daniel Laufer,Write-In,4
Joseph R Biden,13,0,0,0,316,305,301,292,290,286,288,280,278,270,266,52,47,38,30,29,26,27,29,27,26,22,23,14,18,2,4
Bernie Sanders,,2,0,0,8,6,6,4,4,3,1,1,2,8,4,21,19,19,21,19,21,20,14,17,17,19,17,20,15,0,4
Write-In,,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,4
Tulsi Gabbard,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cindy Bass,,,,,1,283,280,274,277,272,269,257,260,257,256,54,39,38,29,22,27,28,20,18,22,23,19,16,16,2,4
Malcolm Kenyatta,,,,,,0,276,280,272,270,280,268,272,256,253,45,39,28,22,23,17,20,26,19,24,20,21,8,17,2,4
Nina Tinari,,,,,,,0,274,278,273,266,266,264,265,264,46,32,35,25,20,24,24,15,18,16,20,12,14,9,1,4
Ken Washington,,,,,,,,0,271,271,266,261,266,255,247,44,34,29,20,17,17,20,20,16,19,18,18,11,11,1,4
Charlene Cooper,,,,,,,,,0,277,266,261,265,261,258,47,32,34,23,19,21,24,14,14,16,20,13,14,10,1,4
Terry Gillen,,,,,,,,,,0,261,258,263,265,257,41,30,31,23,14,18,22,15,13,17,19,12,16,9,2,4
Wynnetta Ward,,,,,,,,,,,0,260,259,246,246,38,36,28,18,21,14,15,19,19,20,14,19,5,11,2,4
Lindy Li,,,,,,,,,,,,0,261,254,249,35,32,24,19,17,13,14,17,16,15,14,12,7,11,1,4
Matthew Miller,,,,,,,,,,,,,0,251,250,35,29,19,15,14,12,13,17,11,15,14,13,4,11,1,4
Anuj Gupta,,,,,,,,,,,,,,0,249,43,31,32,25,13,23,23,16,16,11,20,10,16,8,2,4
Owen Voutsinas-Klose,,,,,,,,,,,,,,,0,36,25,26,18,9,16,17,9,7,7,19,6,11,6,1,4
Sherrie Cohen,,,,,,,,,,,,,,,,0,50,48,44,36,41,44,30,31,30,36,29,28,25,0,4
Arielle Cohen,,,,,,,,,,,,,,,,,0,38,37,39,35,37,35,35,32,28,33,26,27,1,4
Anlin Wang,,,,,,,,,,,,,,,,,,0,39,33,38,38,28,32,29,34,28,31,21,1,4
Heather Pope,,,,,,,,,,,,,,,,,,,0,31,34,35,31,29,29,34,26,29,23,2,4
Christina Borst,,,,,,,,,,,,,,,,,,,,0,30,29,30,34,33,24,33,23,25,1,4
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,0,36,25,28,23,29,25,28,19,1,4
Joanne Beer,,,,,,,,,,,,,,,,,,,,,,0,23,26,23,31,26,31,19,1,4
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,0,30,28,24,27,19,22,2,4
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,,0,31,20,31,23,25,1,4
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,22,33,22,26,1,4
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,26,18,1,4
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,26,1,4
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,1,4
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,375,29,2,0,329,314,309,298,296,292,291,283,282,281,272,77,70,61,55,51,50,50,48,47,46,45,42,36,35,3,4
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Cindy Bass,Malcolm Kenyatta,Wynnetta Ward,Charlene Cooper,Ken Washington,Nina Tinari,Terry Gillen,Matthew Miller,Lindy Li,Anuj Gupta,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Arielle Cohen,Daisy Confoy,Joanne Beer,Christina Borst,Steve Paul,Anlin Wang,Bryan Mercer,Jack Cahill,Paul Prescod,Carla Le'Coin,Sergio Cea,Daniel Laufer,Write-In,5
Joseph R Biden,14,0,0,0,197,187,178,175,178,175,174,166,159,151,151,43,35,28,20,21,23,21,20,20,19,15,16,18,11,0,5
Bernie Sanders,,2,0,0,7,4,6,5,2,5,3,2,2,6,5,12,12,11,13,12,9,11,11,9,10,13,10,7,10,0,5
Tulsi Gabbard,,,1,0,1,0,1,1,0,0,1,0,0,1,0,2,2,2,2,2,1,2,2,1,1,2,1,2,1,0,5
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Cindy Bass,,,,,0,176,170,176,164,170,170,157,145,150,153,42,36,26,24,24,18,21,22,13,13,19,10,9,7,0,5
Malcolm Kenyatta,,,,,,0,172,166,167,159,162,161,150,142,142,37,28,28,17,17,20,16,15,16,17,12,14,14,12,0,5
Wynnetta Ward,,,,,,,0,163,162,159,154,156,148,141,139,35,28,28,20,18,20,16,16,18,17,14,16,15,12,0,5
Charlene Cooper,,,,,,,,0,158,163,165,151,144,151,149,41,35,23,23,23,15,21,22,13,12,19,10,11,7,0,5
Ken Washington,,,,,,,,,0,155,156,157,149,139,142,31,24,16,13,15,17,13,15,17,16,12,12,15,10,0,5
Nina Tinari,,,,,,,,,,0,162,153,144,148,150,34,27,16,19,19,9,15,20,9,6,14,8,7,6,0,5
Terry Gillen,,,,,,,,,,,0,153,145,147,151,38,31,22,17,18,12,19,18,12,12,14,8,12,5,0,5
Matthew Miller,,,,,,,,,,,,0,147,137,142,25,22,20,12,10,13,9,12,14,12,8,10,13,9,0,5
Lindy Li,,,,,,,,,,,,,0,132,136,25,19,18,8,8,11,9,13,12,10,6,9,15,7,0,5
Anuj Gupta,,,,,,,,,,,,,,0,139,33,27,16,16,17,8,15,19,9,8,17,6,11,6,0,5
Owen Voutsinas-Klose,,,,,,,,,,,,,,,0,26,26,16,16,16,6,14,19,9,6,14,5,8,4,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,0,35,25,29,28,18,28,25,16,20,24,17,15,14,0,5
Heather Pope,,,,,,,,,,,,,,,,,0,24,27,24,16,25,26,16,16,22,16,14,12,0,5
Arielle Cohen,,,,,,,,,,,,,,,,,,0,21,17,22,18,15,19,21,15,18,16,17,0,5
Daisy Confoy,,,,,,,,,,,,,,,,,,,0,26,16,24,21,14,14,23,15,12,13,0,5
Joanne Beer,,,,,,,,,,,,,,,,,,,,0,17,25,23,13,13,24,11,10,13,0,5
Christina Borst,,,,,,,,,,,,,,,,,,,,,0,14,11,20,21,10,19,16,16,0,5
Steve Paul,,,,,,,,,,,,,,,,,,,,,,0,23,16,17,23,13,13,10,0,5
Anlin Wang,,,,,,,,,,,,,,,,,,,,,,,0,11,12,21,10,11,10,0,5
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,0,21,13,18,19,16,0,5
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,0,15,19,17,16,0,5
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,11,12,0,5
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,0,5
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,5
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,241,18,3,0,206,192,186,182,181,180,179,169,162,158,157,57,49,42,36,35,34,34,33,30,30,30,27,27,22,0,5
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Malcolm Kenyatta,Cindy Bass,Ken Washington,Nina Tinari,Wynnetta Ward,Terry Gillen,Charlene Cooper,Matthew Miller,Lindy Li,Anuj Gupta,Owen Voutsinas-Klose,Joanne Beer,Bryan Mercer,Christina Borst,Daniel Laufer,Heather Pope,Daisy Confoy,Sherrie Cohen,Jack Cahill,Arielle Cohen,Sergio Cea,Carla Le'Coin,Anlin Wang,Paul Prescod,Steve Paul,Write-In,6
Joseph R Biden,5,0,0,0,80,78,80,72,72,69,69,69,65,64,57,14,14,13,11,10,9,10,8,7,8,7,4,6,4,0,6
Bernie Sanders,,0,0,0,1,2,1,3,1,3,2,1,2,2,2,5,3,4,5,5,6,5,5,5,4,4,6,4,6,0,6
Tulsi Gabbard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Write-In,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Malcolm Kenyatta,,,,,0,65,75,67,69,66,64,65,65,63,55,10,10,12,9,6,5,5,7,5,6,5,2,4,1,0,6
Cindy Bass,,,,,,0,62,63,61,63,62,57,56,59,53,11,8,8,7,9,7,8,4,4,3,3,4,5,4,0,6
Ken Washington,,,,,,,0,65,68,65,63,67,63,60,56,10,10,12,9,5,6,6,7,5,6,5,2,4,1,0,6
Nina Tinari,,,,,,,,0,63,67,66,61,64,63,58,12,9,11,10,7,9,8,6,5,5,7,5,7,6,0,6
Wynnetta Ward,,,,,,,,,0,65,62,63,62,61,53,9,9,12,8,4,6,5,7,4,6,6,1,3,1,0,6
Terry Gillen,,,,,,,,,,0,65,62,62,65,58,11,6,10,8,4,7,6,6,2,4,4,4,6,3,0,6
Charlene Cooper,,,,,,,,,,,0,61,60,63,58,10,8,8,5,6,8,7,4,2,3,4,3,6,3,0,6
Matthew Miller,,,,,,,,,,,,0,61,59,54,10,8,11,8,5,6,6,6,4,6,5,0,4,1,0,6
