col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 190th District - Democrat,,,,,All
,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,All
Roni Green,326,0,0,0,0,All
Amen Brown,,237,0,0,0,All
Danyl Patterson,,,97,0,0,All
Van Stone,,,,27,0,All
Write-In,,,,,3,All
Total,326,237,97,27,3,All
,Representative In The General Assembly 190th District - Democrat,,,,,6
,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,6
Roni Green,94,0,0,0,0,6
Amen Brown,,78,0,0,0,6
Danyl Patterson,,,24,0,0,6
Van Stone,,,,5,0,6
Write-In,,,,,1,6
Total,94,78,24,5,1,6
,Representative In The General Assembly 190th District - Democrat,,,,,7
,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,7
Roni Green,53,0,0,0,0,7
Amen Brown,,36,0,0,0,7
Danyl Patterson,,,27,0,0,7
Van Stone,,,,4,0,7
Write-In,,,,,1,7
Total,53,36,27,4,1,7
,Representative In The General Assembly 190th District - Democrat,,,,,8
,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,8
Roni Green,118,0,0,0,0,8
Amen Brown,,69,0,0,0,8
Danyl Patterson,,,37,0,0,8
Van Stone,,,,9,0,8
Write-In,,,,,0,8
Total,118,69,37,9,0,8
,Representative In The General Assembly 190th District - Democrat,,,,,16
,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,16
Amen Brown,29,0,0,0,0,16
Roni Green,,29,0,0,0,16
Danyl Patterson,,,6,0,0,16
Van Stone,,,,4,0,16
Write-In,,,,,0,16
Total,29,29,6,4,0,16
,Representative In The General Assembly 190th District - Democrat,,,,,17
,Roni Green,Amen Brown,Van Stone,Danyl Patterson,Write-In,17
Roni Green,32,0,0,0,0,17
Amen Brown,,25,0,0,0,17
Van Stone,,,5,0,0,17
Danyl Patterson,,,,3,0,17
Write-In,,,,,1,17
Total,32,25,5,3,1,17
