col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In The General Assembly 191st District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Joanna E Mcclinton,Write-In,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Rebecca Divalerio,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Tray Herman,Cora Linehan,Deidre Selig,John Randolph,Jake Metzger,Ryan Yeager,Write-In,All
Joanna E Mcclinton,195,0,"1,579","1,583","1,477","1,535",686,658,559,434,543,433,493,474,385,32,All
Write-In,,0,4,3,2,3,3,2,3,1,1,2,1,1,2,1,All
Maryanne Donaghy,,,40,"1,601","1,711","1,579",422,424,489,359,299,349,270,219,339,30,All
Samantha Newell,,,,41,"1,531","1,633",479,492,367,214,361,235,335,294,209,29,All
Colleen Guiney,,,,,10,"1,514",373,380,480,325,243,346,240,191,326,29,All
Rebecca Divalerio,,,,,,8,465,478,353,225,351,205,328,278,192,29,All
Michel Lee,,,,,,,3,534,406,329,429,318,418,392,290,0,All
Karyn Hollis,,,,,,,,1,403,316,464,328,402,391,247,0,All
Amanda Mcillmurray,,,,,,,,,0,383,324,435,237,259,384,4,All
Tray Herman,,,,,,,,,,1,304,382,271,276,355,0,All
Cora Linehan,,,,,,,,,,,2,299,366,383,238,3,All
Deidre Selig,,,,,,,,,,,,5,243,249,353,0,All
John Randolph,,,,,,,,,,,,,1,359,237,8,All
Jake Metzger,,,,,,,,,,,,,,7,223,0,All
Ryan Yeager,,,,,,,,,,,,,,,2,0,All
Write-In,,,,,,,,,,,,,,,,0,All
Total,"2,280",4,"2,016","1,888","1,844","1,793",746,715,699,593,588,570,539,532,524,49,All
,Representative In The General Assembly 191st District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,2
,Joanna E Mcclinton,Write-In,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Michel Lee,Tray Herman,Karyn Hollis,Deidre Selig,Cora Linehan,Jake Metzger,Ryan Yeager,John Randolph,Write-In,2
Joanna E Mcclinton,11,0,87,82,87,82,32,32,21,30,20,25,23,13,22,0,2
Write-In,,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,2
Maryanne Donaghy,,,1,89,79,77,36,22,26,23,23,18,14,19,13,0,2
Colleen Guiney,,,,0,76,73,33,18,19,20,19,11,9,17,9,0,2
Samantha Newell,,,,,4,78,24,23,11,23,12,16,12,7,13,0,2
Rebecca Divalerio,,,,,,0,23,23,12,22,9,18,14,6,12,0,2
Amanda Mcillmurray,,,,,,,0,23,19,21,24,15,14,21,10,0,2
Michel Lee,,,,,,,,0,14,23,15,17,19,11,14,0,2
Tray Herman,,,,,,,,,0,15,21,18,15,19,15,0,2
Karyn Hollis,,,,,,,,,,0,14,18,19,6,20,0,2
Deidre Selig,,,,,,,,,,,0,14,11,19,11,0,2
Cora Linehan,,,,,,,,,,,,1,17,9,17,0,2
Jake Metzger,,,,,,,,,,,,,0,6,17,0,2
Ryan Yeager,,,,,,,,,,,,,,0,6,0,2
John Randolph,,,,,,,,,,,,,,,0,8,2
Write-In,,,,,,,,,,,,,,,,0,2
Total,123,1,103,95,95,86,44,36,35,33,31,28,26,25,24,8,2
,Representative In The General Assembly 191st District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,3
,Joanna E Mcclinton,Write-In,Samantha Newell,Maryanne Donaghy,Rebecca Divalerio,Colleen Guiney,Michel Lee,Amanda Mcillmurray,Karyn Hollis,Cora Linehan,Jake Metzger,Tray Herman,John Randolph,Deidre Selig,Ryan Yeager,Write-In,3
Joanna E Mcclinton,23,0,146,135,139,132,68,55,59,51,47,38,43,38,32,0,3
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Samantha Newell,,,4,137,143,136,45,38,38,30,25,20,28,23,17,0,3
Maryanne Donaghy,,,,5,135,138,34,40,30,27,17,25,21,18,19,0,3
Rebecca Divalerio,,,,,1,131,41,38,36,29,23,21,26,16,15,0,3
Colleen Guiney,,,,,,0,34,39,31,21,18,23,20,22,18,0,3
Michel Lee,,,,,,,1,40,53,43,42,30,38,32,24,0,3
Amanda Mcillmurray,,,,,,,,0,38,33,30,33,25,30,29,0,3
Karyn Hollis,,,,,,,,,0,41,37,29,35,31,20,0,3
Cora Linehan,,,,,,,,,,0,37,27,35,28,26,0,3
Jake Metzger,,,,,,,,,,,1,25,37,25,23,0,3
Tray Herman,,,,,,,,,,,,0,21,26,23,0,3
John Randolph,,,,,,,,,,,,,0,25,22,0,3
Deidre Selig,,,,,,,,,,,,,,0,23,0,3
Ryan Yeager,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,0,3
Total,213,0,167,164,156,154,73,63,63,56,52,49,48,44,39,0,3
,Representative In The General Assembly 191st District - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,4
,Joanna E Mcclinton,Write-In,Maryanne Donaghy,Samantha Newell,Rebecca Divalerio,Colleen Guiney,Michel Lee,Karyn Hollis,Jake Metzger,Cora Linehan,John Randolph,Ryan Yeager,Tray Herman,Amanda Mcillmurray,Deidre Selig,Write-In,4
Joanna E Mcclinton,19,0,85,87,83,73,54,48,45,47,39,33,32,28,20,0,4
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Maryanne Donaghy,,,5,79,83,88,29,28,18,24,18,28,27,24,17,0,4
Samantha Newell,,,,5,90,74,38,40,34,37,28,16,13,12,6,0,4
Rebecca Divalerio,,,,,0,73,36,40,32,33,29,15,10,11,5,0,4
Colleen Guiney,,,,,,0,23,20,13,15,11,24,20,21,15,0,4
Michel Lee,,,,,,,0,45,37,41,38,20,22,23,20,0,4
Karyn Hollis,,,,,,,,0,43,46,36,19,20,22,16,0,4
Jake Metzger,,,,,,,,,1,43,35,19,20,14,14,0,4
Cora Linehan,,,,,,,,,,0,34,22,23,20,16,0,4
John Randolph,,,,,,,,,,,0,19,19,9,14,0,4
Ryan Yeager,,,,,,,,,,,,0,28,26,21,0,4
Tray Herman,,,,,,,,,,,,,0,24,22,0,4
Amanda Mcillmurray,,,,,,,,,,,,,,0,21,0,4
Deidre Selig,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,0,4
Total,149,0,112,108,101,95,60,57,55,54,45,42,42,36,29,0,4
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Representative In The General Assembly 191st District - Democrat,,5
,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Rebecca Divalerio,Amanda Mcillmurray,Tray Herman,Deidre Selig,Ryan Yeager,Karyn Hollis,Michel Lee,Jake Metzger,Cora Linehan,John Randolph,Write-In,Joanna E Mcclinton,Write-In,5
Maryanne Donaghy,4,142,111,112,48,42,44,38,30,29,19,21,20,0,118,0,5
Colleen Guiney,,1,106,106,47,41,44,38,26,24,14,16,16,0,111,0,5
Samantha Newell,,,4,112,17,10,11,6,29,28,21,21,20,0,109,0,5
Rebecca Divalerio,,,,0,18,13,12,8,31,30,21,22,23,0,108,0,5
