col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Senator In The General Assembly 5th District - Democrat,,Auditor General - Democrat,,,,,,,All
,John Sabatina,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,All
John Sabatina,68,0,"1,035",224,107,86,72,87,0,All
Write-In,,0,4,0,0,0,1,0,5,All
Nina Ahmad,,,185,0,0,0,0,0,0,All
Michael Lamb,,,,42,0,0,0,0,0,All
Christina M Hartman,,,,,24,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,44,0,0,0,All
Tracie Fountain,,,,,,,32,0,0,All
H Scott Conklin,,,,,,,,13,0,All
Write-In,,,,,,,,,0,All
Total,"1,679",10,"1,224",266,131,130,105,100,5,All
,Senator In The General Assembly 5th District - Democrat,,Auditor General - Democrat,,,,,,,1
,John Sabatina,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,1
John Sabatina,6,0,48,11,8,3,5,3,0,1
Write-In,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,9,0,0,0,0,0,0,1
Michael Lamb,,,,1,0,0,0,0,0,1
Christina M Hartman,,,,,1,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,2,0,0,0,1
Tracie Fountain,,,,,,,0,0,0,1
H Scott Conklin,,,,,,,,1,0,1
Write-In,,,,,,,,,0,1
Total,84,0,57,12,9,5,5,4,0,1
,Senator In The General Assembly 5th District - Democrat,,Auditor General - Democrat,,,,,,,2
,John Sabatina,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Tracie Fountain,Write-In,2
John Sabatina,1,0,29,9,4,5,4,3,0,2
Write-In,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,9,0,0,0,0,0,0,2
Michael Lamb,,,,1,0,0,0,0,0,2
Rose Rosie Marie Davis,,,,,3,0,0,0,0,2
Christina M Hartman,,,,,,0,0,0,0,2
H Scott Conklin,,,,,,,1,0,0,2
Tracie Fountain,,,,,,,,0,0,2
Write-In,,,,,,,,,0,2
Total,55,0,38,10,7,5,5,3,0,2
,Senator In The General Assembly 5th District - Democrat,,Auditor General - Democrat,,,,,,,3
,John Sabatina,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Write-In,3
John Sabatina,4,0,65,25,15,7,9,2,0,3
Write-In,,0,1,0,0,0,0,1,2,3
Nina Ahmad,,,7,0,0,0,0,0,0,3
Michael Lamb,,,,7,0,0,0,0,0,3
Christina M Hartman,,,,,0,0,0,0,0,3
Rose Rosie Marie Davis,,,,,,4,0,0,0,3
H Scott Conklin,,,,,,,0,0,0,3
Tracie Fountain,,,,,,,,4,0,3
Write-In,,,,,,,,,0,3
