col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
Christina Borst,,,,,,,,,,,,,,,,,,,,,0,84,81,67,75,75,71,73,0,2
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,0,78,70,77,77,73,73,0,2
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,,,0,75,71,71,69,71,0,2
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,70,72,73,68,0,2
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,0,74,69,69,0,2
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,70,0,2
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,0,2
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,149,84,2,140,139,135,134,133,129,126,119,117,117,116,110,107,104,100,96,95,95,94,94,87,87,85,85,80,2,2
,Representative In The General Assembly 185th District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Regina Young,Maria P Donatucci,Write-In,Ken Washington,Wynnetta Ward,Cindy Bass,Malcolm Kenyatta,Nina Tinari,Charlene Cooper,Terry Gillen,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Heather Pope,Christina Borst,Sherrie Cohen,Arielle Cohen,Anlin Wang,Jack Cahill,Daisy Confoy,Joanne Beer,Bryan Mercer,Carla Le'Coin,Steve Paul,Paul Prescod,Daniel Laufer,Sergio Cea,Write-In,3
Regina Young,20,0,0,80,82,76,75,73,74,75,69,66,63,52,40,44,35,36,33,37,38,40,36,35,28,30,30,33,0,3
Maria P Donatucci,,8,0,49,41,43,41,43,38,38,37,40,40,34,17,12,16,11,19,11,9,9,8,10,14,9,10,6,1,3
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ken Washington,,,,1,122,104,117,108,108,109,114,107,107,85,13,25,23,21,19,16,13,13,17,19,8,8,11,15,9,3
Wynnetta Ward,,,,,0,102,116,104,106,110,110,102,106,80,16,27,17,20,20,18,13,12,20,19,11,6,13,17,1,3
Cindy Bass,,,,,,0,100,107,106,105,95,101,92,87,20,16,20,14,18,7,13,16,7,8,10,9,5,7,1,3
Malcolm Kenyatta,,,,,,,1,100,104,102,105,99,101,80,14,28,20,19,15,17,13,12,16,18,10,5,13,13,9,3
Nina Tinari,,,,,,,,4,106,106,98,104,94,88,19,18,23,12,23,13,17,19,10,14,11,13,5,9,1,3
Charlene Cooper,,,,,,,,,1,109,102,104,95,84,19,20,20,14,18,11,13,16,11,13,10,9,5,10,1,3
Terry Gillen,,,,,,,,,,0,101,102,100,87,17,18,21,14,19,11,16,16,13,11,11,11,7,10,1,3
Matthew Miller,,,,,,,,,,,0,99,102,83,10,20,15,15,14,14,7,9,14,13,4,5,9,13,9,3
Anuj Gupta,,,,,,,,,,,,0,95,87,17,18,22,14,19,7,17,15,9,14,11,9,4,10,1,3
Lindy Li,,,,,,,,,,,,,0,79,13,20,15,18,18,14,10,7,16,17,8,5,12,14,1,3
Owen Voutsinas-Klose,,,,,,,,,,,,,,1,14,7,15,7,15,4,12,10,3,4,8,8,2,4,1,3
Heather Pope,,,,,,,,,,,,,,,0,36,40,37,43,35,40,41,33,32,42,36,36,32,0,3
Christina Borst,,,,,,,,,,,,,,,,0,35,42,38,42,37,37,40,46,33,28,38,34,8,3
Sherrie Cohen,,,,,,,,,,,,,,,,,0,35,42,33,40,41,34,33,42,37,32,28,0,3
Arielle Cohen,,,,,,,,,,,,,,,,,,1,35,39,34,37,38,38,32,32,37,39,8,3
Anlin Wang,,,,,,,,,,,,,,,,,,,0,35,38,40,31,33,40,37,33,32,0,3
Jack Cahill,,,,,,,,,,,,,,,,,,,,0,33,37,41,40,32,33,39,33,0,3
Daisy Confoy,,,,,,,,,,,,,,,,,,,,,0,42,32,35,37,37,31,30,0,3
Joanne Beer,,,,,,,,,,,,,,,,,,,,,,0,33,32,36,40,32,30,0,3
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,0,39,32,32,36,33,0,3
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,,,,0,31,29,36,33,0,3
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,0,35,33,28,0,3
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,28,0,3
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,0,3
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,155,77,0,146,137,133,131,130,124,124,117,116,114,94,63,62,59,57,56,54,53,53,50,50,47,45,44,44,9,3
,Representative In The General Assembly 185th District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,13
,Regina Young,Maria P Donatucci,Write-In,Sherrie Cohen,Anlin Wang,Arielle Cohen,Christina Borst,Steve Paul,Daisy Confoy,Heather Pope,Sergio Cea,Joanne Beer,Ken Washington,Bryan Mercer,Jack Cahill,Malcolm Kenyatta,Carla Le'Coin,Daniel Laufer,Paul Prescod,Anuj Gupta,Nina Tinari,Cindy Bass,Terry Gillen,Lindy Li,Charlene Cooper,Matthew Miller,Wynnetta Ward,Owen Voutsinas-Klose,Write-In,13
Regina Young,8,0,0,46,49,46,42,42,46,43,43,43,32,40,41,30,41,42,39,28,27,26,27,25,25,24,27,21,1,13
Maria P Donatucci,,5,0,28,24,25,28,28,23,25,26,25,36,28,26,38,25,24,26,36,37,35,34,34,32,32,27,33,1,13
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Sherrie Cohen,,,,0,67,65,63,69,66,65,61,66,10,61,62,14,62,63,64,11,13,10,10,9,9,6,9,10,0,13
Anlin Wang,,,,,0,68,64,66,66,66,66,65,6,61,63,12,64,66,62,11,9,9,10,9,7,7,7,9,0,13
Arielle Cohen,,,,,,0,62,64,63,64,64,64,5,60,61,11,63,63,61,7,8,6,9,8,4,6,7,8,0,13
Christina Borst,,,,,,,0,61,63,61,65,61,9,61,63,10,66,62,59,11,11,5,12,11,7,9,9,4,0,13
Steve Paul,,,,,,,,0,64,64,62,65,5,58,63,9,61,65,63,8,12,8,9,7,6,3,6,8,0,13
Daisy Confoy,,,,,,,,,0,62,61,66,7,57,61,11,60,62,62,8,10,8,10,8,8,8,10,7,0,13
Heather Pope,,,,,,,,,,1,62,62,5,59,60,10,61,63,60,9,7,7,9,7,6,5,6,8,0,13
Sergio Cea,,,,,,,,,,,0,61,6,61,62,10,63,63,60,11,8,3,9,9,5,7,7,5,0,13
Joanne Beer,,,,,,,,,,,,0,6,56,61,9,59,62,62,6,10,6,10,8,6,7,8,6,0,13
Ken Washington,,,,,,,,,,,,,1,7,5,57,5,4,5,54,54,52,54,54,53,53,52,48,2,13
Bryan Mercer,,,,,,,,,,,,,,0,59,10,58,59,57,9,6,3,8,8,4,6,6,6,0,13
Jack Cahill,,,,,,,,,,,,,,,0,9,60,64,60,7,8,6,6,6,3,5,6,4,0,13
Malcolm Kenyatta,,,,,,,,,,,,,,,,0,8,7,10,53,51,51,52,51,50,51,50,48,2,13
Carla Le'Coin,,,,,,,,,,,,,,,,,0,63,57,8,8,2,6,9,4,6,6,3,0,13
Daniel Laufer,,,,,,,,,,,,,,,,,,0,59,7,7,5,7,6,3,4,5,5,0,13
Paul Prescod,,,,,,,,,,,,,,,,,,,0,8,8,6,9,6,5,4,4,6,0,13
Anuj Gupta,,,,,,,,,,,,,,,,,,,,0,56,52,53,50,52,48,45,48,2,13
Nina Tinari,,,,,,,,,,,,,,,,,,,,,0,52,53,50,54,50,49,49,2,13
Cindy Bass,,,,,,,,,,,,,,,,,,,,,,1,50,45,51,44,43,49,1,13
Terry Gillen,,,,,,,,,,,,,,,,,,,,,,,0,49,52,49,48,48,2,13
Lindy Li,,,,,,,,,,,,,,,,,,,,,,,,0,48,52,47,43,1,13
Charlene Cooper,,,,,,,,,,,,,,,,,,,,,,,,,0,49,48,49,2,13
Matthew Miller,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,43,2,13
Wynnetta Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,2,13
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,13
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13
Total,88,73,0,77,76,75,73,73,72,72,72,71,71,70,70,70,69,69,68,65,65,63,62,61,58,57,57,55,2,13
