col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Write-In,All
Joseph R Biden,241,0,0,0,981,899,878,851,815,765,260,285,269,181,150,135,108,118,1,All
Bernie Sanders,,36,0,0,87,90,75,76,66,44,247,222,199,169,183,168,179,170,1,All
Tulsi Gabbard,,,15,0,15,15,13,12,15,10,16,13,8,7,2,12,5,5,2,All
Write-In,,,,7,4,1,3,2,1,3,3,2,3,4,2,3,3,3,1,All
Pamela Robinson,,,,,0,887,888,863,826,694,281,307,194,149,114,105,77,73,2,All
Michele Lockman,,,,,,0,854,854,826,665,266,297,188,120,106,87,82,75,2,All
Anthony Bellmon,,,,,,,0,861,845,663,237,269,157,114,84,98,63,66,2,All
Patrick Parkinson,,,,,,,,2,834,646,240,275,149,103,63,75,64,58,2,All
Theodore Kirsch,,,,,,,,,0,626,216,255,127,92,66,71,50,47,2,All
Mona Getzes Cohen,,,,,,,,,,1,144,162,192,143,119,87,84,79,2,All
Amy Roat,,,,,,,,,,,1,388,250,236,226,210,215,208,0,All
Lisa Powley,,,,,,,,,,,,1,258,224,230,214,204,199,1,All
Alvaro Quinones,,,,,,,,,,,,,3,268,276,225,249,231,1,All
Lorraine Haw,,,,,,,,,,,,,,0,242,221,212,213,1,All
Vayda Good,,,,,,,,,,,,,,,0,214,219,212,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,198,211,1,All
Adam Tennant,,,,,,,,,,,,,,,,,0,216,1,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,0,All
Total,"1,467",354,40,14,"1,097","1,013",979,951,904,826,534,533,488,369,341,324,303,300,5,All
,President Of The United States - Democrat,,,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Pamela Robinson,Anthony Bellmon,Patrick Parkinson,Michele Lockman,Theodore Kirsch,Amy Roat,Mona Getzes Cohen,Alvaro Quinones,Lisa Powley,Kempis Ghani Songster,Lorraine Haw,Vayda Good,Ronald Raju Joseph,Adam Tennant,Write-In,1
Joseph R Biden,7,0,0,0,41,36,34,33,32,18,27,20,18,10,10,11,7,6,0,1
Bernie Sanders,,2,0,0,5,4,2,2,2,11,3,9,9,9,10,9,9,7,0,1
Tulsi Gabbard,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Write-In,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pamela Robinson,,,,,0,36,30,30,29,19,21,13,18,6,8,8,3,3,0,1
Anthony Bellmon,,,,,,0,30,30,31,13,19,9,13,7,5,5,2,4,0,1
Patrick Parkinson,,,,,,,1,28,31,11,16,5,12,3,2,4,1,1,0,1
Michele Lockman,,,,,,,,0,30,12,18,8,13,4,4,5,0,2,0,1
Theodore Kirsch,,,,,,,,,0,10,17,5,12,4,2,4,1,2,0,1
