col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Kevin J Boyle,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Ronald Raju Joseph,Vayda Good,Kempis Ghani Songster,Adam Tennant,Write-In,All
Kevin J Boyle,43,0,321,296,282,277,275,257,131,133,106,98,85,84,81,79,4,All
Write-In,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,All
Pamela Robinson,,,7,307,293,289,282,250,74,80,50,38,26,27,25,23,3,All
Michele Lockman,,,,2,298,295,288,246,72,76,42,32,22,22,20,18,4,All
Anthony Bellmon,,,,,3,289,290,236,65,69,33,29,18,17,19,13,4,All
Patrick Parkinson,,,,,,4,287,237,62,71,30,28,19,16,17,15,4,All
Theodore Kirsch,,,,,,,0,238,62,69,32,26,17,14,18,15,4,All
Mona Getzes Cohen,,,,,,,,4,43,51,43,38,28,29,27,25,4,All
Amy Roat,,,,,,,,,7,100,86,68,68,69,67,60,1,All
Lisa Powley,,,,,,,,,,2,68,59,57,62,61,57,0,All
Lorraine Haw,,,,,,,,,,,0,70,71,73,75,67,0,All
Alvaro Quinones,,,,,,,,,,,,0,73,74,63,67,0,All
Ronald Raju Joseph,,,,,,,,,,,,,0,67,67,64,0,All
Vayda Good,,,,,,,,,,,,,,0,63,61,0,All
Kempis Ghani Songster,,,,,,,,,,,,,,,0,60,0,All
Adam Tennant,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,471,1,369,337,323,316,309,287,154,143,115,107,92,91,89,85,4,All
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,10
,Kevin J Boyle,Write-In,Pamela Robinson,Theodore Kirsch,Michele Lockman,Mona Getzes Cohen,Anthony Bellmon,Patrick Parkinson,Amy Roat,Lisa Powley,Adam Tennant,Lorraine Haw,Vayda Good,Alvaro Quinones,Ronald Raju Joseph,Kempis Ghani Songster,Write-In,10
Kevin J Boyle,5,0,43,38,36,38,34,35,13,9,8,8,7,5,6,4,0,10
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Pamela Robinson,,,0,40,39,38,38,38,10,8,5,3,4,2,2,1,0,10
Theodore Kirsch,,,,0,38,35,39,38,12,7,2,3,4,3,1,1,0,10
Michele Lockman,,,,,0,32,36,34,10,7,3,2,3,3,0,1,0,10
Mona Getzes Cohen,,,,,,0,33,32,7,5,6,5,6,4,4,2,0,10
Anthony Bellmon,,,,,,,0,35,11,7,2,3,4,2,1,1,0,10
Patrick Parkinson,,,,,,,,0,10,8,2,2,3,2,2,0,0,10
Amy Roat,,,,,,,,,2,8,4,7,5,4,5,3,0,10
Lisa Powley,,,,,,,,,,0,4,3,4,2,4,3,0,10
Adam Tennant,,,,,,,,,,,0,5,4,4,6,5,0,10
Lorraine Haw,,,,,,,,,,,,0,5,4,5,4,0,10
Vayda Good,,,,,,,,,,,,,0,4,5,3,0,10
Alvaro Quinones,,,,,,,,,,,,,,0,4,3,0,10
Ronald Raju Joseph,,,,,,,,,,,,,,,0,4,0,10
Kempis Ghani Songster,,,,,,,,,,,,,,,,0,0,10
Write-In,,,,,,,,,,,,,,,,,0,10
Total,55,0,49,43,41,41,40,39,18,11,10,9,8,7,7,5,0,10
,Representative In The General Assembly 172nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,14
,Kevin J Boyle,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Kempis Ghani Songster,Lorraine Haw,Alvaro Quinones,Vayda Good,Adam Tennant,Ronald Raju Joseph,Write-In,14
Kevin J Boyle,1,0,32,26,23,22,22,23,14,11,12,12,10,9,7,7,0,14
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Pamela Robinson,,,1,28,26,24,23,21,10,7,4,6,5,3,2,1,0,14
Michele Lockman,,,,0,24,22,22,19,9,8,4,7,4,3,2,3,0,14
