col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Attorney General - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,All
,Josh Shapiro,Write-In,Rebecca Divalerio,Samantha Newell,Maryanne Donaghy,Colleen Guiney,Karyn Hollis,Amanda Mcillmurray,Michel Lee,Cora Linehan,Jake Metzger,Deidre Selig,John Randolph,Tray Herman,Ryan Yeager,Write-In,All
Josh Shapiro,231,0,"1,339","1,305","1,275","1,247",923,895,902,886,835,812,747,722,699,31,All
Write-In,,0,0,0,0,1,10,9,10,10,10,9,10,10,8,9,All
Rebecca Divalerio,,,10,"1,464","1,450","1,408",397,368,346,326,282,273,223,173,186,22,All
Samantha Newell,,,,3,"1,430","1,398",393,365,337,315,263,271,210,168,175,18,All
Maryanne Donaghy,,,,,9,"1,416",360,364,303,293,225,276,195,170,185,18,All
Colleen Guiney,,,,,,4,356,364,304,280,229,270,187,169,178,19,All
Karyn Hollis,,,,,,,1,873,879,906,801,811,752,723,662,4,All
Amanda Mcillmurray,,,,,,,,4,853,845,762,844,691,719,721,13,All
Michel Lee,,,,,,,,,1,853,799,781,751,722,704,5,All
Cora Linehan,,,,,,,,,,0,809,808,735,739,673,3,All
Jake Metzger,,,,,,,,,,,2,723,762,731,703,3,All
Deidre Selig,,,,,,,,,,,,0,660,705,670,0,All
John Randolph,,,,,,,,,,,,,1,669,665,4,All
Tray Herman,,,,,,,,,,,,,,0,666,2,All
Ryan Yeager,,,,,,,,,,,,,,,0,2,All
Write-In,,,,,,,,,,,,,,,,1,All
Total,"2,275",11,"1,613","1,554","1,551","1,499","1,066","1,053","1,041","1,014",983,947,867,847,824,54,All
,Attorney General - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,1
,Josh Shapiro,Write-In,Maryanne Donaghy,Rebecca Divalerio,Samantha Newell,Colleen Guiney,Michel Lee,Amanda Mcillmurray,Karyn Hollis,Cora Linehan,Jake Metzger,John Randolph,Ryan Yeager,Deidre Selig,Tray Herman,Write-In,1
Josh Shapiro,8,0,39,40,40,37,26,21,24,22,19,20,18,17,16,2,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maryanne Donaghy,,,0,45,43,44,17,17,14,11,10,11,12,9,6,0,1
Rebecca Divalerio,,,,1,44,42,18,15,15,12,11,12,12,9,6,0,1
Samantha Newell,,,,,0,41,17,14,14,10,10,9,10,7,4,0,1
Colleen Guiney,,,,,,0,15,16,12,8,9,9,10,7,4,0,1
Michel Lee,,,,,,,0,21,25,21,20,20,18,17,16,0,1
Amanda Mcillmurray,,,,,,,,2,20,19,17,18,19,16,15,0,1
Karyn Hollis,,,,,,,,,0,24,20,22,18,18,16,0,1
Cora Linehan,,,,,,,,,,0,18,20,17,19,17,0,1
Jake Metzger,,,,,,,,,,,0,19,15,14,15,0,1
John Randolph,,,,,,,,,,,,0,17,13,16,0,1
Ryan Yeager,,,,,,,,,,,,,0,15,13,0,1
Deidre Selig,,,,,,,,,,,,,,0,15,0,1
Tray Herman,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,0,1
Total,69,0,51,51,48,46,33,31,30,27,26,26,23,21,19,2,1
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Attorney General - Democrat,,2
,Maryanne Donaghy,Rebecca Divalerio,Colleen Guiney,Samantha Newell,Amanda Mcillmurray,Karyn Hollis,Cora Linehan,Deidre Selig,Jake Metzger,Ryan Yeager,Tray Herman,Michel Lee,John Randolph,Write-In,Josh Shapiro,Write-In,2
Maryanne Donaghy,0,77,77,74,23,17,14,15,14,12,11,10,9,0,59,0,2
Rebecca Divalerio,,0,74,72,21,18,15,13,15,11,10,11,8,0,58,0,2
Colleen Guiney,,,0,72,22,16,14,14,14,12,11,10,7,0,56,0,2
Samantha Newell,,,,0,21,16,14,14,13,7,9,11,8,0,57,0,2
Amanda Mcillmurray,,,,,1,24,21,24,17,17,16,17,12,0,24,0,2
Karyn Hollis,,,,,,0,22,21,19,12,15,16,13,0,22,0,2
Cora Linehan,,,,,,,0,19,17,12,15,15,11,0,20,0,2
Deidre Selig,,,,,,,,0,15,13,14,13,11,0,18,0,2
Jake Metzger,,,,,,,,,0,13,15,11,11,0,16,0,2
Ryan Yeager,,,,,,,,,,0,14,12,9,0,16,0,2
Tray Herman,,,,,,,,,,,0,12,11,0,15,0,2
Michel Lee,,,,,,,,,,,,0,10,0,18,0,2
John Randolph,,,,,,,,,,,,,0,0,15,0,2
Write-In,,,,,,,,,,,,,,0,0,0,2
Josh Shapiro,,,,,,,,,,,,,,,9,0,2
Write-In,,,,,,,,,,,,,,,,0,2
Total,82,80,79,77,35,29,25,25,25,22,21,20,17,0,79,0,2
,Attorney General - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,3
,Josh Shapiro,Write-In,Rebecca Divalerio,Maryanne Donaghy,Samantha Newell,Colleen Guiney,Jake Metzger,Michel Lee,Karyn Hollis,Amanda Mcillmurray,Cora Linehan,John Randolph,Ryan Yeager,Tray Herman,Deidre Selig,Write-In,3
Josh Shapiro,10,0,54,49,50,49,30,27,26,27,26,24,25,19,19,0,3
Write-In,,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,3
Rebecca Divalerio,,,1,56,54,52,18,15,15,14,15,16,14,7,7,0,3
Maryanne Donaghy,,,,0,51,52,15,15,14,13,14,14,13,6,7,0,3
Samantha Newell,,,,,0,51,15,15,14,13,12,13,12,6,7,0,3
Colleen Guiney,,,,,,0,13,12,12,10,11,14,11,5,5,0,3
Jake Metzger,,,,,,,0,21,22,22,23,21,21,18,14,0,3
Michel Lee,,,,,,,,0,23,25,22,19,22,18,18,0,3
Karyn Hollis,,,,,,,,,0,19,24,20,17,20,15,0,3
Amanda Mcillmurray,,,,,,,,,,0,17,15,21,15,17,0,3
Cora Linehan,,,,,,,,,,,0,20,18,20,16,0,3
John Randolph,,,,,,,,,,,,0,15,16,14,0,3
Ryan Yeager,,,,,,,,,,,,,0,16,13,0,3
Tray Herman,,,,,,,,,,,,,,0,12,0,3
Deidre Selig,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,0,3
Total,83,1,63,57,56,55,34,31,30,29,29,28,27,21,20,0,3
,Attorney General - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,4
,Josh Shapiro,Write-In,Maryanne Donaghy,Rebecca Divalerio,Colleen Guiney,Samantha Newell,Karyn Hollis,Michel Lee,Cora Linehan,Amanda Mcillmurray,Jake Metzger,Deidre Selig,John Randolph,Ryan Yeager,Tray Herman,Write-In,4
Josh Shapiro,10,0,38,38,36,36,23,22,20,17,17,17,14,12,13,1,4
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Maryanne Donaghy,,,1,42,41,42,14,13,11,10,8,10,6,4,5,0,4
Rebecca Divalerio,,,,0,40,42,15,15,13,11,9,10,7,5,5,0,4
Colleen Guiney,,,,,0,40,15,12,10,11,7,10,6,6,6,1,4
Samantha Newell,,,,,,0,14,13,11,10,7,10,5,5,4,0,4
Karyn Hollis,,,,,,,0,19,18,16,15,15,14,11,11,1,4
Michel Lee,,,,,,,,0,20,17,16,14,12,12,11,0,4
Cora Linehan,,,,,,,,,0,15,15,14,12,9,10,0,4
Amanda Mcillmurray,,,,,,,,,,0,10,15,7,11,11,0,4
Jake Metzger,,,,,,,,,,,0,8,14,12,11,1,4
Deidre Selig,,,,,,,,,,,,0,7,9,9,0,4
John Randolph,,,,,,,,,,,,,0,8,9,1,4
Ryan Yeager,,,,,,,,,,,,,,0,11,1,4
Tray Herman,,,,,,,,,,,,,,,0,1,4
Write-In,,,,,,,,,,,,,,,,0,4
Total,58,0,46,44,43,43,25,23,21,19,19,18,15,14,14,1,4
,Attorney General - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,5
,Josh Shapiro,Write-In,Rebecca Divalerio,Maryanne Donaghy,Colleen Guiney,Samantha Newell,Amanda Mcillmurray,Karyn Hollis,Cora Linehan,Jake Metzger,Michel Lee,John Randolph,Deidre Selig,Tray Herman,Ryan Yeager,Write-In,5
Josh Shapiro,4,0,53,50,47,49,32,34,33,32,32,29,26,24,23,0,5
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Rebecca Divalerio,,,0,55,53,54,20,19,17,15,18,14,12,9,7,0,5
Maryanne Donaghy,,,,0,56,54,20,19,15,13,16,13,11,8,9,0,5
Colleen Guiney,,,,,0,52,20,18,15,12,16,12,11,7,8,0,5
Samantha Newell,,,,,,0,18,19,14,12,15,12,9,7,7,0,5
Amanda Mcillmurray,,,,,,,0,27,27,24,25,23,24,20,19,0,5
Karyn Hollis,,,,,,,,0,29,23,27,24,22,20,20,0,5
Cora Linehan,,,,,,,,,0,22,25,24,22,21,20,0,5
Jake Metzger,,,,,,,,,,0,25,25,21,22,18,0,5
Michel Lee,,,,,,,,,,,0,24,23,19,19,0,5
John Randolph,,,,,,,,,,,,0,21,21,20,0,5
Deidre Selig,,,,,,,,,,,,,0,18,17,0,5
Tray Herman,,,,,,,,,,,,,,0,18,0,5
Ryan Yeager,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,1,5
Total,76,0,62,61,57,57,37,35,34,33,33,31,27,26,24,1,5
,Attorney General - Democrat,,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,6
,Josh Shapiro,Write-In,Rebecca Divalerio,Samantha Newell,Colleen Guiney,Maryanne Donaghy,Cora Linehan,Jake Metzger,Amanda Mcillmurray,Deidre Selig,Karyn Hollis,Michel Lee,Tray Herman,Ryan Yeager,John Randolph,Write-In,6
Josh Shapiro,14,0,58,60,59,57,26,24,23,24,24,24,23,20,19,5,6
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rebecca Divalerio,,,1,69,67,70,11,9,10,8,12,9,7,8,6,5,6
Samantha Newell,,,,0,69,70,11,12,9,11,13,10,9,8,9,5,6
Colleen Guiney,,,,,1,70,10,10,9,8,12,9,9,8,7,5,6
Maryanne Donaghy,,,,,,0,11,10,8,7,12,9,8,9,6,5,6
Cora Linehan,,,,,,,0,26,22,25,25,26,22,20,20,0,6
Jake Metzger,,,,,,,,0,22,24,22,23,21,21,23,0,6
Amanda Mcillmurray,,,,,,,,,0,22,20,20,19,19,18,0,6
Deidre Selig,,,,,,,,,,0,22,22,23,18,18,0,6
Karyn Hollis,,,,,,,,,,,0,22,19,16,19,0,6
Michel Lee,,,,,,,,,,,,0,21,21,19,0,6
Tray Herman,,,,,,,,,,,,,0,18,15,0,6
Ryan Yeager,,,,,,,,,,,,,,0,19,0,6
John Randolph,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,0,6
Total,96,0,76,76,74,74,32,31,29,29,29,29,28,26,25,5,6
