col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,,All
,Nancy Guenst,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,All
Nancy Guenst,7,445,93,22,5,All
Joseph R Biden,,115,0,0,0,All
Bernie Sanders,,,21,0,0,All
Tulsi Gabbard,,,,10,0,All
Write-In,,,,,1,All
Total,572,560,114,32,6,All
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,,16
,Nancy Guenst,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,16
Nancy Guenst,0,45,19,2,0,16
Joseph R Biden,,8,0,0,0,16
Bernie Sanders,,,3,0,0,16
Tulsi Gabbard,,,,2,0,16
Write-In,,,,,0,16
Total,66,53,22,4,0,16
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,,17
,Nancy Guenst,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,17
Nancy Guenst,1,29,11,2,2,17
Joseph R Biden,,15,0,0,0,17
Bernie Sanders,,,3,0,0,17
Tulsi Gabbard,,,,2,0,17
Write-In,,,,,0,17
Total,45,44,14,4,2,17
,President Of The United States - Democrat,,,,Representative In The General Assembly 152nd District - Democrat,18
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nancy Guenst,18
Joseph R Biden,21,0,0,0,80,18
Bernie Sanders,,3,0,0,9,18
Tulsi Gabbard,,,1,0,1,18
Write-In,,,,0,0,18
Nancy Guenst,,,,,0,18
Total,101,12,2,0,90,18
,President Of The United States - Democrat,,,,Representative In The General Assembly 152nd District - Democrat,19
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nancy Guenst,19
Joseph R Biden,21,0,0,0,65,19
Bernie Sanders,,2,0,0,9,19
Tulsi Gabbard,,,2,0,3,19
Write-In,,,,0,2,19
Nancy Guenst,,,,,4,19
Total,86,11,5,2,83,19
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,,20
,Nancy Guenst,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,20
Nancy Guenst,0,72,19,7,1,20
Joseph R Biden,,18,0,0,0,20
Bernie Sanders,,,2,0,0,20
Tulsi Gabbard,,,,1,0,20
Write-In,,,,,1,20
Total,99,90,21,8,2,20
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,,21
,Nancy Guenst,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,21
Nancy Guenst,2,98,16,6,0,21
Joseph R Biden,,14,0,0,0,21
Bernie Sanders,,,4,0,0,21
Tulsi Gabbard,,,,0,0,21
Write-In,,,,,0,21
Total,122,112,20,6,0,21
,President Of The United States - Democrat,,,,Representative In The General Assembly 152nd District - Democrat,24
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Nancy Guenst,24
Joseph R Biden,18,0,0,0,56,24
Bernie Sanders,,4,0,0,10,24
Tulsi Gabbard,,,2,0,1,24
Write-In,,,,0,0,24
Nancy Guenst,,,,,0,24
Total,74,14,3,0,67,24
