col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Malcolm Kenyatta,Nina Tinari,Cindy Bass,Ken Washington,Wynnetta Ward,Charlene Cooper,Terry Gillen,Lindy Li,Anuj Gupta,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Anlin Wang,Joanne Beer,Arielle Cohen,Christina Borst,Daisy Confoy,Carla Le'Coin,Bryan Mercer,Sergio Cea,Jack Cahill,Steve Paul,Paul Prescod,Daniel Laufer,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,All
Malcolm Kenyatta,2,"1,995","2,002","2,011","2,013","1,965","1,940","1,953","1,922","1,953","1,785",310,247,222,204,197,192,161,172,163,158,135,115,89,101,31,922,845,271,60,2,All
Nina Tinari,,7,"2,004","1,954","1,944","1,975","1,965","1,896","1,932","1,892","1,835",325,256,247,222,158,161,176,146,136,132,112,122,102,77,36,917,827,247,65,2,All
Cindy Bass,,,2,"1,924","1,927","1,958","1,944","1,868","1,909","1,867","1,803",311,263,229,210,168,162,175,141,124,117,114,117,90,79,47,899,832,240,57,3,All
Ken Washington,,,,2,"1,957","1,938","1,927","1,906","1,897","1,925","1,766",278,215,205,184,158,170,140,149,148,140,134,90,84,86,31,867,809,269,66,2,All
Wynnetta Ward,,,,,0,"1,923","1,901","1,908","1,849","1,898","1,732",288,227,214,185,171,179,144,161,146,140,130,101,76,96,31,880,801,254,57,2,All
Charlene Cooper,,,,,,0,"1,954","1,868","1,912","1,881","1,786",298,236,228,199,156,160,164,140,122,121,99,116,87,61,28,868,809,231,61,2,All
Terry Gillen,,,,,,,1,"1,860","1,900","1,878","1,792",287,233,206,198,141,152,143,124,114,112,96,103,87,67,29,850,795,237,57,2,All
Lindy Li,,,,,,,,0,"1,844","1,870","1,746",265,219,221,178,173,165,140,152,140,134,122,83,74,95,32,847,775,243,53,2,All
Anuj Gupta,,,,,,,,,2,"1,837","1,769",296,227,226,202,143,150,152,129,121,120,94,101,82,65,38,852,766,233,59,2,All
Matthew Miller,,,,,,,,,,1,"1,737",250,193,179,163,147,159,118,132,134,126,123,79,74,89,30,836,779,232,61,2,All
Owen Voutsinas-Klose,,,,,,,,,,,2,226,193,199,166,119,104,116,93,84,92,75,98,72,52,28,793,725,193,53,2,All
Sherrie Cohen,,,,,,,,,,,,0,386,329,317,292,270,310,263,239,241,230,284,253,216,6,214,229,86,18,0,All
Heather Pope,,,,,,,,,,,,,1,318,295,296,262,292,256,233,245,235,269,246,218,10,179,208,85,18,0,All
Anlin Wang,,,,,,,,,,,,,,0,278,256,235,275,249,227,240,209,251,226,200,3,166,184,73,16,0,All
Joanne Beer,,,,,,,,,,,,,,,0,263,255,301,232,215,236,206,252,251,200,2,163,165,83,18,0,All
Arielle Cohen,,,,,,,,,,,,,,,,1,262,261,266,234,260,234,231,210,228,3,139,164,77,19,0,All
Christina Borst,,,,,,,,,,,,,,,,,0,248,289,267,243,246,214,205,235,3,136,164,81,23,1,All
Daisy Confoy,,,,,,,,,,,,,,,,,,0,255,211,231,208,240,240,201,3,142,158,74,13,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,263,245,242,208,202,238,3,127,157,78,21,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,1,236,240,200,195,233,0,110,143,79,20,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,0,218,210,210,217,2,111,140,73,20,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,0,192,197,236,3,103,145,72,12,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,0,229,197,4,119,135,60,14,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,190,2,101,124,58,13,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,81,117,77,14,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,0,2,All
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,All
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,All
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,All
Van Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
