col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 188th District - Democrat,,,,,All
,Dwight Evans,Write-In,Rick Krajewski,James R Roebuck,Karen Dunn,Gregory R Benjamin,Write-In,All
Dwight Evans,347,0,"5,039","3,155","1,460","1,375",14,All
Write-In,,3,55,11,6,2,1,All
Rick Krajewski,,,"1,146",0,0,0,0,All
James R Roebuck,,,,410,0,0,0,All
Karen Dunn,,,,,273,0,0,All
Gregory R Benjamin,,,,,,339,0,All
Write-In,,,,,,,3,All
Total,"11,390",78,"6,240","3,576","1,739","1,716",18,All
