col_1,col_2,col_3,division
,Representative In The General Assembly 177th District - Democrat,,All
,Joe Hohenstein,Write-In,All
Joe Hohenstein,870,0,All
Write-In,,7,All
Total,870,7,All
,Representative In The General Assembly 177th District - Democrat,,1
,Joe Hohenstein,Write-In,1
Joe Hohenstein,55,0,1
Write-In,,2,1
Total,55,2,1
,Representative In The General Assembly 177th District - Democrat,,3
,Joe Hohenstein,Write-In,3
Joe Hohenstein,44,0,3
Write-In,,0,3
Total,44,0,3
,Representative In The General Assembly 177th District - Democrat,,4
,Joe Hohenstein,Write-In,4
Joe Hohenstein,163,0,4
Write-In,,0,4
Total,163,0,4
,Representative In The General Assembly 177th District - Democrat,,8
,Joe Hohenstein,Write-In,8
Joe Hohenstein,161,0,8
Write-In,,0,8
Total,161,0,8
,Representative In The General Assembly 177th District - Democrat,,9
,Joe Hohenstein,Write-In,9
Joe Hohenstein,157,0,9
Write-In,,0,9
Total,157,0,9
,Representative In The General Assembly 177th District - Democrat,,13
,Joe Hohenstein,Write-In,13
Joe Hohenstein,193,0,13
Write-In,,1,13
Total,193,1,13
,Representative In The General Assembly 177th District - Democrat,,14
,Joe Hohenstein,Write-In,14
Joe Hohenstein,97,0,14
Write-In,,4,14
Total,97,4,14
