col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,All
John Nungesser,25,0,568,439,370,267,2,All
Write-In,,6,20,15,16,8,0,All
Pete Digiannantonio,,,41,306,230,226,0,All
Gary Grisafi,,,,8,282,115,2,All
Christopher M Vogler,,,,,3,149,2,All
William M Pirolli,,,,,,3,0,All
Write-In,,,,,,,0,All
Total,804,38,670,526,452,304,4,All
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,1
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,1
John Nungesser,1,0,54,34,30,18,0,1
Write-In,,0,3,1,1,2,0,1
Pete Digiannantonio,,,5,28,21,19,0,1
Gary Grisafi,,,,1,18,6,0,1
Christopher M Vogler,,,,,0,14,0,1
William M Pirolli,,,,,,1,0,1
Write-In,,,,,,,0,1
Total,68,3,65,40,36,24,0,1
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,2
,John Nungesser,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,2
John Nungesser,0,0,12,10,10,7,0,2
Write-In,,0,0,0,0,0,0,2
Pete Digiannantonio,,,4,7,6,5,0,2
Christopher M Vogler,,,,0,6,5,0,2
Gary Grisafi,,,,,0,2,0,2
William M Pirolli,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,18,0,17,11,10,8,0,2
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,3
,John Nungesser,Write-In,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,3
John Nungesser,1,0,76,76,59,35,1,3
Write-In,,0,3,2,6,1,0,3
Gary Grisafi,,,0,41,58,19,1,3
Pete Digiannantonio,,,,5,27,34,0,3
Christopher M Vogler,,,,,1,18,1,3
William M Pirolli,,,,,,0,0,3
Write-In,,,,,,,0,3
Total,119,6,95,89,81,41,3,3
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,4
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,4
John Nungesser,2,0,63,50,46,25,1,4
Write-In,,0,2,1,2,0,0,4
Pete Digiannantonio,,,2,36,31,19,0,4
Gary Grisafi,,,,1,34,10,1,4
Christopher M Vogler,,,,,0,14,1,4
William M Pirolli,,,,,,0,0,4
Write-In,,,,,,,0,4
Total,85,3,69,54,52,27,1,4
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,5
,John Nungesser,Write-In,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,5
John Nungesser,2,0,37,36,32,15,0,5
Write-In,,0,4,2,3,0,0,5
Gary Grisafi,,,0,20,28,7,0,5
Pete Digiannantonio,,,,1,12,9,0,5
Christopher M Vogler,,,,,0,9,0,5
William M Pirolli,,,,,,0,0,5
Write-In,,,,,,,0,5
Total,62,5,44,41,38,15,0,5
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,6
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,William M Pirolli,Christopher M Vogler,Write-In,6
John Nungesser,3,0,30,24,16,13,0,6
Write-In,,0,1,1,0,0,0,6
Pete Digiannantonio,,,2,19,13,8,0,6
Gary Grisafi,,,,1,11,8,0,6
William M Pirolli,,,,,0,7,0,6
Christopher M Vogler,,,,,,0,0,6
Write-In,,,,,,,0,6
Total,41,1,35,29,17,15,0,6
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,7
,John Nungesser,Write-In,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,7
John Nungesser,0,0,14,13,12,12,0,7
Write-In,,0,0,0,0,0,0,7
Christopher M Vogler,,,0,7,6,7,0,7
Gary Grisafi,,,,1,6,5,0,7
Pete Digiannantonio,,,,,2,8,0,7
William M Pirolli,,,,,,0,0,7
Write-In,,,,,,,0,7
Total,25,0,15,15,14,13,0,7
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,12
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,12
John Nungesser,1,0,14,12,7,6,0,12
Write-In,,0,0,0,0,0,0,12
Pete Digiannantonio,,,1,8,3,5,0,12
Gary Grisafi,,,,0,7,5,0,12
Christopher M Vogler,,,,,1,2,0,12
William M Pirolli,,,,,,0,0,12
Write-In,,,,,,,0,12
Total,20,0,16,13,8,7,0,12
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,15
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,William M Pirolli,Christopher M Vogler,Write-In,15
John Nungesser,2,0,28,22,14,13,0,15
Write-In,,0,1,1,1,0,0,15
Pete Digiannantonio,,,2,17,14,9,0,15
Gary Grisafi,,,,1,10,13,0,15
William M Pirolli,,,,,0,2,0,15
Christopher M Vogler,,,,,,0,0,15
Write-In,,,,,,,0,15
Total,37,1,32,28,17,16,0,15
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,18
,John Nungesser,Write-In,Christopher M Vogler,Gary Grisafi,Pete Digiannantonio,William M Pirolli,Write-In,18
John Nungesser,2,0,4,4,3,4,0,18
Write-In,,0,0,0,0,0,0,18
Christopher M Vogler,,,1,3,2,4,0,18
Gary Grisafi,,,,0,3,2,0,18
Pete Digiannantonio,,,,,0,1,0,18
William M Pirolli,,,,,,0,0,18
Write-In,,,,,,,0,18
Total,8,0,6,5,4,4,0,18
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,20
,John Nungesser,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,20
John Nungesser,4,0,56,42,33,25,0,20
Write-In,,1,2,0,0,2,0,20
Pete Digiannantonio,,,7,34,24,25,0,20
Christopher M Vogler,,,,0,32,20,0,20
Gary Grisafi,,,,,0,6,0,20
William M Pirolli,,,,,,0,0,20
Write-In,,,,,,,0,20
Total,75,3,71,55,43,30,0,20
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,22
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,22
John Nungesser,1,0,33,22,15,9,0,22
Write-In,,0,1,0,0,1,0,22
Pete Digiannantonio,,,0,16,12,13,0,22
Gary Grisafi,,,,1,8,5,0,22
Christopher M Vogler,,,,,0,6,0,22
William M Pirolli,,,,,,0,0,22
Write-In,,,,,,,0,22
Total,42,1,39,25,18,15,0,22
,Representative In The General Assembly 177th District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,23
,John Nungesser,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,23
John Nungesser,2,0,60,41,38,34,0,23
