col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,President Of The United States - Republican,,,,Representative In The General Assembly 172nd District - Republican,,All
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Aaron Bashir,Write-In,All
Donald J Trump,13,0,0,0,57,0,All
Bill Weld,,2,0,0,6,0,All
Roque Rocky De La Fuente,,,1,0,3,0,All
Write-In,,,,1,1,0,All
Aaron Bashir,,,,,1,0,All
Write-In,,,,,,0,All
Total,70,8,4,2,68,0,All
,President Of The United States - Republican,,,,Representative In The General Assembly 172nd District - Republican,,10
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Aaron Bashir,Write-In,10
Donald J Trump,3,0,0,0,16,0,10
Bill Weld,,1,0,0,1,0,10
Roque Rocky De La Fuente,,,0,0,0,0,10
Write-In,,,,0,0,0,10
Aaron Bashir,,,,,0,0,10
Write-In,,,,,,0,10
Total,19,2,0,0,17,0,10
,Representative In The General Assembly 172nd District - Republican,,President Of The United States - Republican,,,,14
,Aaron Bashir,Write-In,Donald J Trump,Roque Rocky De La Fuente,Bill Weld,Write-In,14
Aaron Bashir,0,0,3,1,0,0,14
Write-In,,0,0,0,0,0,14
Donald J Trump,,,0,0,0,0,14
Roque Rocky De La Fuente,,,,0,0,0,14
Bill Weld,,,,,0,0,14
Write-In,,,,,,0,14
Total,4,0,3,1,0,0,14
,Representative In The General Assembly 172nd District - Republican,,President Of The United States - Republican,,,,15
,Aaron Bashir,Write-In,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,15
Aaron Bashir,1,0,11,0,0,0,15
Write-In,,0,0,0,0,0,15
Donald J Trump,,,1,0,0,0,15
Bill Weld,,,,1,0,0,15
Roque Rocky De La Fuente,,,,,1,0,15
Write-In,,,,,,0,15
Total,12,0,12,1,1,0,15
,President Of The United States - Republican,,,,Representative In The General Assembly 172nd District - Republican,,19
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Aaron Bashir,Write-In,19
Donald J Trump,4,0,0,0,3,0,19
Bill Weld,,0,0,0,2,0,19
Roque Rocky De La Fuente,,,0,0,0,0,19
Write-In,,,,0,0,0,19
Aaron Bashir,,,,,0,0,19
Write-In,,,,,,0,19
Total,7,2,0,0,5,0,19
,Representative In The General Assembly 172nd District - Republican,,President Of The United States - Republican,,,,20
,Aaron Bashir,Write-In,Donald J Trump,Roque Rocky De La Fuente,Bill Weld,Write-In,20
Aaron Bashir,0,0,8,1,0,0,20
Write-In,,0,0,0,0,0,20
Donald J Trump,,,1,0,0,0,20
Roque Rocky De La Fuente,,,,0,0,0,20
Bill Weld,,,,,0,0,20
Write-In,,,,,,0,20
Total,9,0,9,1,0,0,20
,Representative In The General Assembly 172nd District - Republican,,President Of The United States - Republican,,,,21
,Aaron Bashir,Write-In,Donald J Trump,Bill Weld,Write-In,Roque Rocky De La Fuente,21
Aaron Bashir,0,0,5,2,1,0,21
Write-In,,0,0,0,0,0,21
Donald J Trump,,,2,0,0,0,21
Bill Weld,,,,0,0,0,21
Write-In,,,,,1,0,21
Roque Rocky De La Fuente,,,,,,0,21
Total,8,0,7,2,2,0,21
,Representative In The General Assembly 172nd District - Republican,,President Of The United States - Republican,,,,22
,Aaron Bashir,Write-In,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,22
Aaron Bashir,0,0,11,1,1,0,22
Write-In,,0,0,0,0,0,22
Donald J Trump,,,2,0,0,0,22
Bill Weld,,,,0,0,0,22
Roque Rocky De La Fuente,,,,,0,0,22
Write-In,,,,,,0,22
Total,13,0,13,1,1,0,22
