col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,All
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,All
Mike Driscoll,197,0,"1,865",245,161,92,96,71,3,All
Write-In,,1,7,0,0,1,0,0,1,All
Nina Ahmad,,,212,0,0,0,0,0,0,All
Michael Lamb,,,,16,0,0,0,0,0,All
Christina M Hartman,,,,,21,0,0,0,0,All
Tracie Fountain,,,,,,22,0,0,0,All
H Scott Conklin,,,,,,,7,0,0,All
Rose Rosie Marie Davis,,,,,,,,26,0,All
Write-In,,,,,,,,,0,All
Total,"2,730",10,"2,084",261,182,115,103,97,4,All
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,1
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,1
Mike Driscoll,16,0,78,18,8,4,6,4,0,1
Write-In,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,8,0,0,0,0,0,0,1
Michael Lamb,,,,3,0,0,0,0,0,1
Tracie Fountain,,,,,1,0,0,0,0,1
Christina M Hartman,,,,,,3,0,0,0,1
H Scott Conklin,,,,,,,1,0,0,1
Rose Rosie Marie Davis,,,,,,,,1,0,1
Write-In,,,,,,,,,0,1
Total,134,0,86,21,9,7,7,5,0,1
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,2
,Mike Driscoll,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Tracie Fountain,Write-In,2
Mike Driscoll,8,0,64,25,10,3,2,2,0,2
Write-In,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,6,0,0,0,0,0,0,2
Michael Lamb,,,,1,0,0,0,0,0,2
Christina M Hartman,,,,,0,0,0,0,0,2
H Scott Conklin,,,,,,0,0,0,0,2
Rose Rosie Marie Davis,,,,,,,1,0,0,2
Tracie Fountain,,,,,,,,0,0,2
Write-In,,,,,,,,,0,2
Total,114,0,70,26,10,3,3,2,0,2
,Representative In The General Assembly 173rd District - Democrat,,Auditor General - Democrat,,,,,,,3
