col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Cindy Bass,Nina Tinari,Charlene Cooper,Malcolm Kenyatta,Wynnetta Ward,Lindy Li,Ken Washington,Anuj Gupta,Terry Gillen,Matthew Miller,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Christina Borst,Daisy Confoy,Carla Le'Coin,Joanne Beer,Arielle Cohen,Anlin Wang,Sergio Cea,Jack Cahill,Bryan Mercer,Daniel Laufer,Paul Prescod,Steve Paul,Write-In,Roni Green,Amen Brown,Danyl Patterson,Van Stone,Write-In,All
Cindy Bass,1,206,211,196,196,193,193,195,196,185,184,41,43,28,28,25,30,33,28,20,14,18,11,12,11,0,140,58,16,7,0,All
Nina Tinari,,0,211,205,203,208,197,202,200,189,184,46,45,33,32,33,31,29,26,24,18,16,15,13,12,0,138,54,19,11,0,All
Charlene Cooper,,,0,202,208,204,201,205,205,197,186,48,45,33,34,28,32,32,27,20,18,17,16,12,13,0,141,51,19,9,0,All
Malcolm Kenyatta,,,,0,206,208,203,199,195,198,179,37,32,30,23,30,20,26,23,26,19,22,16,9,9,0,138,54,17,9,0,All
Wynnetta Ward,,,,,1,208,199,199,194,196,175,40,41,32,29,32,29,31,25,21,19,17,17,12,10,0,135,55,18,9,0,All
Lindy Li,,,,,,1,198,201,193,195,178,44,42,32,30,35,29,30,29,28,23,19,20,12,6,0,133,55,19,9,0,All
Ken Washington,,,,,,,1,195,197,191,180,35,31,24,16,24,16,20,19,24,21,20,19,10,6,0,130,55,16,10,0,All
Anuj Gupta,,,,,,,,0,195,187,183,43,40,25,29,26,27,24,29,23,15,18,13,14,11,0,130,52,19,11,0,All
Terry Gillen,,,,,,,,,0,195,183,38,34,20,22,19,19,20,21,16,14,16,14,10,9,0,130,49,19,9,0,All
Matthew Miller,,,,,,,,,,0,174,37,30,28,23,24,21,24,20,21,21,21,16,9,8,0,128,44,20,8,0,All
Owen Voutsinas-Klose,,,,,,,,,,,0,28,28,10,13,14,14,16,17,17,11,11,10,7,6,0,108,48,19,9,0,All
Sherrie Cohen,,,,,,,,,,,,0,109,99,107,92,101,94,97,90,85,79,84,86,87,0,81,25,16,5,0,All
Heather Pope,,,,,,,,,,,,,1,92,103,94,101,94,99,85,85,76,83,81,87,0,73,29,17,5,0,All
Christina Borst,,,,,,,,,,,,,,0,100,102,96,95,86,89,88,86,85,80,80,0,72,23,15,4,0,All
Daisy Confoy,,,,,,,,,,,,,,,0,94,106,95,94,83,84,79,80,87,87,0,69,22,17,4,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,0,90,92,87,86,85,81,82,77,78,0,68,23,16,3,0,All
Joanne Beer,,,,,,,,,,,,,,,,,0,92,91,81,84,75,77,84,83,0,67,22,17,5,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,0,85,87,85,79,83,78,80,0,68,23,15,4,0,All
Anlin Wang,,,,,,,,,,,,,,,,,,,0,83,79,78,80,79,83,0,67,23,15,2,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,84,83,83,80,77,0,58,26,15,4,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,0,81,88,78,78,0,58,21,15,4,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,0,81,74,72,0,55,23,13,3,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,0,76,76,0,59,20,12,4,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,,0,81,0,52,18,15,3,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,0,0,56,15,14,3,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,All
Roni Green,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,All
Amen Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,All
Danyl Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,All
