col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Attorney General - Democrat,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Josh Shapiro,Write-In,Ken Washington,Nina Tinari,Malcolm Kenyatta,Cindy Bass,Terry Gillen,Charlene Cooper,Wynnetta Ward,Matthew Miller,Anuj Gupta,Lindy Li,Owen Voutsinas-Klose,Sherrie Cohen,Heather Pope,Joanne Beer,Daisy Confoy,Christina Borst,Bryan Mercer,Anlin Wang,Arielle Cohen,Carla Le'Coin,Steve Paul,Paul Prescod,Jack Cahill,Sergio Cea,Daniel Laufer,Write-In,All
Josh Shapiro,170,0,"1,268","1,277","1,277","1,235","1,231","1,207","1,194","1,150","1,151","1,115","1,069",442,386,353,353,334,321,331,305,304,299,287,269,256,242,49,All
Write-In,,0,4,7,5,5,5,5,5,5,6,7,6,7,6,5,7,5,6,5,5,5,4,4,3,3,5,5,All
Ken Washington,,,31,"1,482","1,547","1,423","1,468","1,446","1,476","1,466","1,383","1,399","1,276",276,191,177,170,194,209,149,171,171,128,118,134,140,124,23,All
Nina Tinari,,,,29,"1,469","1,503","1,508","1,501","1,403","1,368","1,443","1,346","1,366",318,246,232,220,166,168,201,120,138,172,159,97,95,78,48,All
Malcolm Kenyatta,,,,,6,"1,412","1,451","1,422","1,490","1,466","1,359","1,417","1,262",271,198,168,151,199,219,136,181,175,120,101,149,146,121,35,All
Cindy Bass,,,,,,24,"1,475","1,488","1,364","1,325","1,404","1,295","1,346",307,248,223,200,137,152,200,131,122,153,152,90,81,72,48,All
Terry Gillen,,,,,,,4,"1,513","1,392","1,400","1,431","1,342","1,345",307,232,222,206,158,170,189,133,131,160,158,107,89,83,25,All
Charlene Cooper,,,,,,,,0,"1,379","1,372","1,437","1,324","1,335",310,244,217,207,154,161,191,123,128,157,156,95,81,57,17,All
Wynnetta Ward,,,,,,,,,7,"1,414","1,316","1,395","1,201",241,198,164,162,195,190,141,184,170,108,89,130,138,117,35,All
Matthew Miller,,,,,,,,,,3,"1,308","1,370","1,238",213,161,128,122,174,188,115,152,150,79,77,126,126,102,33,All
Anuj Gupta,,,,,,,,,,,1,"1,284","1,301",279,212,211,201,144,140,193,118,114,153,146,61,87,69,17,All
