col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 190th District - Republican,,All
,Denise Furey,Erin Elmore,Paul Panepinto,Calvin Tucker,John Paul Sutton,Write-In,Wanda Logan,Write-In,All
Denise Furey,0,5,2,2,1,0,5,0,All
Erin Elmore,,0,2,2,1,0,5,0,All
Paul Panepinto,,,1,0,0,0,2,0,All
Calvin Tucker,,,,0,0,0,2,0,All
John Paul Sutton,,,,,0,0,1,0,All
Write-In,,,,,,0,0,0,All
Wanda Logan,,,,,,,0,0,All
Write-In,,,,,,,,0,All
Total,5,5,3,2,1,0,5,0,All
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 190th District - Republican,,9
,Denise Furey,Erin Elmore,Paul Panepinto,Calvin Tucker,John Paul Sutton,Write-In,Wanda Logan,Write-In,9
Denise Furey,0,5,2,2,1,0,5,0,9
Erin Elmore,,0,2,2,1,0,5,0,9
Paul Panepinto,,,1,0,0,0,2,0,9
Calvin Tucker,,,,0,0,0,2,0,9
John Paul Sutton,,,,,0,0,1,0,9
Write-In,,,,,,0,0,0,9
Wanda Logan,,,,,,,0,0,9
Write-In,,,,,,,,0,9
Total,5,5,3,2,1,0,5,0,9
