col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,All
,Dwight Evans,Write-In,Regina Young,Maria P Donatucci,Write-In,All
Dwight Evans,35,0,513,291,1,All
Write-In,,1,3,1,0,All
Regina Young,,,101,0,0,All
Maria P Donatucci,,,,44,0,All
Write-In,,,,,2,All
Total,840,5,617,336,3,All
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,10
,Dwight Evans,Write-In,Regina Young,Maria P Donatucci,Write-In,10
Dwight Evans,15,0,139,77,1,10
Write-In,,1,1,0,0,10
Regina Young,,,25,0,0,10
Maria P Donatucci,,,,8,0,10
Write-In,,,,,0,10
Total,232,2,165,85,1,10
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,11
,Dwight Evans,Write-In,Regina Young,Maria P Donatucci,Write-In,11
Dwight Evans,5,0,86,68,0,11
Write-In,,0,1,0,0,11
Regina Young,,,11,0,0,11
Maria P Donatucci,,,,10,0,11
Write-In,,,,,1,11
Total,159,1,98,78,1,11
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,12
,Dwight Evans,Write-In,Regina Young,Maria P Donatucci,Write-In,12
Dwight Evans,3,0,96,51,0,12
Write-In,,0,0,0,0,12
Regina Young,,,10,0,0,12
Maria P Donatucci,,,,8,0,12
Write-In,,,,,0,12
Total,150,0,106,59,0,12
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,13
,Dwight Evans,Write-In,Regina Young,Maria P Donatucci,Write-In,13
Dwight Evans,6,0,94,54,0,13
Write-In,,0,1,0,0,13
Regina Young,,,18,0,0,13
Maria P Donatucci,,,,10,0,13
Write-In,,,,,1,13
Total,154,1,113,64,1,13
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 185th District - Democrat,,,15
,Dwight Evans,Write-In,Regina Young,Maria P Donatucci,Write-In,15
Dwight Evans,6,0,98,41,0,15
Write-In,,0,0,1,0,15
Regina Young,,,37,0,0,15
Maria P Donatucci,,,,8,0,15
Write-In,,,,,0,15
Total,145,1,135,50,0,15
