col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,All
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,All
Pete Digiannantonio,291,384,302,259,4,6,All
William M Pirolli,,28,185,237,3,9,All
Gary Grisafi,,,23,250,4,6,All
Christopher M Vogler,,,,26,4,7,All
Write-In,,,,,1,0,All
Write-In,,,,,,2,All
Total,922,525,489,469,14,14,All
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,2
,William M Pirolli,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,2
William M Pirolli,8,24,7,9,0,0,2
Pete Digiannantonio,,3,11,6,0,0,2
Gary Grisafi,,,0,11,0,0,2
Christopher M Vogler,,,,1,0,0,2
Write-In,,,,,0,0,2
Write-In,,,,,,1,2
Total,37,35,20,17,0,1,2
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,7
,Christopher M Vogler,William M Pirolli,Pete Digiannantonio,Gary Grisafi,Write-In,Write-In,7
Christopher M Vogler,2,22,16,28,0,0,7
William M Pirolli,,1,24,15,0,0,7
Pete Digiannantonio,,,5,11,0,0,7
Gary Grisafi,,,,1,0,0,7
Write-In,,,,,1,0,7
Write-In,,,,,,0,7
Total,41,38,37,35,1,0,7
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,11
,William M Pirolli,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,11
William M Pirolli,3,27,29,27,1,0,11
Pete Digiannantonio,,11,12,9,0,0,11
Gary Grisafi,,,5,28,1,0,11
Christopher M Vogler,,,,0,0,0,11
Write-In,,,,,0,0,11
Write-In,,,,,,0,11
Total,53,45,44,36,1,0,11
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,17
,Gary Grisafi,Christopher M Vogler,William M Pirolli,Pete Digiannantonio,Write-In,Write-In,17
Gary Grisafi,9,67,24,19,0,0,17
Christopher M Vogler,,5,26,13,1,0,17
William M Pirolli,,,2,24,1,0,17
Pete Digiannantonio,,,,3,1,0,17
Write-In,,,,,0,0,17
Write-In,,,,,,0,17
Total,89,80,45,41,4,1,17
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,24
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,24
Pete Digiannantonio,24,19,19,12,0,1,24
William M Pirolli,,1,9,7,0,1,24
Gary Grisafi,,,0,8,0,0,24
Christopher M Vogler,,,,1,0,1,24
Write-In,,,,,0,0,24
Write-In,,,,,,0,24
Total,59,23,22,16,0,1,24
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,29
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,29
Pete Digiannantonio,29,34,30,21,0,0,29
William M Pirolli,,1,19,16,0,0,29
Gary Grisafi,,,2,18,0,0,29
Christopher M Vogler,,,,2,0,0,29
Write-In,,,,,0,0,29
Write-In,,,,,,0,29
Total,85,43,42,32,0,0,29
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,30
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,30
Pete Digiannantonio,37,23,26,19,0,0,30
William M Pirolli,,3,9,10,0,0,30
Gary Grisafi,,,0,11,0,0,30
Christopher M Vogler,,,,1,0,0,30
Write-In,,,,,0,0,30
Write-In,,,,,,0,30
Total,83,30,28,24,0,0,30
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,32
,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Gary Grisafi,Write-In,Write-In,32
Pete Digiannantonio,11,18,19,16,0,0,32
Christopher M Vogler,,2,14,5,0,0,32
William M Pirolli,,,0,4,0,0,32
Gary Grisafi,,,,1,0,0,32
Write-In,,,,,0,0,32
Write-In,,,,,,0,32
Total,45,24,23,17,3,0,32
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,35
,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,Write-In,35
Pete Digiannantonio,25,18,13,16,0,0,35
Christopher M Vogler,,3,12,13,0,1,35
Gary Grisafi,,,3,7,0,1,35
William M Pirolli,,,,1,0,1,35
Write-In,,,,,0,0,35
Write-In,,,,,,0,35
Total,52,27,21,21,0,1,35
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,36
,Pete Digiannantonio,Gary Grisafi,William M Pirolli,Christopher M Vogler,Write-In,Write-In,36
Pete Digiannantonio,42,39,33,28,2,0,36
Gary Grisafi,,0,12,14,1,1,36
William M Pirolli,,,2,17,0,2,36
Christopher M Vogler,,,,2,1,2,36
Write-In,,,,,0,0,36
Write-In,,,,,,1,36
Total,109,43,39,36,2,3,36
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,37
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,Write-In,37
Pete Digiannantonio,8,13,10,11,0,0,37
William M Pirolli,,0,5,4,0,0,37
Christopher M Vogler,,,1,5,0,0,37
Gary Grisafi,,,,0,0,0,37
Write-In,,,,,0,0,37
Write-In,,,,,,0,37
Total,29,13,12,12,0,0,37
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,42
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,Write-In,42
Pete Digiannantonio,19,32,24,22,1,1,42
William M Pirolli,,0,16,6,1,1,42
Christopher M Vogler,,,3,8,1,0,42
Gary Grisafi,,,,0,1,1,42
Write-In,,,,,0,0,42
Write-In,,,,,,0,42
Total,69,33,29,23,2,1,42
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,43
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,Write-In,43
Pete Digiannantonio,29,42,29,33,0,1,43
William M Pirolli,,2,31,25,0,1,43
Christopher M Vogler,,,0,19,1,2,43
Gary Grisafi,,,,0,1,1,43
Write-In,,,,,0,0,43
Write-In,,,,,,0,43
Total,98,63,49,46,1,3,43
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,44
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,Write-In,44
Pete Digiannantonio,29,32,21,24,0,3,44
William M Pirolli,,0,14,11,0,3,44
Christopher M Vogler,,,2,10,0,1,44
Gary Grisafi,,,,0,0,2,44
Write-In,,,,,0,0,44
Write-In,,,,,,0,44
Total,82,36,28,28,0,3,44
,Delegate To The Republican National Convention 2nd District - Republican,,,,,Representative In The General Assembly 173rd District - Republican,45
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,Write-In,45
Pete Digiannantonio,16,22,16,15,0,0,45
William M Pirolli,,4,4,10,0,0,45
Gary Grisafi,,,2,6,0,0,45
Christopher M Vogler,,,,1,0,0,45
Write-In,,,,,0,0,45
Write-In,,,,,,0,45
Total,53,28,19,18,0,0,45
