col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,All
,David Torres,Write-In,Write-In,All
David Torres,982,0,10,All
Write-In,,4,4,All
Write-In,,,0,All
Total,992,8,14,All
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,2
,David Torres,Write-In,Write-In,2
David Torres,49,0,1,2
Write-In,,0,0,2
Write-In,,,0,2
Total,50,0,1,2
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,7
,David Torres,Write-In,Write-In,7
David Torres,52,0,0,7
Write-In,,1,0,7
Write-In,,,0,7
Total,52,1,0,7
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,11
,David Torres,Write-In,Write-In,11
David Torres,73,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,73,0,0,11
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,17
,David Torres,Write-In,Write-In,17
David Torres,92,0,0,17
Write-In,,0,1,17
Write-In,,,0,17
Total,92,1,1,17
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,24
,David Torres,Write-In,Write-In,24
David Torres,48,0,1,24
Write-In,,0,0,24
Write-In,,,0,24
Total,49,0,1,24
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,29
,David Torres,Write-In,Write-In,29
David Torres,87,0,0,29
Write-In,,0,0,29
Write-In,,,0,29
Total,87,0,0,29
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,30
,David Torres,Write-In,Write-In,30
David Torres,73,0,0,30
Write-In,,0,0,30
Write-In,,,0,30
Total,73,0,0,30
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,32
,David Torres,Write-In,Write-In,32
David Torres,48,0,0,32
Write-In,,0,0,32
Write-In,,,0,32
Total,48,0,0,32
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,35
,David Torres,Write-In,Write-In,35
David Torres,59,0,1,35
Write-In,,2,0,35
Write-In,,,0,35
Total,60,2,1,35
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,36
,David Torres,Write-In,Write-In,36
David Torres,95,0,2,36
Write-In,,0,1,36
Write-In,,,0,36
Total,97,1,3,36
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,37
,David Torres,Write-In,Write-In,37
David Torres,28,0,0,37
Write-In,,0,0,37
Write-In,,,0,37
Total,28,0,0,37
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,42
,David Torres,Write-In,Write-In,42
David Torres,60,0,1,42
Write-In,,0,0,42
Write-In,,,0,42
Total,61,0,1,42
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,43
,David Torres,Write-In,Write-In,43
David Torres,107,0,1,43
Write-In,,0,2,43
Write-In,,,0,43
Total,108,2,3,43
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,44
,David Torres,Write-In,Write-In,44
David Torres,65,0,3,44
Write-In,,0,0,44
Write-In,,,0,44
Total,68,0,3,44
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 173rd District - Republican,45
,David Torres,Write-In,Write-In,45
David Torres,46,0,0,45
Write-In,,1,0,45
Write-In,,,0,45
Total,46,1,0,45
