col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,All
,Denise Furey,Calvin Tucker,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Write-In,All
Denise Furey,8,63,45,41,30,2,7,All
Calvin Tucker,,3,50,30,27,0,4,All
Paul Panepinto,,,9,22,23,0,3,All
Erin Elmore,,,,11,38,0,2,All
John Paul Sutton,,,,,1,0,0,All
Write-In,,,,,,4,0,All
Write-In,,,,,,,3,All
Total,105,92,82,81,63,6,11,All
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,1
,Denise Furey,Erin Elmore,Paul Panepinto,John Paul Sutton,Calvin Tucker,Write-In,Write-In,1
Denise Furey,0,5,5,4,6,0,0,1
Erin Elmore,,1,2,5,2,0,0,1
Paul Panepinto,,,2,3,4,0,0,1
John Paul Sutton,,,,0,2,0,0,1
Calvin Tucker,,,,,0,0,0,1
Write-In,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,10,9,9,8,7,0,0,1
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,2
,Calvin Tucker,Erin Elmore,Denise Furey,John Paul Sutton,Paul Panepinto,Write-In,Write-In,2
Calvin Tucker,0,4,4,3,2,0,0,2
Erin Elmore,,1,2,3,2,0,0,2
Denise Furey,,,2,1,1,0,0,2
John Paul Sutton,,,,0,3,0,0,2
Paul Panepinto,,,,,0,0,0,2
Write-In,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,7,7,6,5,4,0,0,2
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,3
,Calvin Tucker,Denise Furey,John Paul Sutton,Paul Panepinto,Erin Elmore,Write-In,Write-In,3
Calvin Tucker,1,1,2,2,0,0,0,3
Denise Furey,,2,2,0,1,0,0,3
John Paul Sutton,,,0,1,1,0,0,3
Paul Panepinto,,,,1,0,0,0,3
Erin Elmore,,,,,0,0,0,3
Write-In,,,,,,0,0,3
Write-In,,,,,,,0,3
Total,4,4,3,3,1,0,0,3
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,4
,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,Write-In,4
Denise Furey,0,3,2,1,0,0,1,4
Paul Panepinto,,0,2,1,0,0,1,4
Calvin Tucker,,,0,0,0,0,1,4
Erin Elmore,,,,1,0,0,0,4
John Paul Sutton,,,,,1,0,0,4
Write-In,,,,,,0,0,4
Write-In,,,,,,,1,4
Total,3,3,2,2,1,0,2,4
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,5
,Denise Furey,Erin Elmore,John Paul Sutton,Calvin Tucker,Paul Panepinto,Write-In,Write-In,5
Denise Furey,0,3,3,3,1,0,0,5
Erin Elmore,,0,3,1,1,0,0,5
John Paul Sutton,,,0,1,1,0,0,5
Calvin Tucker,,,,0,1,0,0,5
Paul Panepinto,,,,,1,0,0,5
Write-In,,,,,,0,0,5
Write-In,,,,,,,0,5
Total,5,4,4,3,3,0,0,5
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,6
,Calvin Tucker,Erin Elmore,John Paul Sutton,Paul Panepinto,Denise Furey,Write-In,Write-In,6
Calvin Tucker,1,2,3,4,0,0,0,6
Erin Elmore,,2,3,1,2,0,0,6
John Paul Sutton,,,0,2,2,0,0,6
Paul Panepinto,,,,0,0,0,0,6
Denise Furey,,,,,0,0,0,6
Write-In,,,,,,1,0,6
Write-In,,,,,,,0,6
Total,6,6,5,4,2,1,0,6
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,7
,Denise Furey,Calvin Tucker,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Write-In,7
Denise Furey,1,5,2,2,1,0,1,7
Calvin Tucker,,0,4,1,3,0,0,7
Paul Panepinto,,,1,1,3,0,0,7
Erin Elmore,,,,1,1,0,0,7
John Paul Sutton,,,,,0,0,0,7
Write-In,,,,,,0,0,7
Write-In,,,,,,,0,7
Total,8,7,6,4,4,0,1,7
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,8
,Erin Elmore,Denise Furey,John Paul Sutton,Calvin Tucker,Paul Panepinto,Write-In,Write-In,8
Erin Elmore,1,2,2,1,1,0,1,8
Denise Furey,,0,1,1,0,0,1,8
John Paul Sutton,,,0,0,1,0,0,8
Calvin Tucker,,,,0,0,0,1,8
Paul Panepinto,,,,,0,0,0,8
Write-In,,,,,,0,0,8
Write-In,,,,,,,0,8
Total,4,2,2,1,1,0,1,8
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,9
,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,Write-In,9
Denise Furey,0,5,5,4,2,0,0,9
Paul Panepinto,,0,4,2,1,0,1,9
Calvin Tucker,,,0,1,0,0,0,9
Erin Elmore,,,,0,3,0,0,9
John Paul Sutton,,,,,0,0,0,9
Write-In,,,,,,1,0,9
Write-In,,,,,,,0,9
Total,8,7,5,5,3,1,1,9
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,10
,Erin Elmore,Calvin Tucker,John Paul Sutton,Denise Furey,Paul Panepinto,Write-In,Write-In,10
Erin Elmore,0,3,4,2,2,0,0,10
Calvin Tucker,,0,3,3,1,0,0,10
John Paul Sutton,,,0,2,1,0,0,10
Denise Furey,,,,0,1,0,0,10
Paul Panepinto,,,,,0,0,0,10
Write-In,,,,,,0,0,10
Write-In,,,,,,,0,10
Total,6,5,5,4,3,0,0,10
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,11
,Erin Elmore,Denise Furey,Calvin Tucker,Paul Panepinto,John Paul Sutton,Write-In,Write-In,11
Erin Elmore,3,3,2,1,0,0,0,11
Denise Furey,,1,2,1,0,0,0,11
Calvin Tucker,,,0,1,1,0,0,11
Paul Panepinto,,,,1,1,0,0,11
John Paul Sutton,,,,,0,0,0,11
Write-In,,,,,,0,0,11
Write-In,,,,,,,0,11
Total,6,4,3,3,1,0,0,11
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,12
,Denise Furey,Calvin Tucker,Erin Elmore,Paul Panepinto,John Paul Sutton,Write-In,Write-In,12
Denise Furey,1,1,1,1,0,0,0,12
Calvin Tucker,,0,1,1,1,0,0,12
Erin Elmore,,,0,0,1,0,0,12
Paul Panepinto,,,,1,0,0,0,12
John Paul Sutton,,,,,0,0,0,12
Write-In,,,,,,0,0,12
Write-In,,,,,,,0,12
Total,3,2,2,2,1,0,0,12
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,13
,Denise Furey,Calvin Tucker,Paul Panepinto,John Paul Sutton,Erin Elmore,Write-In,Write-In,13
Denise Furey,0,5,6,2,2,0,2,13
Calvin Tucker,,0,6,3,2,0,1,13
Paul Panepinto,,,0,1,1,0,1,13
John Paul Sutton,,,,0,4,0,0,13
Erin Elmore,,,,,0,0,0,13
Write-In,,,,,,1,0,13
Write-In,,,,,,,1,13
Total,9,8,7,6,5,1,3,13
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,14
,Calvin Tucker,Denise Furey,John Paul Sutton,Paul Panepinto,Erin Elmore,Write-In,Write-In,14
Calvin Tucker,0,5,2,2,1,0,1,14
Denise Furey,,0,2,2,1,0,1,14
John Paul Sutton,,,0,1,1,0,0,14
Paul Panepinto,,,,0,1,0,0,14
Erin Elmore,,,,,0,0,1,14
Write-In,,,,,,0,0,14
Write-In,,,,,,,1,14
Total,5,5,3,3,2,0,2,14
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,15
,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Calvin Tucker,Write-In,Write-In,15
Denise Furey,1,3,2,3,1,0,0,15
Erin Elmore,,0,1,2,0,0,0,15
John Paul Sutton,,,0,1,1,0,0,15
Paul Panepinto,,,,0,0,0,0,15
Calvin Tucker,,,,,0,0,0,15
Write-In,,,,,,1,0,15
Write-In,,,,,,,0,15
Total,6,4,3,3,1,1,0,15
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,16
,Denise Furey,Calvin Tucker,Paul Panepinto,John Paul Sutton,Erin Elmore,Write-In,Write-In,16
Denise Furey,0,6,7,2,1,2,1,16
Calvin Tucker,,0,5,2,3,0,0,16
Paul Panepinto,,,0,3,1,0,0,16
John Paul Sutton,,,,0,3,0,0,16
Erin Elmore,,,,,0,0,0,16
Write-In,,,,,,0,0,16
Write-In,,,,,,,0,16
Total,9,8,8,5,4,2,1,16
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,17
,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Write-In,17
Calvin Tucker,1,13,11,6,0,0,0,17
Denise Furey,,0,7,6,4,0,0,17
Paul Panepinto,,,2,3,0,0,0,17
Erin Elmore,,,,1,3,0,0,17
John Paul Sutton,,,,,0,0,0,17
Write-In,,,,,,0,0,17
Write-In,,,,,,,0,17
Total,18,17,13,10,4,0,0,17
