col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Delegate To The Democratic National Convention 5th District - Democrat,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Rebecca Divalerio,Samantha Newell,Maryanne Donaghy,Colleen Guiney,Karyn Hollis,Amanda Mcillmurray,Michel Lee,Cora Linehan,Deidre Selig,Jake Metzger,Tray Herman,John Randolph,Ryan Yeager,Write-In,Nikil Saval,Larry Farnese,Write-In,All
Rebecca Divalerio,16,"5,044","4,983","4,877","1,466","1,364","1,283","1,274","1,013",921,667,767,656,75,"2,074","3,145",3,All
Samantha Newell,,28,"4,971","4,878","1,476","1,356","1,272","1,260","1,035",863,637,751,637,81,"2,094","3,084",3,All
Maryanne Donaghy,,,25,"4,984","1,346","1,384","1,178","1,143","1,053",754,664,676,708,70,"2,010","3,146",4,All
Colleen Guiney,,,,16,"1,308","1,365","1,138","1,083","1,029",735,656,652,689,72,"1,947","3,072",3,All
Karyn Hollis,,,,,1,"3,298","3,305","3,448","3,125","2,945","2,762","2,782","2,504",15,"2,837","1,055",4,All
Amanda Mcillmurray,,,,,,5,"3,144","3,214","3,182","2,729","2,737","2,510","2,690",28,"2,706","1,104",3,All
Michel Lee,,,,,,,3,"3,197","2,987","2,950","2,763","2,825","2,648",10,"2,762","1,041",3,All
Cora Linehan,,,,,,,,9,"3,080","2,976","2,799","2,755","2,534",17,"2,762",985,3,All
Deidre Selig,,,,,,,,,1,"2,663","2,722","2,489","2,578",8,"2,570",908,3,All
Jake Metzger,,,,,,,,,,11,"2,697","2,785","2,558",6,"2,453",940,3,All
Tray Herman,,,,,,,,,,,1,"2,527","2,553",11,"2,327",768,3,All
John Randolph,,,,,,,,,,,,2,"2,492",7,"2,257",824,2,All
Ryan Yeager,,,,,,,,,,,,,0,4,"2,188",811,2,All
Write-In,,,,,,,,,,,,,,2,17,18,1,All
Nikil Saval,,,,,,,,,,,,,,,423,0,0,All
Larry Farnese,,,,,,,,,,,,,,,,763,0,All
Write-In,,,,,,,,,,,,,,,,,2,All
Total,"5,543","5,516","5,497","5,330","4,025","3,948","3,937","3,888","3,603","3,533","3,223","3,190","3,108",211,"4,910","4,795",13,All
