col_1,col_2,col_3,col_4,division
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,All
,Timothy Defoor,Write-In,Write-In,All
Timothy Defoor,77,0,3,All
Write-In,,0,0,All
Write-In,,,0,All
Total,80,0,3,All
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,9
,Timothy Defoor,Write-In,Write-In,9
Timothy Defoor,15,0,0,9
Write-In,,0,0,9
Write-In,,,0,9
Total,15,0,0,9
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,10
,Timothy Defoor,Write-In,Write-In,10
Timothy Defoor,1,0,0,10
Write-In,,0,0,10
Write-In,,,0,10
Total,1,0,0,10
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,11
,Timothy Defoor,Write-In,Write-In,11
Timothy Defoor,9,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,9,0,0,11
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,13
,Timothy Defoor,Write-In,Write-In,13
Timothy Defoor,3,0,0,13
Write-In,,0,0,13
Write-In,,,0,13
Total,3,0,0,13
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,14
,Timothy Defoor,Write-In,Write-In,14
Timothy Defoor,2,0,0,14
Write-In,,0,0,14
Write-In,,,0,14
Total,2,0,0,14
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,16
,Timothy Defoor,Write-In,Write-In,16
Timothy Defoor,10,0,0,16
Write-In,,0,0,16
Write-In,,,0,16
Total,10,0,0,16
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,17
,Timothy Defoor,Write-In,Write-In,17
Timothy Defoor,1,0,0,17
Write-In,,0,0,17
Write-In,,,0,17
Total,1,0,0,17
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,18
,Timothy Defoor,Write-In,Write-In,18
Timothy Defoor,4,0,0,18
Write-In,,0,0,18
Write-In,,,0,18
Total,4,0,0,18
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,19
,Timothy Defoor,Write-In,Write-In,19
Timothy Defoor,4,0,0,19
Write-In,,0,0,19
Write-In,,,0,19
Total,4,0,0,19
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,20
,Timothy Defoor,Write-In,Write-In,20
Timothy Defoor,6,0,0,20
Write-In,,0,0,20
Write-In,,,0,20
Total,6,0,0,20
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,21
,Timothy Defoor,Write-In,Write-In,21
Timothy Defoor,5,0,1,21
Write-In,,0,0,21
Write-In,,,0,21
Total,6,0,1,21
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,22
,Timothy Defoor,Write-In,Write-In,22
Timothy Defoor,4,0,0,22
Write-In,,0,0,22
Write-In,,,0,22
Total,4,0,0,22
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,25
,Timothy Defoor,Write-In,Write-In,25
Timothy Defoor,10,0,1,25
Write-In,,0,0,25
Write-In,,,0,25
Total,11,0,1,25
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,27
,Timothy Defoor,Write-In,Write-In,27
Timothy Defoor,1,0,0,27
Write-In,,0,0,27
Write-In,,,0,27
Total,1,0,0,27
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,28
,Timothy Defoor,Write-In,Write-In,28
Timothy Defoor,1,0,0,28
Write-In,,0,0,28
Write-In,,,0,28
Total,1,0,0,28
,Auditor General - Republican,,Representative In The General Assembly 203rd District - Republican,31
,Timothy Defoor,Write-In,Write-In,31
Timothy Defoor,1,0,1,31
Write-In,,0,0,31
Write-In,,,0,31
Total,2,0,1,31
