col_1,col_2,col_3,col_4,col_5,division
,Attorney General - Republican,,Representative In The General Assembly 172nd District - Republican,,All
,Heather Heidelbaugh,Write-In,Aaron Bashir,Write-In,All
Heather Heidelbaugh,7,0,60,0,All
Write-In,,0,0,0,All
Aaron Bashir,,,6,0,All
Write-In,,,,0,All
Total,67,0,66,0,All
,Attorney General - Republican,,Representative In The General Assembly 172nd District - Republican,,19
,Heather Heidelbaugh,Write-In,Aaron Bashir,Write-In,19
Heather Heidelbaugh,3,0,20,0,19
Write-In,,0,0,0,19
Aaron Bashir,,,1,0,19
Write-In,,,,0,19
Total,23,0,21,0,19
,Attorney General - Republican,,Representative In The General Assembly 172nd District - Republican,,23
,Heather Heidelbaugh,Write-In,Aaron Bashir,Write-In,23
Heather Heidelbaugh,2,0,18,0,23
Write-In,,0,0,0,23
Aaron Bashir,,,1,0,23
Write-In,,,,0,23
Total,20,0,19,0,23
,Representative In The General Assembly 172nd District - Republican,,Attorney General - Republican,,24
,Aaron Bashir,Write-In,Heather Heidelbaugh,Write-In,24
Aaron Bashir,4,0,22,0,24
Write-In,,0,0,0,24
Heather Heidelbaugh,,,2,0,24
Write-In,,,,0,24
Total,26,0,24,0,24
