col_1,col_2,division
,Representative In The General Assembly 197th District - Republican,All
,Write-In,All
Write-In,1,All
Total,1,All
,Representative In The General Assembly 197th District - Republican,2
,Write-In,2
Write-In,0,2
Total,0,2
,Representative In The General Assembly 197th District - Republican,3
,Write-In,3
Write-In,0,3
Total,0,3
,Representative In The General Assembly 197th District - Republican,4
,Write-In,4
Write-In,0,4
Total,0,4
,Representative In The General Assembly 197th District - Republican,5
,Write-In,5
Write-In,0,5
Total,0,5
,Representative In The General Assembly 197th District - Republican,6
,Write-In,6
Write-In,0,6
Total,0,6
,Representative In The General Assembly 197th District - Republican,7
,Write-In,7
Write-In,1,7
Total,1,7
,Representative In The General Assembly 197th District - Republican,8
,Write-In,8
Write-In,0,8
Total,0,8
,Representative In The General Assembly 197th District - Republican,9
,Write-In,9
Write-In,0,9
Total,0,9
,Representative In The General Assembly 197th District - Republican,10
,Write-In,10
Write-In,0,10
Total,0,10
,Representative In The General Assembly 197th District - Republican,11
,Write-In,11
Write-In,0,11
Total,0,11
,Representative In The General Assembly 197th District - Republican,22
,Write-In,22
Write-In,0,22
Total,0,22
