col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 201st District - Democrat,,President Of The United States - Democrat,,,,All
,Stephen Kinsey,Write-In,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,All
Stephen Kinsey,55,0,"3,836",751,51,30,All
Write-In,,0,6,4,1,2,All
Joseph R Biden,,,864,0,0,0,All
Bernie Sanders,,,,112,0,0,All
Tulsi Gabbard,,,,,13,0,All
Write-In,,,,,,5,All
Total,"4,723",13,"4,706",867,65,37,All
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,1
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Stephen Kinsey,Write-In,1
Joseph R Biden,26,0,0,0,132,0,1
Bernie Sanders,,1,0,0,8,0,1
Tulsi Gabbard,,,1,0,1,0,1
Write-In,,,,0,0,0,1
Stephen Kinsey,,,,,1,0,1
Write-In,,,,,,0,1
Total,158,9,2,0,142,0,1
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,2
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Stephen Kinsey,Write-In,2
Joseph R Biden,53,0,0,0,186,1,2
Bernie Sanders,,2,0,0,13,0,2
Tulsi Gabbard,,,1,0,4,0,2
Write-In,,,,0,0,0,2
Stephen Kinsey,,,,,1,0,2
Write-In,,,,,,0,2
Total,240,15,5,0,204,1,2
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,3
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Stephen Kinsey,Write-In,3
Joseph R Biden,39,0,0,0,141,1,3
Bernie Sanders,,1,0,0,15,0,3
Tulsi Gabbard,,,0,0,1,0,3
Write-In,,,,0,0,0,3
Stephen Kinsey,,,,,0,0,3
Write-In,,,,,,0,3
Total,181,16,1,0,157,1,3
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,4
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Stephen Kinsey,Write-In,4
Joseph R Biden,75,0,0,0,300,0,4
Bernie Sanders,,4,0,0,25,0,4
Write-In,,,0,0,2,0,4
Tulsi Gabbard,,,,0,0,0,4
Stephen Kinsey,,,,,5,0,4
Write-In,,,,,,0,4
Total,375,29,2,0,332,0,4
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,5
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Stephen Kinsey,Write-In,5
Joseph R Biden,49,0,0,0,192,0,5
Bernie Sanders,,3,0,0,15,0,5
Tulsi Gabbard,,,0,0,3,0,5
Write-In,,,,0,0,0,5
Stephen Kinsey,,,,,2,0,5
Write-In,,,,,,0,5
Total,241,18,3,0,212,0,5
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,6
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Stephen Kinsey,Write-In,6
Joseph R Biden,26,0,0,0,82,0,6
Bernie Sanders,,0,0,0,7,0,6
Tulsi Gabbard,,,0,0,0,0,6
Write-In,,,,0,0,0,6
Stephen Kinsey,,,,,1,0,6
Write-In,,,,,,0,6
Total,108,7,0,0,90,0,6
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,7
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Stephen Kinsey,Write-In,7
Joseph R Biden,48,0,0,0,136,1,7
Bernie Sanders,,1,0,0,20,0,7
Tulsi Gabbard,,,0,0,0,1,7
Write-In,,,,0,0,0,7
Stephen Kinsey,,,,,2,0,7
Write-In,,,,,,0,7
Total,185,21,1,0,158,2,7
,President Of The United States - Democrat,,,,Representative In The General Assembly 201st District - Democrat,,8
,Joseph R Biden,Bernie Sanders,Tulsi Gabbard,Write-In,Stephen Kinsey,Write-In,8
Joseph R Biden,38,0,0,0,141,0,8
Bernie Sanders,,5,0,0,22,0,8
Tulsi Gabbard,,,0,0,2,0,8
Write-In,,,,0,0,0,8
Stephen Kinsey,,,,,4,0,8
Write-In,,,,,,0,8
