col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Nina Tinari,Anuj Gupta,Cindy Bass,Lindy Li,Terry Gillen,Malcolm Kenyatta,Charlene Cooper,Wynnetta Ward,Ken Washington,Owen Voutsinas-Klose,Matthew Miller,Sherrie Cohen,Heather Pope,Anlin Wang,Arielle Cohen,Joanne Beer,Daisy Confoy,Christina Borst,Carla Le'Coin,Sergio Cea,Steve Paul,Jack Cahill,Paul Prescod,Daniel Laufer,Bryan Mercer,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,All
Nina Tinari,6,"3,111","3,152","3,097","3,044","2,996","3,066","3,042","2,956","2,973","2,920",469,415,367,373,353,296,272,264,180,140,129,123,109,101,58,"1,577",992,370,203,2,All
Anuj Gupta,,0,"3,079","3,030","3,007","2,970","3,005","2,979","2,932","2,920","2,892",434,382,362,341,324,267,226,224,172,134,115,125,102,100,60,"1,547",963,358,208,2,All
Cindy Bass,,,1,"3,048","3,036","2,960","3,079","3,027","2,950","2,940","2,908",444,379,329,354,331,268,232,220,148,114,100,113,97,84,61,"1,564",959,360,189,2,All
Lindy Li,,,,0,"2,982","2,969","3,000","3,014","2,926","2,879","2,910",424,370,346,348,306,264,250,246,180,112,113,88,106,99,54,"1,532",938,347,211,2,All
Terry Gillen,,,,,2,"2,920","2,994","2,947","2,949","2,892","2,911",364,301,268,273,256,199,191,174,118,110,103,97,95,89,55,"1,516",913,353,187,2,All
Malcolm Kenyatta,,,,,,0,"2,924","2,939","2,923","2,858","2,896",373,312,301,310,266,203,209,200,180,112,126,107,107,112,58,"1,505",901,336,213,2,All
Charlene Cooper,,,,,,,1,"2,993","2,939","2,918","2,908",388,330,277,299,293,223,199,192,125,98,84,97,79,77,56,"1,502",916,340,186,2,All
Wynnetta Ward,,,,,,,,1,"2,930","2,853","2,889",397,343,300,326,289,240,224,223,151,105,107,80,100,92,58,"1,486",920,334,195,2,All
Ken Washington,,,,,,,,,1,"2,871","2,913",311,257,251,243,202,142,151,137,128,98,99,84,87,91,57,"1,471",870,341,189,2,All
Owen Voutsinas-Klose,,,,,,,,,,1,"2,849",306,269,257,229,214,159,134,137,128,105,86,97,76,67,54,"1,455",857,332,182,2,All
Matthew Miller,,,,,,,,,,,0,289,221,207,226,186,124,137,128,121,77,88,66,75,82,58,"1,454",855,333,173,2,All
Sherrie Cohen,,,,,,,,,,,,0,"1,123","1,072","1,088","1,041","1,020",969,941,876,896,847,861,846,802,17,426,436,226,203,0,All
Heather Pope,,,,,,,,,,,,,1,"1,076","1,034","1,047","1,032",973,961,901,907,868,872,844,813,5,376,444,220,208,0,All
Anlin Wang,,,,,,,,,,,,,,1,"1,001",992,996,934,941,919,907,857,873,841,819,9,374,409,222,205,0,All
Arielle Cohen,,,,,,,,,,,,,,,0,992,981,946,933,886,856,845,834,828,801,6,375,414,208,191,0,All
Joanne Beer,,,,,,,,,,,,,,,,0,"1,013",934,928,865,876,825,870,818,795,18,356,409,207,177,0,All
Daisy Confoy,,,,,,,,,,,,,,,,,0,951,951,866,862,818,861,810,787,10,325,377,197,190,0,All
Christina Borst,,,,,,,,,,,,,,,,,,0,986,836,821,839,806,846,835,1,314,368,193,181,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,0,846,809,834,798,833,821,1,312,361,181,190,1,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,812,807,815,800,779,0,273,318,180,187,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,808,835,801,776,9,252,298,193,171,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,0,789,820,798,1,254,303,179,169,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,784,773,9,256,282,185,161,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,0,794,1,246,287,168,168,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,249,281,166,155,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,15,1,2,0,All
Marylouise Isaacson,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,0,0,0,All
Vanessa Mcgrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,0,0,All
Jeff Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,All
Andre Del Valle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,400","3,322","3,322","3,265","3,209","3,194","3,188","3,176","3,105","3,057","3,048","1,364","1,324","1,284","1,256","1,221","1,152","1,117","1,104","1,017",971,956,941,922,905,78,"2,054","1,452",617,432,2,All
,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,,,,1
,Cindy Bass,Nina Tinari,Anuj Gupta,Lindy Li,Terry Gillen,Charlene Cooper,Malcolm Kenyatta,Wynnetta Ward,Owen Voutsinas-Klose,Matthew Miller,Ken Washington,Sherrie Cohen,Joanne Beer,Anlin Wang,Arielle Cohen,Heather Pope,Daisy Confoy,Carla Le'Coin,Christina Borst,Steve Paul,Sergio Cea,Bryan Mercer,Daniel Laufer,Jack Cahill,Paul Prescod,Write-In,Marylouise Isaacson,Vanessa Mcgrath,Jeff Dempsey,Andre Del Valle,Write-In,1
