col_1,col_2,col_3,col_4,col_5,col_6,division
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,All
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,All
Josh Shapiro,340,0,"4,690","4,203",7,All
Write-In,,2,38,9,2,All
Nikil Saval,,,551,0,0,All
Larry Farnese,,,,420,0,All
Write-In,,,,,1,All
Total,"9,240",51,"5,279","4,632",10,All
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,1
,Josh Shapiro,Write-In,Larry Farnese,Nikil Saval,Write-In,1
Josh Shapiro,15,0,189,64,0,1
Write-In,,0,0,0,1,1
Larry Farnese,,,14,0,0,1
Nikil Saval,,,,7,0,1
Write-In,,,,,0,1
Total,268,1,203,71,1,1
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,2
,Josh Shapiro,Write-In,Larry Farnese,Nikil Saval,Write-In,2
Josh Shapiro,11,0,124,106,2,2
Write-In,,0,0,3,0,2
Larry Farnese,,,23,0,0,2
Nikil Saval,,,,20,0,2
Write-In,,,,,0,2
Total,243,3,147,129,2,2
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,3
,Josh Shapiro,Write-In,Larry Farnese,Nikil Saval,Write-In,3
Josh Shapiro,17,0,227,75,0,3
Write-In,,0,1,0,0,3
Larry Farnese,,,16,0,0,3
Nikil Saval,,,,13,0,3
Write-In,,,,,0,3
Total,319,1,244,88,0,3
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,4
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,4
Josh Shapiro,12,0,199,154,0,4
Write-In,,0,3,0,0,4
Nikil Saval,,,30,0,0,4
Larry Farnese,,,,12,0,4
Write-In,,,,,0,4
Total,365,3,232,166,0,4
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,5
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,5
Josh Shapiro,10,0,137,122,0,5
Write-In,,1,1,0,0,5
Nikil Saval,,,17,0,0,5
Larry Farnese,,,,17,0,5
Write-In,,,,,0,5
Total,269,2,155,139,0,5
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,6
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,6
Josh Shapiro,5,0,175,139,0,6
Write-In,,0,2,0,0,6
Nikil Saval,,,23,0,0,6
Larry Farnese,,,,15,0,6
Write-In,,,,,0,6
Total,319,2,200,154,0,6
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,7
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,7
Josh Shapiro,12,0,159,105,0,7
Write-In,,0,0,2,0,7
Nikil Saval,,,17,0,0,7
Larry Farnese,,,,10,0,7
Write-In,,,,,0,7
Total,276,2,176,117,0,7
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,8
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,8
Josh Shapiro,12,0,177,150,0,8
Write-In,,0,3,1,0,8
Nikil Saval,,,17,0,0,8
Larry Farnese,,,,9,0,8
Write-In,,,,,0,8
Total,339,4,197,160,0,8
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,9
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,9
Josh Shapiro,9,0,139,150,0,9
Write-In,,0,2,0,0,9
Nikil Saval,,,20,0,0,9
Larry Farnese,,,,8,0,9
Write-In,,,,,0,9
Total,298,2,161,158,0,9
,Attorney General - Democrat,,Senator In The General Assembly 1st District - Democrat,,,10
,Josh Shapiro,Write-In,Nikil Saval,Larry Farnese,Write-In,10
