col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
Daisy Confoy,,,,,,,,,,,,,,,,,1,"10,765","10,670","9,963","10,004","9,290","9,838","9,030","9,215",68,"10,451","2,192",7,All
Christina Borst,,,,,,,,,,,,,,,,,,0,"11,006","9,603","9,401","9,450","9,077","9,402","9,442",31,"9,934","2,169",4,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,2,"9,711","9,315","9,439","9,094","9,355","9,381",39,"9,912","2,064",4,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,0,"9,398","9,127","9,285","9,007","9,022",33,"9,183","1,907",5,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,0,"9,170","9,662","8,935","9,116",44,"8,953","1,903",7,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,0,"8,930","9,107","9,324",30,"8,492","1,856",7,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,"8,824","8,860",44,"8,588","1,720",6,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,1,"9,012",34,"8,329","1,773",5,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,2,44,"8,268","1,655",5,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,110,7,All
Nikil Saval,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,790",0,0,All
Larry Farnese,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,360",0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,All
Total,"27,708","26,870","26,732","26,332","26,281","26,005","25,990","25,948","25,083","24,308","24,217","14,689","14,544","13,775","13,458","13,355","13,037","12,473","12,337","11,455","11,220","10,684","10,655","10,424","10,253",779,"23,641","18,602",37,All
