col_1,col_2,col_3,col_4,col_5,division
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,All
,John Sabatina,Write-In,Joe Torsella,Write-In,All
John Sabatina,410,0,"2,683",2,All
Write-In,,2,1,3,All
Joe Torsella,,,82,0,All
Write-In,,,,1,All
Total,"3,095",6,"2,766",6,All
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,1
,John Sabatina,Write-In,Joe Torsella,Write-In,1
John Sabatina,10,0,87,0,1
Write-In,,0,0,0,1
Joe Torsella,,,5,0,1
Write-In,,,,0,1
Total,97,0,92,0,1
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,2
,John Sabatina,Write-In,Joe Torsella,Write-In,2
John Sabatina,14,0,113,0,2
Write-In,,0,0,0,2
Joe Torsella,,,2,0,2
Write-In,,,,0,2
Total,127,0,115,0,2
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,3
,John Sabatina,Write-In,Joe Torsella,Write-In,3
John Sabatina,22,0,92,0,3
Write-In,,0,0,0,3
Joe Torsella,,,1,0,3
Write-In,,,,0,3
Total,114,0,93,0,3
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,4
,John Sabatina,Write-In,Joe Torsella,Write-In,4
John Sabatina,16,0,88,0,4
Write-In,,0,0,0,4
Joe Torsella,,,3,0,4
Write-In,,,,0,4
Total,104,0,91,0,4
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,5
,John Sabatina,Write-In,Joe Torsella,Write-In,5
John Sabatina,14,0,74,0,5
Write-In,,0,0,0,5
Joe Torsella,,,2,0,5
Write-In,,,,0,5
Total,88,0,76,0,5
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,6
,John Sabatina,Write-In,Joe Torsella,Write-In,6
John Sabatina,21,0,184,0,6
Write-In,,0,0,0,6
Joe Torsella,,,8,0,6
Write-In,,,,0,6
Total,205,0,192,0,6
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,7
,John Sabatina,Write-In,Joe Torsella,Write-In,7
John Sabatina,12,0,105,0,7
Write-In,,0,0,1,7
Joe Torsella,,,1,0,7
Write-In,,,,0,7
Total,117,1,106,1,7
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,8
,John Sabatina,Write-In,Joe Torsella,Write-In,8
John Sabatina,28,0,126,0,8
Write-In,,1,0,1,8
Joe Torsella,,,2,0,8
Write-In,,,,0,8
Total,154,2,128,1,8
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,9
,John Sabatina,Write-In,Joe Torsella,Write-In,9
John Sabatina,17,0,82,0,9
Write-In,,0,0,0,9
Joe Torsella,,,0,0,9
Write-In,,,,0,9
Total,99,0,82,0,9
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,10
,John Sabatina,Write-In,Joe Torsella,Write-In,10
John Sabatina,17,0,128,0,10
Write-In,,0,0,0,10
Joe Torsella,,,5,0,10
Write-In,,,,0,10
Total,145,0,133,0,10
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,11
,John Sabatina,Write-In,Joe Torsella,Write-In,11
John Sabatina,15,0,116,0,11
Write-In,,0,0,0,11
Joe Torsella,,,7,0,11
Write-In,,,,0,11
Total,131,0,123,0,11
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,12
,John Sabatina,Write-In,Joe Torsella,Write-In,12
John Sabatina,15,0,81,0,12
Write-In,,0,0,0,12
Joe Torsella,,,0,0,12
Write-In,,,,0,12
Total,96,0,81,0,12
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,13
,John Sabatina,Write-In,Joe Torsella,Write-In,13
John Sabatina,22,0,86,0,13
Write-In,,0,0,1,13
Joe Torsella,,,3,0,13
Write-In,,,,0,13
Total,108,1,89,1,13
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,14
,John Sabatina,Write-In,Joe Torsella,Write-In,14
John Sabatina,10,0,93,1,14
Write-In,,0,0,0,14
Joe Torsella,,,1,0,14
Write-In,,,,0,14
Total,104,0,94,1,14
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,15
,John Sabatina,Write-In,Joe Torsella,Write-In,15
John Sabatina,14,0,90,0,15
Write-In,,0,0,0,15
Joe Torsella,,,2,0,15
Write-In,,,,0,15
Total,104,0,92,0,15
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,16
,John Sabatina,Write-In,Joe Torsella,Write-In,16
John Sabatina,13,0,75,0,16
Write-In,,0,0,0,16
Joe Torsella,,,3,0,16
Write-In,,,,0,16
Total,88,0,78,0,16
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,17
,John Sabatina,Write-In,Joe Torsella,Write-In,17
John Sabatina,20,0,83,0,17
Write-In,,0,0,0,17
Joe Torsella,,,5,0,17
Write-In,,,,0,17
Total,103,0,88,0,17
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,18
,John Sabatina,Write-In,Joe Torsella,Write-In,18
John Sabatina,9,0,92,0,18
Write-In,,0,0,0,18
Joe Torsella,,,3,0,18
Write-In,,,,0,18
Total,101,0,95,0,18
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,19
,John Sabatina,Write-In,Joe Torsella,Write-In,19
John Sabatina,11,0,83,1,19
Write-In,,0,0,0,19
Joe Torsella,,,0,0,19
Write-In,,,,0,19
Total,95,0,83,1,19
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,20
,John Sabatina,Write-In,Joe Torsella,Write-In,20
John Sabatina,19,0,66,0,20
Write-In,,1,0,0,20
Joe Torsella,,,1,0,20
Write-In,,,,1,20
Total,85,1,67,1,20
,Senator In The General Assembly 5th District - Democrat,,State Treasurer - Democrat,,21
,John Sabatina,Write-In,Joe Torsella,Write-In,21
John Sabatina,13,0,93,0,21
Write-In,,0,1,0,21
Joe Torsella,,,4,0,21
