col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Democrat,,,,Representative In The General Assembly 188th District - Democrat,,,,,All
,Joseph R Biden,Bernie Sanders,Write-In,Tulsi Gabbard,Rick Krajewski,James R Roebuck,Gregory R Benjamin,Karen Dunn,Write-In,All
Joseph R Biden,607,0,0,0,"2,454","2,942","1,441","1,252",10,All
Bernie Sanders,,187,0,0,"3,626",587,268,464,5,All
Write-In,,,8,0,105,36,9,17,1,All
Tulsi Gabbard,,,,6,26,22,9,20,0,All
Rick Krajewski,,,,,64,0,0,0,0,All
James R Roebuck,,,,,,62,0,0,0,All
Gregory R Benjamin,,,,,,,78,0,0,All
Karen Dunn,,,,,,,,12,0,All
Write-In,,,,,,,,,2,All
Total,"8,706","5,137",176,83,"6,275","3,649","1,805","1,765",18,All
