col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 1st District - Democrat,,,All
,Brendan F Boyle,Write-In,Nikil Saval,Larry Farnese,Write-In,All
Brendan F Boyle,104,0,"2,678","1,019",2,All
Write-In,,3,14,5,3,All
Nikil Saval,,,386,0,0,All
Larry Farnese,,,,163,0,All
Write-In,,,,,0,All
Total,"3,803",25,"3,078","1,187",5,All
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 1st District - Democrat,,,1
,Brendan F Boyle,Write-In,Nikil Saval,Larry Farnese,Write-In,1
Brendan F Boyle,5,0,152,49,0,1
Write-In,,1,1,0,0,1
Nikil Saval,,,13,0,0,1
Larry Farnese,,,,8,0,1
Write-In,,,,,0,1
Total,206,2,166,57,0,1
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 1st District - Democrat,,,2
,Brendan F Boyle,Write-In,Nikil Saval,Larry Farnese,Write-In,2
Brendan F Boyle,7,0,115,69,0,2
Write-In,,0,1,0,0,2
Nikil Saval,,,17,0,0,2
Larry Farnese,,,,3,0,2
Write-In,,,,,0,2
Total,191,1,133,72,0,2
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 1st District - Democrat,,,3
,Brendan F Boyle,Write-In,Nikil Saval,Larry Farnese,Write-In,3
Brendan F Boyle,3,0,42,23,0,3
Write-In,,0,0,0,0,3
Nikil Saval,,,6,0,0,3
Larry Farnese,,,,12,0,3
Write-In,,,,,0,3
Total,68,0,48,35,0,3
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 1st District - Democrat,,,4
,Brendan F Boyle,Write-In,Nikil Saval,Larry Farnese,Write-In,4
Brendan F Boyle,13,0,151,53,0,4
Write-In,,0,0,0,1,4
Nikil Saval,,,16,0,0,4
Larry Farnese,,,,8,0,4
Write-In,,,,,0,4
Total,217,1,167,61,1,4
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 1st District - Democrat,,,5
,Brendan F Boyle,Write-In,Nikil Saval,Larry Farnese,Write-In,5
Brendan F Boyle,5,0,138,61,1,5
Write-In,,0,0,0,0,5
Nikil Saval,,,32,0,0,5
Larry Farnese,,,,7,0,5
Write-In,,,,,0,5
Total,205,0,170,68,1,5
,Representative In Congress 2nd District - Democrat,,Senator In The General Assembly 1st District - Democrat,,,6
