col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 185th District - Democrat,,,All
,Regina Young,Maria P Donatucci,Write-In,All
Regina Young,617,0,0,All
Maria P Donatucci,,336,0,All
Write-In,,,3,All
Total,617,336,3,All
,Representative In The General Assembly 185th District - Democrat,,,10
,Regina Young,Maria P Donatucci,Write-In,10
Regina Young,165,0,0,10
Maria P Donatucci,,85,0,10
Write-In,,,1,10
Total,165,85,1,10
,Representative In The General Assembly 185th District - Democrat,,,11
,Regina Young,Maria P Donatucci,Write-In,11
Regina Young,98,0,0,11
Maria P Donatucci,,78,0,11
Write-In,,,1,11
Total,98,78,1,11
,Representative In The General Assembly 185th District - Democrat,,,12
,Regina Young,Maria P Donatucci,Write-In,12
Regina Young,106,0,0,12
Maria P Donatucci,,59,0,12
Write-In,,,0,12
Total,106,59,0,12
,Representative In The General Assembly 185th District - Democrat,,,13
,Regina Young,Maria P Donatucci,Write-In,13
Regina Young,113,0,0,13
Maria P Donatucci,,64,0,13
Write-In,,,1,13
Total,113,64,1,13
,Representative In The General Assembly 185th District - Democrat,,,15
,Regina Young,Maria P Donatucci,Write-In,15
Regina Young,135,0,0,15
Maria P Donatucci,,50,0,15
Write-In,,,0,15
Total,135,50,0,15
