col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,All
,Joe Torsella,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,All
Joe Torsella,46,0,301,319,167,32,0,All
Write-In,,1,1,0,0,0,0,All
Amen Brown,,,304,0,0,0,0,All
Roni Green,,,,121,0,0,0,All
Danyl Patterson,,,,,104,0,0,All
Van Stone,,,,,,24,0,All
Write-In,,,,,,,3,All
Total,865,2,606,440,271,56,3,All
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,1
,Joe Torsella,Write-In,Amen Brown,Danyl Patterson,Roni Green,Van Stone,Write-In,1
Joe Torsella,5,0,46,34,28,0,0,1
Write-In,,0,0,0,0,0,0,1
Amen Brown,,,33,0,0,0,0,1
Danyl Patterson,,,,20,0,0,0,1
Roni Green,,,,,17,0,0,1
Van Stone,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,113,0,79,54,45,0,0,1
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,7
,Joe Torsella,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,7
Joe Torsella,2,0,38,42,23,3,0,7
Write-In,,0,1,0,0,0,0,7
Amen Brown,,,28,0,0,0,0,7
Roni Green,,,,25,0,0,0,7
Danyl Patterson,,,,,16,0,0,7
Van Stone,,,,,,1,0,7
Write-In,,,,,,,0,7
Total,108,1,67,67,39,4,0,7
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,8
,Joe Torsella,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,8
Joe Torsella,25,0,42,40,22,0,0,8
Write-In,,0,0,0,0,0,0,8
Amen Brown,,,68,0,0,0,0,8
Roni Green,,,,24,0,0,0,8
Danyl Patterson,,,,,24,0,0,8
Van Stone,,,,,,5,0,8
Write-In,,,,,,,3,8
Total,129,0,110,64,46,5,3,8
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,12
,Joe Torsella,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,12
Joe Torsella,3,0,44,44,19,3,0,12
Write-In,,0,0,0,0,0,0,12
Amen Brown,,,31,0,0,0,0,12
Roni Green,,,,6,0,0,0,12
Danyl Patterson,,,,,5,0,0,12
Van Stone,,,,,,2,0,12
Write-In,,,,,,,0,12
Total,113,0,75,50,24,5,0,12
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,13
,Joe Torsella,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,13
Joe Torsella,4,0,40,41,16,10,0,13
Write-In,,0,0,0,0,0,0,13
Amen Brown,,,51,0,0,0,0,13
Roni Green,,,,23,0,0,0,13
Danyl Patterson,,,,,15,0,0,13
Van Stone,,,,,,4,0,13
Write-In,,,,,,,0,13
Total,111,0,91,64,31,14,0,13
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,19
,Joe Torsella,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,19
Joe Torsella,5,0,26,27,24,2,0,19
Write-In,,1,0,0,0,0,0,19
Amen Brown,,,27,0,0,0,0,19
Roni Green,,,,8,0,0,0,19
Danyl Patterson,,,,,10,0,0,19
Van Stone,,,,,,4,0,19
Write-In,,,,,,,0,19
Total,84,1,53,35,34,6,0,19
,State Treasurer - Democrat,,Representative In The General Assembly 190th District - Democrat,,,,,20
,Joe Torsella,Write-In,Amen Brown,Roni Green,Danyl Patterson,Van Stone,Write-In,20
Joe Torsella,2,0,65,97,29,14,0,20
Write-In,,0,0,0,0,0,0,20
Amen Brown,,,66,0,0,0,0,20
Roni Green,,,,18,0,0,0,20
Danyl Patterson,,,,,14,0,0,20
Van Stone,,,,,,8,0,20
Write-In,,,,,,,0,20
Total,207,0,131,115,43,22,0,20
