col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 2nd District - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,David Torres,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,All
David Torres,703,0,"9,884","6,791","6,744","6,359",76,All
Write-In,,20,37,26,26,22,55,All
Pete Digiannantonio,,,593,"4,871","5,090","5,268",33,All
Christopher M Vogler,,,,197,"3,648","4,040",33,All
Gary Grisafi,,,,,214,"2,664",35,All
William M Pirolli,,,,,,122,21,All
Write-In,,,,,,,7,All
Total,"14,016",103,"11,676","7,982","7,640","7,444",171,All
