col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,All
,Brendan F Boyle,Write-In,Jeff Dempsey,Marylouise Isaacson,Vanessa Mcgrath,Andre Del Valle,Write-In,All
Brendan F Boyle,85,0,680,668,603,363,1,All
Write-In,,0,3,3,2,4,2,All
Jeff Dempsey,,,115,0,0,0,0,All
Marylouise Isaacson,,,,60,0,0,0,All
Vanessa Mcgrath,,,,,70,0,0,All
Andre Del Valle,,,,,,67,0,All
Write-In,,,,,,,1,All
Total,"2,400",14,798,731,675,434,4,All
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,1
,Brendan F Boyle,Write-In,Jeff Dempsey,Vanessa Mcgrath,Marylouise Isaacson,Andre Del Valle,Write-In,1
Brendan F Boyle,14,0,77,72,69,50,0,1
Write-In,,0,0,0,1,1,1,1
Jeff Dempsey,,,15,0,0,0,0,1
Vanessa Mcgrath,,,,11,0,0,0,1
Marylouise Isaacson,,,,,2,0,0,1
Andre Del Valle,,,,,,9,0,1
Write-In,,,,,,,0,1
Total,282,3,92,83,72,60,1,1
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,2
,Brendan F Boyle,Write-In,Jeff Dempsey,Marylouise Isaacson,Vanessa Mcgrath,Andre Del Valle,Write-In,2
Brendan F Boyle,1,0,10,10,9,2,0,2
Write-In,,0,0,0,0,0,0,2
Jeff Dempsey,,,1,0,0,0,0,2
Marylouise Isaacson,,,,1,0,0,0,2
Vanessa Mcgrath,,,,,1,0,0,2
Andre Del Valle,,,,,,3,0,2
Write-In,,,,,,,0,2
Total,32,0,11,11,10,5,0,2
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,3
,Brendan F Boyle,Write-In,Vanessa Mcgrath,Jeff Dempsey,Marylouise Isaacson,Andre Del Valle,Write-In,3
Brendan F Boyle,6,0,87,60,44,25,0,3
Write-In,,0,2,0,0,0,1,3
Vanessa Mcgrath,,,4,0,0,0,0,3
Jeff Dempsey,,,,13,0,0,0,3
Marylouise Isaacson,,,,,4,0,0,3
Andre Del Valle,,,,,,2,0,3
Write-In,,,,,,,0,3
Total,222,3,93,73,48,27,1,3
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,4
,Brendan F Boyle,Write-In,Jeff Dempsey,Marylouise Isaacson,Vanessa Mcgrath,Andre Del Valle,Write-In,4
Brendan F Boyle,8,0,61,62,55,23,0,4
Write-In,,0,0,0,0,0,0,4
Jeff Dempsey,,,15,0,0,0,0,4
Marylouise Isaacson,,,,7,0,0,0,4
Vanessa Mcgrath,,,,,5,0,0,4
Andre Del Valle,,,,,,6,0,4
Write-In,,,,,,,0,4
Total,209,0,76,69,60,29,0,4
,Representative In Congress 2nd District - Democrat,,Representative In The General Assembly 175th District - Democrat,,,,,5
,Brendan F Boyle,Write-In,Jeff Dempsey,Marylouise Isaacson,Vanessa Mcgrath,Andre Del Valle,Write-In,5
Brendan F Boyle,5,0,50,53,48,17,0,5
Write-In,,0,0,0,0,0,0,5
Jeff Dempsey,,,9,0,0,0,0,5
Marylouise Isaacson,,,,5,0,0,0,5
Vanessa Mcgrath,,,,,0,0,0,5
Andre Del Valle,,,,,,1,0,5
