col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Jared Solomon,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Alvaro Quinones,Lorraine Haw,Vayda Good,Kempis Ghani Songster,Adam Tennant,Ronald Raju Joseph,Write-In,All
Jared Solomon,446,0,"4,510","4,248","4,085","3,950","3,872","3,622","1,989","1,955","1,505","1,429","1,399","1,242","1,216","1,191",65,All
Write-In,,4,4,6,7,5,7,8,10,12,10,10,10,10,9,10,4,All
Pamela Robinson,,,90,"4,507","4,426","4,286","4,233","3,750","1,292","1,168",647,678,577,505,416,363,32,All
Michele Lockman,,,,26,"4,378","4,306","4,267","3,670","1,223","1,106",618,581,527,414,385,359,38,All
Anthony Bellmon,,,,,21,"4,275","4,273","3,586","1,092","1,013",504,494,417,401,289,319,27,All
Patrick Parkinson,,,,,,15,"4,205","3,512","1,084",977,456,459,327,353,299,286,43,All
Theodore Kirsch,,,,,,,8,"3,500","1,020",926,418,431,341,345,277,255,31,All
Mona Getzes Cohen,,,,,,,,27,749,719,638,608,566,364,400,382,38,All
Lisa Powley,,,,,,,,,13,"1,653","1,009",986,"1,021",960,924,914,3,All
Amy Roat,,,,,,,,,,35,"1,034","1,047","1,050",940,962,954,1,All
Alvaro Quinones,,,,,,,,,,,11,997,"1,134",921,985,984,8,All
Lorraine Haw,,,,,,,,,,,,5,"1,064",981,932,915,0,All
Vayda Good,,,,,,,,,,,,,2,951,985,980,5,All
Kempis Ghani Songster,,,,,,,,,,,,,,10,875,923,1,All
Adam Tennant,,,,,,,,,,,,,,,4,963,4,All
Ronald Raju Joseph,,,,,,,,,,,,,,,,6,4,All
Write-In,,,,,,,,,,,,,,,,,1,All
Total,"6,458",25,"5,320","4,983","4,793","4,625","4,540","4,228","2,238","2,231","1,670","1,589","1,547","1,413","1,351","1,342",74,All
