col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Brian Sims,Marisa Shaaban,Write-In,All
Nina Ahmad,209,0,0,0,0,0,0,"2,394","1,404",4,All
Michael Lamb,,19,0,0,0,0,0,272,135,0,All
Tracie Fountain,,,15,0,0,0,0,189,119,0,All
Christina M Hartman,,,,10,0,0,0,143,88,0,All
Rose Rosie Marie Davis,,,,,8,0,0,64,58,0,All
H Scott Conklin,,,,,,4,0,57,50,0,All
Write-In,,,,,,,1,1,0,0,All
Brian Sims,,,,,,,,155,0,0,All
Marisa Shaaban,,,,,,,,,72,0,All
Write-In,,,,,,,,,,0,All
Total,"4,011",426,323,241,130,111,2,"3,275","1,926",4,All
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,2
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Brian Sims,Marisa Shaaban,Write-In,2
Nina Ahmad,9,0,0,0,0,0,0,70,51,0,2
Michael Lamb,,1,0,0,0,0,0,7,8,0,2
Christina M Hartman,,,0,0,0,0,0,4,7,0,2
Tracie Fountain,,,,2,0,0,0,6,2,0,2
Rose Rosie Marie Davis,,,,,1,0,0,2,3,0,2
H Scott Conklin,,,,,,0,0,0,4,0,2
Write-In,,,,,,,0,0,0,0,2
Brian Sims,,,,,,,,3,0,0,2
Marisa Shaaban,,,,,,,,,3,0,2
Write-In,,,,,,,,,,0,2
Total,130,16,11,10,6,4,0,92,78,0,2
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,3
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Brian Sims,Marisa Shaaban,Write-In,3
Nina Ahmad,8,0,0,0,0,0,0,89,36,0,3
Michael Lamb,,0,0,0,0,0,0,13,0,0,3
Christina M Hartman,,,1,0,0,0,0,5,5,0,3
Tracie Fountain,,,,1,0,0,0,6,2,0,3
Rose Rosie Marie Davis,,,,,0,0,0,2,4,0,3
H Scott Conklin,,,,,,0,0,0,1,0,3
Write-In,,,,,,,0,0,0,0,3
Brian Sims,,,,,,,,3,0,0,3
Marisa Shaaban,,,,,,,,,3,0,3
Write-In,,,,,,,,,,0,3
Total,133,13,11,9,6,1,0,118,51,0,3
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,4
,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Write-In,Brian Sims,Marisa Shaaban,Write-In,4
Nina Ahmad,5,0,0,0,0,0,0,124,68,0,4
Michael Lamb,,1,0,0,0,0,0,12,9,0,4
Christina M Hartman,,,0,0,0,0,0,5,7,0,4
Rose Rosie Marie Davis,,,,2,0,0,0,5,3,0,4
Tracie Fountain,,,,,0,0,0,6,4,0,4
H Scott Conklin,,,,,,0,0,2,5,0,4
Write-In,,,,,,,0,0,0,0,4
Brian Sims,,,,,,,,9,0,0,4
Marisa Shaaban,,,,,,,,,4,0,4
Write-In,,,,,,,,,,0,4
Total,197,22,12,10,10,7,0,163,100,0,4
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 182nd District - Democrat,,,5
