col_1,col_2,col_3,col_4,division
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,All
,Josh Shapiro,Write-In,Write-In,All
Josh Shapiro,"2,012",0,215,All
Write-In,,12,4,All
Write-In,,,36,All
Total,"2,227",16,255,All
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,1
,Josh Shapiro,Write-In,Write-In,1
Josh Shapiro,82,0,18,1
Write-In,,0,0,1
Write-In,,,4,1
Total,100,0,22,1
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,3
,Josh Shapiro,Write-In,Write-In,3
Josh Shapiro,48,0,6,3
Write-In,,0,0,3
Write-In,,,2,3
Total,54,0,8,3
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,4
,Josh Shapiro,Write-In,Write-In,4
Josh Shapiro,60,0,7,4
Write-In,,0,0,4
Write-In,,,0,4
Total,67,0,7,4
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,5
,Josh Shapiro,Write-In,Write-In,5
Josh Shapiro,90,0,19,5
Write-In,,0,1,5
Write-In,,,2,5
Total,109,1,22,5
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,6
,Josh Shapiro,Write-In,Write-In,6
Josh Shapiro,73,0,10,6
Write-In,,1,1,6
Write-In,,,0,6
Total,83,2,11,6
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,8
,Josh Shapiro,Write-In,Write-In,8
Josh Shapiro,155,0,4,8
Write-In,,0,0,8
Write-In,,,1,8
Total,159,0,5,8
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,9
,Josh Shapiro,Write-In,Write-In,9
Josh Shapiro,69,0,8,9
Write-In,,0,0,9
Write-In,,,2,9
Total,77,0,10,9
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,10
,Josh Shapiro,Write-In,Write-In,10
Josh Shapiro,107,0,6,10
Write-In,,0,0,10
Write-In,,,1,10
Total,113,0,7,10
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,12
,Josh Shapiro,Write-In,Write-In,12
Josh Shapiro,78,0,9,12
Write-In,,0,0,12
Write-In,,,4,12
Total,87,0,13,12
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,13
,Josh Shapiro,Write-In,Write-In,13
Josh Shapiro,52,0,6,13
Write-In,,0,0,13
Write-In,,,0,13
Total,58,0,6,13
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,14
,Josh Shapiro,Write-In,Write-In,14
Josh Shapiro,76,0,15,14
Write-In,,1,0,14
Write-In,,,4,14
Total,91,1,19,14
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,15
,Josh Shapiro,Write-In,Write-In,15
Josh Shapiro,107,0,4,15
Write-In,,0,0,15
Write-In,,,0,15
Total,111,0,4,15
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,16
,Josh Shapiro,Write-In,Write-In,16
Josh Shapiro,45,0,9,16
Write-In,,1,0,16
Write-In,,,1,16
Total,54,1,10,16
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,18
,Josh Shapiro,Write-In,Write-In,18
Josh Shapiro,76,0,5,18
Write-In,,1,0,18
Write-In,,,2,18
Total,81,1,7,18
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,20
,Josh Shapiro,Write-In,Write-In,20
Josh Shapiro,67,0,8,20
Write-In,,1,0,20
Write-In,,,2,20
Total,75,1,10,20
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,22
,Josh Shapiro,Write-In,Write-In,22
Josh Shapiro,123,0,10,22
Write-In,,2,1,22
Write-In,,,5,22
Total,133,3,16,22
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,23
,Josh Shapiro,Write-In,Write-In,23
Josh Shapiro,90,0,13,23
Write-In,,0,0,23
Write-In,,,0,23
Total,103,0,13,23
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,31
,Josh Shapiro,Write-In,Write-In,31
Josh Shapiro,88,0,5,31
Write-In,,0,1,31
Write-In,,,0,31
Total,93,1,6,31
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,33
,Josh Shapiro,Write-In,Write-In,33
Josh Shapiro,118,0,10,33
Write-In,,1,0,33
Write-In,,,0,33
Total,128,1,10,33
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,34
,Josh Shapiro,Write-In,Write-In,34
Josh Shapiro,54,0,10,34
Write-In,,0,0,34
Write-In,,,0,34
Total,64,0,10,34
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,38
,Josh Shapiro,Write-In,Write-In,38
Josh Shapiro,82,0,11,38
Write-In,,1,0,38
Write-In,,,4,38
Total,93,1,15,38
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,39
,Josh Shapiro,Write-In,Write-In,39
Josh Shapiro,98,0,2,39
Write-In,,1,0,39
Write-In,,,0,39
Total,100,1,2,39
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,40
,Josh Shapiro,Write-In,Write-In,40
Josh Shapiro,62,0,3,40
Write-In,,1,0,40
Write-In,,,0,40
Total,65,1,3,40
,Attorney General - Democrat,,Representative In The General Assembly 170th District - Democrat,41
,Josh Shapiro,Write-In,Write-In,41
Josh Shapiro,112,0,17,41
Write-In,,1,0,41
Write-In,,,2,41
Total,129,1,19,41
