col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 180th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Angel Cruz,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Alvaro Quinones,Ronald Raju Joseph,Lorraine Haw,Kempis Ghani Songster,Vayda Good,Adam Tennant,Write-In,All
Angel Cruz,40,0,352,324,317,307,288,238,196,189,161,129,132,123,127,121,5,All
Write-In,,3,2,2,2,2,1,3,0,0,1,1,1,1,1,1,1,All
Pamela Robinson,,,12,355,356,358,337,265,107,106,61,37,48,43,38,37,6,All
Michele Lockman,,,,2,347,358,337,249,109,109,60,43,44,42,38,38,5,All
Anthony Bellmon,,,,,2,352,335,249,99,94,48,37,41,34,28,19,4,All
Patrick Parkinson,,,,,,6,343,247,105,99,48,36,41,37,27,33,5,All
Theodore Kirsch,,,,,,,2,237,91,95,34,27,35,32,31,24,4,All
Mona Getzes Cohen,,,,,,,,3,48,49,50,28,40,31,35,31,5,All
Amy Roat,,,,,,,,,6,177,134,119,116,112,118,120,1,All
Lisa Powley,,,,,,,,,,1,120,105,100,109,108,112,0,All
Alvaro Quinones,,,,,,,,,,,1,129,118,115,132,127,1,All
Ronald Raju Joseph,,,,,,,,,,,,1,104,114,113,120,0,All
Lorraine Haw,,,,,,,,,,,,,2,108,108,103,1,All
Kempis Ghani Songster,,,,,,,,,,,,,,4,102,108,0,All
Vayda Good,,,,,,,,,,,,,,,0,116,1,All
Adam Tennant,,,,,,,,,,,,,,,,2,1,All
Write-In,,,,,,,,,,,,,,,,,0,All
Total,551,6,447,410,399,396,367,306,242,227,196,160,159,156,154,153,6,All
,Representative In The General Assembly 180th District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,8
