col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,All
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,All
Kevin J Boyle,81,0,390,0,All
Write-In,,0,1,0,All
Josh Shapiro,,,10,0,All
Write-In,,,,0,All
Total,471,1,401,0,All
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,10
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,10
Kevin J Boyle,10,0,45,0,10
Write-In,,0,0,0,10
Josh Shapiro,,,1,0,10
Write-In,,,,0,10
Total,55,0,46,0,10
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,14
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,14
Kevin J Boyle,6,0,35,0,14
Write-In,,0,0,0,14
Josh Shapiro,,,0,0,14
Write-In,,,,0,14
Total,41,0,35,0,14
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,15
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,15
Kevin J Boyle,10,0,55,0,15
Write-In,,0,0,0,15
Josh Shapiro,,,0,0,15
Write-In,,,,0,15
Total,65,0,55,0,15
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,19
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,19
Kevin J Boyle,9,0,64,0,19
Write-In,,0,0,0,19
Josh Shapiro,,,3,0,19
Write-In,,,,0,19
Total,73,0,67,0,19
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,20
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,20
Kevin J Boyle,10,0,53,0,20
Write-In,,0,1,0,20
Josh Shapiro,,,1,0,20
Write-In,,,,0,20
Total,63,1,55,0,20
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,21
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,21
Kevin J Boyle,16,0,64,0,21
Write-In,,0,0,0,21
Josh Shapiro,,,1,0,21
Write-In,,,,0,21
Total,80,0,65,0,21
,Representative In The General Assembly 172nd District - Democrat,,Attorney General - Democrat,,22
,Kevin J Boyle,Write-In,Josh Shapiro,Write-In,22
Kevin J Boyle,20,0,74,0,22
Write-In,,0,0,0,22
Josh Shapiro,,,4,0,22
Write-In,,,,0,22
Total,94,0,78,0,22
