col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Senator In The General Assembly 1st District - Republican,All
,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,Write-In,All
Denise Furey,105,781,736,516,338,12,65,All
Paul Panepinto,,144,669,368,305,10,61,All
Calvin Tucker,,,68,388,300,5,51,All
Erin Elmore,,,,97,296,14,48,All
John Paul Sutton,,,,,38,3,36,All
Write-In,,,,,,11,16,All
Write-In,,,,,,,12,All
Total,"1,385","1,279","1,152",958,700,74,135,All
