col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 5th District - Democrat,,Auditor General - Democrat,,,,,,,All
,Mary Gay Scanlon,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,All
Mary Gay Scanlon,117,0,"1,501",210,132,109,85,83,0,All
Write-In,,1,5,5,0,0,1,0,1,All
Nina Ahmad,,,266,0,0,0,0,0,0,All
Michael Lamb,,,,55,0,0,0,0,0,All
Christina M Hartman,,,,,30,0,0,0,0,All
Tracie Fountain,,,,,,17,0,0,0,All
H Scott Conklin,,,,,,,30,0,0,All
Rose Rosie Marie Davis,,,,,,,,33,0,All
Write-In,,,,,,,,,0,All
Total,"2,237",13,"1,772",270,162,126,116,116,1,All
,Representative In Congress 5th District - Democrat,,Auditor General - Democrat,,,,,,,1
,Mary Gay Scanlon,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,Write-In,1
Mary Gay Scanlon,5,0,39,8,5,6,4,4,0,1
Write-In,,0,0,0,0,0,0,0,0,1
Nina Ahmad,,,6,0,0,0,0,0,0,1
Michael Lamb,,,,3,0,0,0,0,0,1
H Scott Conklin,,,,,2,0,0,0,0,1
Christina M Hartman,,,,,,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,1,0,0,1
Tracie Fountain,,,,,,,,0,0,1
Write-In,,,,,,,,,0,1
Total,71,0,45,11,7,6,5,4,0,1
,Representative In Congress 5th District - Democrat,,Auditor General - Democrat,,,,,,,2
,Mary Gay Scanlon,Write-In,Nina Ahmad,Christina M Hartman,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Write-In,2
Mary Gay Scanlon,9,0,57,6,6,3,3,3,0,2
Write-In,,0,0,0,0,0,0,0,0,2
Nina Ahmad,,,10,0,0,0,0,0,0,2
Christina M Hartman,,,,2,0,0,0,0,0,2
Michael Lamb,,,,,2,0,0,0,0,2
Rose Rosie Marie Davis,,,,,,2,0,0,0,2
H Scott Conklin,,,,,,,1,0,0,2
Tracie Fountain,,,,,,,,1,0,2
Write-In,,,,,,,,,0,2
Total,87,0,67,8,8,5,4,4,0,2
,Representative In Congress 5th District - Democrat,,Auditor General - Democrat,,,,,,,3
,Mary Gay Scanlon,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Christina M Hartman,Rose Rosie Marie Davis,Tracie Fountain,Write-In,3
Mary Gay Scanlon,3,0,49,7,2,1,2,3,0,3
Write-In,,0,0,0,0,0,0,0,0,3
Nina Ahmad,,,7,0,0,0,0,0,0,3
Michael Lamb,,,,8,0,0,0,0,0,3
H Scott Conklin,,,,,3,0,0,0,0,3
Christina M Hartman,,,,,,3,0,0,0,3
Rose Rosie Marie Davis,,,,,,,2,0,0,3
Tracie Fountain,,,,,,,,0,0,3
