col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 172nd District - Republican,,Representative In Congress 2nd District - Republican,,All
,Aaron Bashir,Write-In,David Torres,Write-In,All
Aaron Bashir,20,0,183,0,All
Write-In,,0,0,0,All
David Torres,,,14,0,All
Write-In,,,,0,All
Total,203,0,197,0,All
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 172nd District - Republican,,1
,David Torres,Write-In,Aaron Bashir,Write-In,1
David Torres,2,0,17,0,1
Write-In,,0,0,0,1
Aaron Bashir,,,1,0,1
Write-In,,,,0,1
Total,19,0,18,0,1
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 172nd District - Republican,,3
,David Torres,Write-In,Aaron Bashir,Write-In,3
David Torres,4,0,25,0,3
Write-In,,0,0,0,3
Aaron Bashir,,,2,0,3
Write-In,,,,0,3
Total,29,0,27,0,3
,Representative In Congress 2nd District - Republican,,Representative In The General Assembly 172nd District - Republican,,5
,David Torres,Write-In,Aaron Bashir,Write-In,5
David Torres,2,0,32,0,5
Write-In,,0,0,0,5
Aaron Bashir,,,1,0,5
Write-In,,,,0,5
Total,34,0,33,0,5
,Representative In The General Assembly 172nd District - Republican,,Representative In Congress 2nd District - Republican,,7
,Aaron Bashir,Write-In,David Torres,Write-In,7
Aaron Bashir,7,0,32,0,7
Write-In,,0,0,0,7
David Torres,,,2,0,7
Write-In,,,,0,7
Total,39,0,34,0,7
,Representative In The General Assembly 172nd District - Republican,,Representative In Congress 2nd District - Republican,,8
,Aaron Bashir,Write-In,David Torres,Write-In,8
Aaron Bashir,4,0,38,0,8
Write-In,,0,0,0,8
David Torres,,,1,0,8
Write-In,,,,0,8
Total,42,0,39,0,8
,Representative In The General Assembly 172nd District - Republican,,Representative In Congress 2nd District - Republican,,9
,Aaron Bashir,Write-In,David Torres,Write-In,9
Aaron Bashir,3,0,13,0,9
Write-In,,0,0,0,9
David Torres,,,1,0,9
Write-In,,,,0,9
Total,16,0,14,0,9
,Representative In The General Assembly 172nd District - Republican,,Representative In Congress 2nd District - Republican,,15
,Aaron Bashir,Write-In,David Torres,Write-In,15
Aaron Bashir,2,0,26,0,15
Write-In,,0,0,0,15
David Torres,,,2,0,15
Write-In,,,,0,15
Total,28,0,28,0,15
