col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,All
,Malcolm Kenyatta,Write-In,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Amy Roat,Lisa Powley,Lorraine Haw,Alvaro Quinones,Vayda Good,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,All
Malcolm Kenyatta,633,0,"4,265","4,037","3,812","3,707","3,650","3,515","2,524","2,442","2,143","2,131","2,123","2,097","1,821","1,732",233,All
Write-In,,8,12,12,12,12,12,11,19,21,19,17,17,17,17,18,12,All
Pamela Robinson,,,46,"4,133","4,002","3,889","3,857","3,541",979,"1,034",684,601,605,628,345,278,167,All
Michele Lockman,,,,9,"3,963","3,906","3,874","3,472",947,968,607,554,555,530,331,276,167,All
Anthony Bellmon,,,,,10,"3,890","3,874","3,333",794,794,462,438,380,492,267,198,171,All
Patrick Parkinson,,,,,,16,"3,825","3,270",729,752,406,386,301,435,255,214,162,All
Theodore Kirsch,,,,,,,6,"3,263",720,743,400,351,333,429,232,185,163,All
Mona Getzes Cohen,,,,,,,,15,652,646,606,582,590,481,329,286,130,All
Amy Roat,,,,,,,,,19,"2,265","1,865","1,810","1,845","1,766","1,686","1,626",18,All
Lisa Powley,,,,,,,,,,9,"1,800","1,771","1,809","1,753","1,642","1,586",15,All
Lorraine Haw,,,,,,,,,,,4,"1,788","1,890","1,820","1,671","1,624",16,All
Alvaro Quinones,,,,,,,,,,,,10,"1,892","1,761","1,709","1,679",10,All
Vayda Good,,,,,,,,,,,,,0,"1,788","1,720","1,671",14,All
Kempis Ghani Songster,,,,,,,,,,,,,,3,"1,705","1,593",48,All
Ronald Raju Joseph,,,,,,,,,,,,,,,4,"1,650",12,All
Adam Tennant,,,,,,,,,,,,,,,,1,8,All
Write-In,,,,,,,,,,,,,,,,,13,All
Total,"7,107",43,"4,800","4,535","4,296","4,188","4,117","3,943","2,814","2,719","2,367","2,364","2,338","2,314","2,029","1,926",291,All
