col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Senator In The General Assembly 1st District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Nikil Saval,Larry Farnese,Write-In,Malcolm Kenyatta,Nina Tinari,Anuj Gupta,Wynnetta Ward,Cindy Bass,Ken Washington,Charlene Cooper,Anlin Wang,Lindy Li,Heather Pope,Sherrie Cohen,Terry Gillen,Matthew Miller,Daisy Confoy,Joanne Beer,Arielle Cohen,Owen Voutsinas-Klose,Carla Le'Coin,Christina Borst,Paul Prescod,Sergio Cea,Steve Paul,Jack Cahill,Bryan Mercer,Daniel Laufer,Write-In,All
Nikil Saval,11,0,0,114,104,108,101,92,91,94,142,93,139,138,77,78,130,126,126,71,124,121,118,120,115,113,113,112,0,All
Larry Farnese,,8,0,66,69,65,67,67,68,63,18,61,16,18,67,65,12,16,16,62,12,15,13,13,14,12,11,8,0,All
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Malcolm Kenyatta,,,,0,165,160,167,148,160,155,46,150,38,41,141,144,31,29,34,131,30,29,24,29,21,22,20,16,0,All
Nina Tinari,,,,,0,161,160,155,159,161,42,153,35,40,150,144,30,29,30,139,26,26,21,23,20,18,12,11,0,All
Anuj Gupta,,,,,,1,154,149,148,153,47,150,36,40,141,135,33,30,31,134,26,27,22,28,21,15,14,11,0,All
Wynnetta Ward,,,,,,,0,146,155,153,42,147,32,38,139,142,26,27,34,127,24,25,19,24,20,16,16,12,0,All
Cindy Bass,,,,,,,,0,144,151,38,140,34,36,142,135,28,29,27,130,25,25,21,18,20,18,16,14,0,All
Ken Washington,,,,,,,,,0,150,32,145,19,26,141,147,17,18,21,132,22,21,15,16,13,16,15,9,0,All
Charlene Cooper,,,,,,,,,,0,35,145,28,33,143,139,22,22,24,130,21,22,13,16,13,14,13,7,0,All
Anlin Wang,,,,,,,,,,,0,36,137,138,28,20,133,128,129,29,125,121,125,124,121,114,112,113,0,All
Lindy Li,,,,,,,,,,,,0,26,31,133,138,25,23,22,124,26,27,15,19,12,14,13,11,0,All
Heather Pope,,,,,,,,,,,,,1,135,18,14,131,131,127,19,117,118,124,120,120,116,112,116,0,All
Sherrie Cohen,,,,,,,,,,,,,,0,21,20,138,136,131,16,124,125,121,123,124,116,115,115,0,All
Terry Gillen,,,,,,,,,,,,,,,0,134,16,19,16,133,14,17,16,9,15,12,10,5,0,All
Matthew Miller,,,,,,,,,,,,,,,,0,11,17,15,124,14,17,12,8,11,14,10,9,0,All
Daisy Confoy,,,,,,,,,,,,,,,,,0,130,127,12,122,121,124,121,118,110,111,110,0,All
Joanne Beer,,,,,,,,,,,,,,,,,,0,121,16,111,114,124,115,118,110,110,110,0,All
Arielle Cohen,,,,,,,,,,,,,,,,,,,0,13,118,116,114,120,115,111,109,113,0,All
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,,0,14,13,18,11,14,12,8,6,0,All
Carla Le'Coin,,,,,,,,,,,,,,,,,,,,,0,125,111,119,107,114,113,115,0,All
Christina Borst,,,,,,,,,,,,,,,,,,,,,,0,112,112,109,114,117,114,0,All
Paul Prescod,,,,,,,,,,,,,,,,,,,,,,,0,111,121,114,109,112,0,All
Sergio Cea,,,,,,,,,,,,,,,,,,,,,,,,0,110,108,109,108,0,All
Steve Paul,,,,,,,,,,,,,,,,,,,,,,,,,0,110,108,109,0,All
Jack Cahill,,,,,,,,,,,,,,,,,,,,,,,,,,0,111,117,0,All
Bryan Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,0,All
Daniel Laufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,245,91,0,192,187,183,179,172,172,171,164,163,161,161,157,154,148,147,145,145,140,140,136,136,132,129,127,123,0,All
,Senator In The General Assembly 1st District - Democrat,,,Delegate To The Democratic National Convention 3rd District - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,10
,Nikil Saval,Larry Farnese,Write-In,Malcolm Kenyatta,Nina Tinari,Anuj Gupta,Wynnetta Ward,Cindy Bass,Ken Washington,Charlene Cooper,Anlin Wang,Lindy Li,Heather Pope,Sherrie Cohen,Terry Gillen,Matthew Miller,Daisy Confoy,Joanne Beer,Arielle Cohen,Owen Voutsinas-Klose,Carla Le'Coin,Christina Borst,Paul Prescod,Sergio Cea,Steve Paul,Jack Cahill,Bryan Mercer,Daniel Laufer,Write-In,10
Nikil Saval,11,0,0,114,104,108,101,92,91,94,142,93,139,138,77,78,130,126,126,71,124,121,118,120,115,113,113,112,0,10
Larry Farnese,,8,0,66,69,65,67,67,68,63,18,61,16,18,67,65,12,16,16,62,12,15,13,13,14,12,11,8,0,10
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Malcolm Kenyatta,,,,0,165,160,167,148,160,155,46,150,38,41,141,144,31,29,34,131,30,29,24,29,21,22,20,16,0,10
Nina Tinari,,,,,0,161,160,155,159,161,42,153,35,40,150,144,30,29,30,139,26,26,21,23,20,18,12,11,0,10
Anuj Gupta,,,,,,1,154,149,148,153,47,150,36,40,141,135,33,30,31,134,26,27,22,28,21,15,14,11,0,10
Wynnetta Ward,,,,,,,0,146,155,153,42,147,32,38,139,142,26,27,34,127,24,25,19,24,20,16,16,12,0,10
Cindy Bass,,,,,,,,0,144,151,38,140,34,36,142,135,28,29,27,130,25,25,21,18,20,18,16,14,0,10
Ken Washington,,,,,,,,,0,150,32,145,19,26,141,147,17,18,21,132,22,21,15,16,13,16,15,9,0,10
Charlene Cooper,,,,,,,,,,0,35,145,28,33,143,139,22,22,24,130,21,22,13,16,13,14,13,7,0,10
Anlin Wang,,,,,,,,,,,0,36,137,138,28,20,133,128,129,29,125,121,125,124,121,114,112,113,0,10
Lindy Li,,,,,,,,,,,,0,26,31,133,138,25,23,22,124,26,27,15,19,12,14,13,11,0,10
Heather Pope,,,,,,,,,,,,,1,135,18,14,131,131,127,19,117,118,124,120,120,116,112,116,0,10
Sherrie Cohen,,,,,,,,,,,,,,0,21,20,138,136,131,16,124,125,121,123,124,116,115,115,0,10
Terry Gillen,,,,,,,,,,,,,,,0,134,16,19,16,133,14,17,16,9,15,12,10,5,0,10
Matthew Miller,,,,,,,,,,,,,,,,0,11,17,15,124,14,17,12,8,11,14,10,9,0,10
Daisy Confoy,,,,,,,,,,,,,,,,,0,130,127,12,122,121,124,121,118,110,111,110,0,10
Joanne Beer,,,,,,,,,,,,,,,,,,0,121,16,111,114,124,115,118,110,110,110,0,10
Arielle Cohen,,,,,,,,,,,,,,,,,,,0,13,118,116,114,120,115,111,109,113,0,10
Owen Voutsinas-Klose,,,,,,,,,,,,,,,,,,,,0,14,13,18,11,14,12,8,6,0,10
