col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,All
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Patrick Parkinson,Theodore Kirsch,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Alvaro Quinones,Kempis Ghani Songster,Ronald Raju Joseph,Adam Tennant,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,All
Pamela Robinson,36,"3,261","3,205","3,106","3,079","2,677",816,710,490,418,388,360,285,223,27,"2,381",584,229,180,101,68,0,All
Michele Lockman,,8,"3,181","3,128","3,098","2,610",787,684,418,368,365,307,262,218,18,"2,193",591,207,168,105,67,0,All
Anthony Bellmon,,,5,"3,079","3,113","2,569",697,625,376,310,292,284,232,148,15,"2,121",570,198,158,99,66,0,All
Patrick Parkinson,,,,6,"3,051","2,501",701,595,354,270,302,268,223,176,11,"2,041",570,196,146,98,66,0,All
Theodore Kirsch,,,,,5,"2,495",672,580,321,271,259,266,201,159,16,"2,021",552,194,144,102,66,0,All
Mona Getzes Cohen,,,,,,7,453,382,410,396,356,249,270,225,11,"1,960",385,144,144,66,53,0,All
Lisa Powley,,,,,,,3,841,478,476,438,459,431,400,3,712,227,80,59,58,31,0,All
Amy Roat,,,,,,,,11,491,466,433,428,421,390,1,646,228,81,56,61,34,0,All
Lorraine Haw,,,,,,,,,0,536,473,488,432,421,1,563,121,58,58,35,20,0,All
Vayda Good,,,,,,,,,,2,525,457,453,435,1,543,114,60,55,22,17,0,All
Alvaro Quinones,,,,,,,,,,,4,432,455,438,1,516,119,50,52,24,18,0,All
Kempis Ghani Songster,,,,,,,,,,,,1,440,403,0,435,131,60,41,31,23,0,All
Ronald Raju Joseph,,,,,,,,,,,,,0,440,0,428,105,54,34,28,19,0,All
Adam Tennant,,,,,,,,,,,,,,0,0,354,106,48,41,34,16,0,All
Write-In,,,,,,,,,,,,,,,0,6,4,0,1,0,0,0,All
Nina Ahmad,,,,,,,,,,,,,,,,229,0,0,0,0,0,0,All
Michael Lamb,,,,,,,,,,,,,,,,,64,0,0,0,0,0,All
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,,36,0,0,0,0,All
Tracie Fountain,,,,,,,,,,,,,,,,,,,15,0,0,0,All
H Scott Conklin,,,,,,,,,,,,,,,,,,,,11,0,0,All
Christina M Hartman,,,,,,,,,,,,,,,,,,,,,13,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"3,816","3,573","3,442","3,337","3,299","2,963","1,228","1,172",892,855,818,774,714,639,43,"3,104",824,329,252,157,110,1,All
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,1
,Michele Lockman,Anthony Bellmon,Pamela Robinson,Patrick Parkinson,Mona Getzes Cohen,Theodore Kirsch,Lisa Powley,Alvaro Quinones,Lorraine Haw,Amy Roat,Vayda Good,Adam Tennant,Kempis Ghani Songster,Ronald Raju Joseph,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,1
Michele Lockman,1,80,74,75,65,73,24,11,13,15,12,8,4,2,2,44,13,8,3,3,3,0,1
Anthony Bellmon,,0,75,74,67,72,22,10,13,16,12,5,3,3,2,45,12,7,3,3,3,0,1
Pamela Robinson,,,2,72,62,69,22,12,14,15,12,8,5,3,1,45,12,8,2,3,2,0,1
Patrick Parkinson,,,,0,60,72,20,9,12,14,8,6,3,2,2,43,11,7,1,3,3,0,1
Mona Getzes Cohen,,,,,0,59,16,14,18,13,16,11,11,8,1,42,11,5,3,2,3,0,1
Theodore Kirsch,,,,,,0,19,8,10,12,9,6,2,1,2,40,11,7,1,3,3,0,1
Lisa Powley,,,,,,,0,15,16,22,16,16,14,12,1,22,4,6,2,1,1,0,1
Alvaro Quinones,,,,,,,,0,23,17,24,21,21,18,0,25,5,2,1,0,0,0,1
Lorraine Haw,,,,,,,,,0,18,24,20,23,19,0,21,7,2,1,0,1,0,1
Amy Roat,,,,,,,,,,0,17,14,16,15,0,24,2,3,2,1,0,0,1
Vayda Good,,,,,,,,,,,0,21,21,20,0,20,6,3,1,0,0,0,1
Adam Tennant,,,,,,,,,,,,0,21,19,0,14,6,3,0,0,2,0,1
Kempis Ghani Songster,,,,,,,,,,,,,0,21,0,15,6,2,1,0,0,0,1
Ronald Raju Joseph,,,,,,,,,,,,,,0,0,14,6,0,1,0,0,0,1
Write-In,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,1
Michael Lamb,,,,,,,,,,,,,,,,,3,0,0,0,0,0,1
Rose Rosie Marie Davis,,,,,,,,,,,,,,,,,,1,0,0,0,0,1
Tracie Fountain,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christina M Hartman,,,,,,,,,,,,,,,,,,,,0,0,0,1
H Scott Conklin,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,0,1
Total,85,84,83,77,76,74,37,36,34,33,32,27,27,23,5,71,22,11,4,3,3,0,1
,Delegate To The Democratic National Convention 2nd District - Democrat,,,,,,,,,,,,,,,Auditor General - Democrat,,,,,,,2
,Pamela Robinson,Michele Lockman,Anthony Bellmon,Theodore Kirsch,Patrick Parkinson,Mona Getzes Cohen,Lisa Powley,Amy Roat,Lorraine Haw,Vayda Good,Ronald Raju Joseph,Alvaro Quinones,Kempis Ghani Songster,Adam Tennant,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,2
Pamela Robinson,1,170,164,157,155,128,54,45,28,26,19,18,17,9,4,126,24,21,10,6,5,0,2
Michele Lockman,,0,166,160,161,125,53,41,24,20,14,16,15,9,4,114,25,20,8,3,6,0,2
Anthony Bellmon,,,1,157,156,122,43,38,24,19,13,13,12,8,2,104,22,19,8,5,5,0,2
Theodore Kirsch,,,,0,156,121,46,36,21,18,12,11,13,6,2,103,22,18,7,4,4,0,2
Patrick Parkinson,,,,,1,116,42,33,20,15,13,12,13,6,2,101,20,20,7,3,5,0,2
Mona Getzes Cohen,,,,,,1,29,21,24,25,16,15,14,11,2,94,11,13,9,6,3,0,2
