col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Auditor General - Democrat,,,,,,,Representative In The General Assembly 188th District - Democrat,,,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Rick Krajewski,James R Roebuck,Gregory R Benjamin,Karen Dunn,Write-In,All
Nina Ahmad,318,0,0,0,0,0,0,"3,961","2,350","1,030","1,177",6,All
Michael Lamb,,36,0,0,0,0,0,719,466,285,75,3,All
Tracie Fountain,,,18,0,0,0,0,618,194,102,188,0,All
Rose Rosie Marie Davis,,,,17,0,0,0,174,115,97,175,0,All
Christina M Hartman,,,,,11,0,0,309,105,32,66,1,All
H Scott Conklin,,,,,,10,0,58,110,49,15,0,All
Write-In,,,,,,,0,4,2,0,3,2,All
Rick Krajewski,,,,,,,,432,0,0,0,0,All
James R Roebuck,,,,,,,,,307,0,0,0,All
Gregory R Benjamin,,,,,,,,,,210,0,0,All
Karen Dunn,,,,,,,,,,,66,0,All
Write-In,,,,,,,,,,,,6,All
Total,"8,842","1,584","1,120",578,524,242,11,"6,275","3,649","1,805","1,765",18,All
