col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Stacy L Garrity,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,All
Stacy L Garrity,51,0,668,538,471,403,3,All
Write-In,,1,1,2,4,4,1,All
Pete Digiannantonio,,,36,404,339,314,2,All
Gary Grisafi,,,,20,277,209,1,All
Christopher M Vogler,,,,,10,245,1,All
William M Pirolli,,,,,,6,2,All
Write-In,,,,,,,1,All
Total,957,6,767,591,521,456,6,All
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,1
,Stacy L Garrity,Write-In,Pete Digiannantonio,Gary Grisafi,William M Pirolli,Christopher M Vogler,Write-In,1
Stacy L Garrity,0,0,21,17,13,11,0,1
Write-In,,0,0,0,0,0,0,1
Pete Digiannantonio,,,0,16,12,10,0,1
Gary Grisafi,,,,0,8,8,0,1
William M Pirolli,,,,,0,6,0,1
Christopher M Vogler,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,26,0,24,20,14,13,0,1
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,2
,Stacy L Garrity,Write-In,Gary Grisafi,Christopher M Vogler,Pete Digiannantonio,William M Pirolli,Write-In,2
Stacy L Garrity,1,0,17,16,15,8,0,2
Write-In,,0,0,0,0,0,0,2
Gary Grisafi,,,1,12,10,6,0,2
Christopher M Vogler,,,,0,9,4,0,2
Pete Digiannantonio,,,,,0,6,0,2
William M Pirolli,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,23,0,18,16,15,8,0,2
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,3
,Stacy L Garrity,Write-In,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Gary Grisafi,Write-In,3
Stacy L Garrity,1,0,12,10,9,6,0,3
Write-In,,0,0,0,0,0,0,3
Pete Digiannantonio,,,0,8,8,6,0,3
Christopher M Vogler,,,,0,7,4,0,3
William M Pirolli,,,,,0,2,0,3
Gary Grisafi,,,,,,2,0,3
Write-In,,,,,,,0,3
Total,15,0,14,10,10,9,0,3
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,4
,Stacy L Garrity,Write-In,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,4
Stacy L Garrity,3,0,20,14,15,13,0,4
Write-In,,0,0,0,0,0,0,4
Pete Digiannantonio,,,1,15,9,13,0,4
William M Pirolli,,,,1,8,7,0,4
Christopher M Vogler,,,,,0,3,0,4
Gary Grisafi,,,,,,0,0,4
Write-In,,,,,,,0,4
Total,30,0,24,18,15,14,0,4
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,5
,Stacy L Garrity,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,5
Stacy L Garrity,2,0,18,16,14,7,1,5
Write-In,,0,0,0,0,0,0,5
Pete Digiannantonio,,,0,10,10,5,0,5
Gary Grisafi,,,,0,9,5,1,5
Christopher M Vogler,,,,,0,5,0,5
William M Pirolli,,,,,,0,0,5
Write-In,,,,,,,0,5
Total,27,0,18,17,14,8,1,5
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,6
,Stacy L Garrity,Write-In,Pete Digiannantonio,Christopher M Vogler,Gary Grisafi,William M Pirolli,Write-In,6
Stacy L Garrity,2,0,38,31,26,24,0,6
Write-In,,0,0,1,1,1,0,6
Pete Digiannantonio,,,2,26,20,20,0,6
Christopher M Vogler,,,,0,19,18,0,6
Gary Grisafi,,,,,1,13,0,6
William M Pirolli,,,,,,1,0,6
Write-In,,,,,,,0,6
Total,51,1,44,36,29,28,0,6
,Delegate To The Republican National Convention 2nd District - Republican,,,,,State Treasurer - Republican,,7
,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,Stacy L Garrity,Write-In,7
Pete Digiannantonio,2,13,11,10,0,24,0,7
Gary Grisafi,,2,7,4,0,15,0,7
Christopher M Vogler,,,0,8,0,13,0,7
William M Pirolli,,,,0,0,11,0,7
Write-In,,,,,0,0,0,7
Stacy L Garrity,,,,,,1,0,7
Write-In,,,,,,,0,7
Total,27,17,13,12,0,27,0,7
,Delegate To The Republican National Convention 2nd District - Republican,,,,,State Treasurer - Republican,,8
,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,Stacy L Garrity,Write-In,8
Pete Digiannantonio,7,22,17,16,0,34,0,8
Gary Grisafi,,0,11,10,0,25,0,8
Christopher M Vogler,,,1,13,0,20,0,8
William M Pirolli,,,,0,0,19,0,8
Write-In,,,,,0,0,0,8
Stacy L Garrity,,,,,,1,0,8
Write-In,,,,,,,0,8
Total,44,27,22,21,0,41,0,8
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,9
,Stacy L Garrity,Write-In,Gary Grisafi,Pete Digiannantonio,Christopher M Vogler,William M Pirolli,Write-In,9
Stacy L Garrity,0,0,21,19,18,14,0,9
Write-In,,0,0,0,0,0,0,9
Gary Grisafi,,,0,9,14,9,0,9
Pete Digiannantonio,,,,0,9,8,0,9
Christopher M Vogler,,,,,1,10,0,9
William M Pirolli,,,,,,0,0,9
Write-In,,,,,,,0,9
Total,32,0,21,20,19,15,0,9
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,10
,Stacy L Garrity,Write-In,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,William M Pirolli,Write-In,10
Stacy L Garrity,1,0,20,16,13,11,0,10
Write-In,,0,0,0,0,0,0,10
Pete Digiannantonio,,,0,11,12,10,0,10
Gary Grisafi,,,,1,6,5,0,10
Christopher M Vogler,,,,,0,7,0,10
William M Pirolli,,,,,,0,0,10
Write-In,,,,,,,0,10
Total,28,0,22,18,16,12,0,10
,State Treasurer - Republican,,Delegate To The Republican National Convention 2nd District - Republican,,,,,11
