col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,All
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,All
Nina Ahmad,76,0,0,0,0,0,0,734,386,1,All
Michael Lamb,,6,0,0,0,0,0,118,79,0,All
Tracie Fountain,,,3,0,0,0,0,67,41,0,All
Rose Rosie Marie Davis,,,,10,0,0,0,41,56,0,All
Christina M Hartman,,,,,5,0,0,44,54,0,All
H Scott Conklin,,,,,,9,0,39,22,0,All
Write-In,,,,,,,1,0,0,0,All
Nikil Saval,,,,,,,,59,0,0,All
Larry Farnese,,,,,,,,,38,0,All
Write-In,,,,,,,,,,1,All
Total,"1,197",203,111,107,103,70,1,"1,102",676,2,All
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,1
,Nina Ahmad,Christina M Hartman,H Scott Conklin,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Write-In,Nikil Saval,Larry Farnese,Write-In,1
Nina Ahmad,0,0,0,0,0,0,0,36,30,0,1
Christina M Hartman,,0,0,0,0,0,0,0,8,0,1
H Scott Conklin,,,1,0,0,0,0,3,1,0,1
Michael Lamb,,,,0,0,0,0,4,1,0,1
Tracie Fountain,,,,,0,0,0,3,0,0,1
Rose Rosie Marie Davis,,,,,,0,0,0,2,0,1
Write-In,,,,,,,0,0,0,0,1
Nikil Saval,,,,,,,,2,0,0,1
Larry Farnese,,,,,,,,,3,0,1
Write-In,,,,,,,,,,0,1
Total,66,8,5,5,3,2,0,48,45,0,1
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,2
,Nina Ahmad,Michael Lamb,H Scott Conklin,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,Write-In,Nikil Saval,Larry Farnese,Write-In,2
Nina Ahmad,2,0,0,0,0,0,0,34,13,0,2
Michael Lamb,,0,0,0,0,0,0,6,0,0,2
H Scott Conklin,,,0,0,0,0,0,3,2,0,2
Rose Rosie Marie Davis,,,,0,0,0,0,2,2,0,2
Tracie Fountain,,,,,0,0,0,1,2,0,2
Christina M Hartman,,,,,,0,0,1,1,0,2
Write-In,,,,,,,0,0,0,0,2
Nikil Saval,,,,,,,,1,0,0,2
Larry Farnese,,,,,,,,,1,0,2
Write-In,,,,,,,,,,0,2
Total,49,6,5,4,3,2,0,48,21,0,2
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,3
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Nikil Saval,Larry Farnese,Write-In,3
Nina Ahmad,6,0,0,0,0,0,0,52,30,0,3
Michael Lamb,,0,0,0,0,0,0,4,9,0,3
Tracie Fountain,,,0,0,0,0,0,6,3,0,3
Christina M Hartman,,,,1,0,0,0,2,3,0,3
H Scott Conklin,,,,,1,0,0,3,1,0,3
Rose Rosie Marie Davis,,,,,,0,0,0,1,0,3
Write-In,,,,,,,0,0,0,0,3
Nikil Saval,,,,,,,,6,0,0,3
Larry Farnese,,,,,,,,,1,0,3
Write-In,,,,,,,,,,0,3
Total,88,13,9,6,5,1,0,73,48,0,3
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,4
,Nina Ahmad,Christina M Hartman,Michael Lamb,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Nikil Saval,Larry Farnese,Write-In,4
Nina Ahmad,4,0,0,0,0,0,0,57,25,0,4
Christina M Hartman,,0,0,0,0,0,0,7,4,0,4
Michael Lamb,,,0,0,0,0,0,4,3,0,4
Tracie Fountain,,,,0,0,0,0,4,2,0,4
H Scott Conklin,,,,,0,0,0,3,2,0,4
Rose Rosie Marie Davis,,,,,,0,0,1,2,0,4
Write-In,,,,,,,0,0,0,0,4
Nikil Saval,,,,,,,,4,0,0,4
Larry Farnese,,,,,,,,,1,0,4
Write-In,,,,,,,,,,0,4
Total,86,11,7,6,5,3,0,80,39,0,4
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,5
,Nina Ahmad,Michael Lamb,Christina M Hartman,Tracie Fountain,H Scott Conklin,Rose Rosie Marie Davis,Write-In,Nikil Saval,Larry Farnese,Write-In,5
Nina Ahmad,6,0,0,0,0,0,0,45,19,0,5
Michael Lamb,,0,0,0,0,0,0,5,5,0,5
Christina M Hartman,,,0,0,0,0,0,3,5,0,5
Tracie Fountain,,,,0,0,0,0,5,2,0,5
H Scott Conklin,,,,,0,0,0,3,3,0,5
Rose Rosie Marie Davis,,,,,,0,0,2,0,0,5
Write-In,,,,,,,0,0,0,0,5
Nikil Saval,,,,,,,,3,0,0,5
Larry Farnese,,,,,,,,,1,0,5
Write-In,,,,,,,,,,0,5
Total,70,10,8,7,6,2,0,66,35,0,5
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,6
,Nikil Saval,Larry Farnese,Write-In,Nina Ahmad,Michael Lamb,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Write-In,6
Nikil Saval,2,0,0,31,2,8,3,3,2,0,6
Larry Farnese,,2,0,17,7,0,2,1,0,0,6
Write-In,,,0,0,0,0,0,0,0,0,6
Nina Ahmad,,,,1,0,0,0,0,0,0,6
Michael Lamb,,,,,0,0,0,0,0,0,6
Christina M Hartman,,,,,,0,0,0,0,0,6
Rose Rosie Marie Davis,,,,,,,0,0,0,0,6
H Scott Conklin,,,,,,,,0,0,0,6
Tracie Fountain,,,,,,,,,0,0,6
Write-In,,,,,,,,,,0,6
Total,51,29,0,49,9,8,5,4,2,0,6
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,7
,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,Rose Rosie Marie Davis,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,7
Nina Ahmad,3,0,0,0,0,0,0,37,23,0,7
Michael Lamb,,0,0,0,0,0,0,3,4,0,7
Tracie Fountain,,,0,0,0,0,0,4,2,0,7
Christina M Hartman,,,,0,0,0,0,2,3,0,7
Rose Rosie Marie Davis,,,,,1,0,0,1,0,0,7
H Scott Conklin,,,,,,0,0,0,0,0,7
Write-In,,,,,,,0,0,0,0,7
Nikil Saval,,,,,,,,5,0,0,7
Larry Farnese,,,,,,,,,3,0,7
Write-In,,,,,,,,,,0,7
Total,63,7,6,5,2,0,0,52,35,0,7
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,8
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,8
Nina Ahmad,2,0,0,0,0,0,0,32,29,0,8
Michael Lamb,,0,0,0,0,0,0,6,6,0,8
Tracie Fountain,,,0,0,0,0,0,5,2,0,8
Rose Rosie Marie Davis,,,,0,0,0,0,5,1,0,8
Christina M Hartman,,,,,0,0,0,1,4,0,8
H Scott Conklin,,,,,,0,0,0,1,0,8
Write-In,,,,,,,0,0,0,0,8
Nikil Saval,,,,,,,,4,0,0,8
Larry Farnese,,,,,,,,,3,0,8
Write-In,,,,,,,,,,0,8
Total,63,12,7,6,5,1,0,53,46,0,8
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,9
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Tracie Fountain,Christina M Hartman,Write-In,Nikil Saval,Larry Farnese,Write-In,9
Nina Ahmad,3,0,0,0,0,0,0,21,8,0,9
Michael Lamb,,0,0,0,0,0,0,4,2,0,9
Rose Rosie Marie Davis,,,2,0,0,0,0,1,3,0,9
H Scott Conklin,,,,0,0,0,0,3,0,0,9
Tracie Fountain,,,,,0,0,0,1,2,0,9
Christina M Hartman,,,,,,0,0,1,1,0,9
Write-In,,,,,,,0,0,0,0,9
Nikil Saval,,,,,,,,0,0,0,9
Larry Farnese,,,,,,,,,2,0,9
Write-In,,,,,,,,,,0,9
Total,32,6,6,3,3,2,0,31,18,0,9
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,10
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,H Scott Conklin,Christina M Hartman,Write-In,Nikil Saval,Larry Farnese,Write-In,10
Nina Ahmad,2,0,0,0,0,0,0,43,20,0,10
Michael Lamb,,1,0,0,0,0,0,4,8,0,10
Rose Rosie Marie Davis,,,1,0,0,0,0,3,1,0,10
Tracie Fountain,,,,0,0,0,0,2,2,0,10
H Scott Conklin,,,,,0,0,0,2,1,0,10
Christina M Hartman,,,,,,0,0,0,2,0,10
Write-In,,,,,,,0,0,0,0,10
Nikil Saval,,,,,,,,3,0,0,10
Larry Farnese,,,,,,,,,4,0,10
Write-In,,,,,,,,,,0,10
Total,65,13,5,4,3,2,0,57,38,0,10
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,11
,Nina Ahmad,Rose Rosie Marie Davis,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,11
Nina Ahmad,6,0,0,0,0,0,0,57,19,1,11
Rose Rosie Marie Davis,,0,0,0,0,0,0,3,6,0,11
Michael Lamb,,,0,0,0,0,0,8,0,0,11
Tracie Fountain,,,,0,0,0,0,3,1,0,11
Christina M Hartman,,,,,0,0,0,1,2,0,11
H Scott Conklin,,,,,,0,0,1,2,0,11
Write-In,,,,,,,0,0,0,0,11
Nikil Saval,,,,,,,,1,0,0,11
Larry Farnese,,,,,,,,,3,0,11
Write-In,,,,,,,,,,0,11
Total,83,9,8,4,3,3,0,74,33,1,11
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,12
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Tracie Fountain,Write-In,Nikil Saval,Larry Farnese,Write-In,12
Nina Ahmad,7,0,0,0,0,0,0,36,18,0,12
Michael Lamb,,0,0,0,0,0,0,7,5,0,12
Rose Rosie Marie Davis,,,1,0,0,0,0,2,3,0,12
H Scott Conklin,,,,1,0,0,0,1,3,0,12
Christina M Hartman,,,,,0,0,0,2,2,0,12
Tracie Fountain,,,,,,0,0,2,0,0,12
Write-In,,,,,,,0,0,0,0,12
Nikil Saval,,,,,,,,4,0,0,12
Larry Farnese,,,,,,,,,0,0,12
Write-In,,,,,,,,,,1,12
Total,61,12,6,5,4,2,0,54,31,1,12
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,13
,Nikil Saval,Larry Farnese,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,13
Nikil Saval,4,0,0,17,7,2,3,0,1,0,13
Larry Farnese,,1,0,13,2,6,3,1,0,0,13
Write-In,,,0,0,0,0,0,0,0,0,13
Nina Ahmad,,,,4,0,0,0,0,0,0,13
Michael Lamb,,,,,1,0,0,0,0,0,13
Rose Rosie Marie Davis,,,,,,0,0,0,0,0,13
Tracie Fountain,,,,,,,0,0,0,0,13
Christina M Hartman,,,,,,,,2,0,0,13
H Scott Conklin,,,,,,,,,0,0,13
Write-In,,,,,,,,,,0,13
Total,34,26,0,34,10,8,6,3,1,0,13
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,14
,Nina Ahmad,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Michael Lamb,Tracie Fountain,Write-In,Larry Farnese,Nikil Saval,Write-In,14
Nina Ahmad,1,0,0,0,0,0,0,16,14,0,14
Rose Rosie Marie Davis,,1,0,0,0,0,0,1,3,0,14
Christina M Hartman,,,1,0,0,0,0,3,0,0,14
H Scott Conklin,,,,0,0,0,0,2,0,0,14
Michael Lamb,,,,,0,0,0,0,1,0,14
Tracie Fountain,,,,,,0,0,0,1,0,14
Write-In,,,,,,,0,0,0,0,14
Larry Farnese,,,,,,,,0,0,0,14
Nikil Saval,,,,,,,,,1,0,14
Write-In,,,,,,,,,,0,14
Total,31,5,4,2,1,1,0,22,20,0,14
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,15
,Nina Ahmad,Michael Lamb,H Scott Conklin,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,Write-In,Nikil Saval,Larry Farnese,Write-In,15
Nina Ahmad,2,0,0,0,0,0,0,16,12,0,15
Michael Lamb,,0,0,0,0,0,0,4,1,0,15
H Scott Conklin,,,2,0,0,0,0,0,1,0,15
Rose Rosie Marie Davis,,,,0,0,0,0,2,1,0,15
Tracie Fountain,,,,,1,0,0,2,0,0,15
Christina M Hartman,,,,,,0,0,1,0,0,15
Write-In,,,,,,,0,0,0,0,15
Nikil Saval,,,,,,,,0,0,0,15
Larry Farnese,,,,,,,,,1,0,15
Write-In,,,,,,,,,,0,15
Total,30,5,3,3,3,1,0,25,16,0,15
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,16
,Nikil Saval,Larry Farnese,Write-In,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,H Scott Conklin,Write-In,16
Nikil Saval,2,0,0,11,5,1,1,0,0,0,16
Larry Farnese,,0,0,7,1,2,1,0,0,0,16
Write-In,,,0,0,0,0,0,0,0,0,16
Nina Ahmad,,,,1,0,0,0,0,0,0,16
Michael Lamb,,,,,1,0,0,0,0,0,16
Rose Rosie Marie Davis,,,,,,1,0,0,0,0,16
Tracie Fountain,,,,,,,0,0,0,0,16
Christina M Hartman,,,,,,,,0,0,0,16
H Scott Conklin,,,,,,,,,0,0,16
Write-In,,,,,,,,,,0,16
Total,20,11,0,19,7,4,2,0,0,0,16
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,17
,Nikil Saval,Larry Farnese,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,Write-In,17
Nikil Saval,2,0,0,13,5,2,1,0,1,0,17
Larry Farnese,,0,0,8,2,0,1,2,0,0,17
Write-In,,,0,0,0,0,0,0,0,0,17
Nina Ahmad,,,,1,0,0,0,0,0,0,17
Michael Lamb,,,,,0,0,0,0,0,0,17
H Scott Conklin,,,,,,0,0,0,0,0,17
Rose Rosie Marie Davis,,,,,,,0,0,0,0,17
Tracie Fountain,,,,,,,,0,0,0,17
Christina M Hartman,,,,,,,,,0,0,17
Write-In,,,,,,,,,,0,17
Total,24,13,0,22,7,2,2,2,1,0,17
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,18
,Nina Ahmad,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,Tracie Fountain,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,18
Nina Ahmad,2,0,0,0,0,0,0,30,11,0,18
Michael Lamb,,0,0,0,0,0,0,4,3,0,18
Rose Rosie Marie Davis,,,1,0,0,0,0,3,3,0,18
Christina M Hartman,,,,1,0,0,0,0,2,0,18
Tracie Fountain,,,,,0,0,0,0,2,0,18
H Scott Conklin,,,,,,0,0,0,0,0,18
Write-In,,,,,,,0,0,0,0,18
Nikil Saval,,,,,,,,2,0,0,18
Larry Farnese,,,,,,,,,1,0,18
Write-In,,,,,,,,,,0,18
Total,43,7,7,3,2,0,0,39,22,0,18
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,19
,Nikil Saval,Larry Farnese,Write-In,Nina Ahmad,Michael Lamb,H Scott Conklin,Rose Rosie Marie Davis,Tracie Fountain,Christina M Hartman,Write-In,19
Nikil Saval,2,0,0,20,9,3,0,3,2,0,19
Larry Farnese,,1,0,9,2,0,4,1,1,0,19
Write-In,,,0,0,0,0,0,0,0,0,19
Nina Ahmad,,,,2,0,0,0,0,0,0,19
Michael Lamb,,,,,1,0,0,0,0,0,19
H Scott Conklin,,,,,,1,0,0,0,0,19
Rose Rosie Marie Davis,,,,,,,0,0,0,0,19
Tracie Fountain,,,,,,,,0,0,0,19
Christina M Hartman,,,,,,,,,0,0,19
Write-In,,,,,,,,,,1,19
Total,39,18,0,31,12,4,4,4,3,1,19
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,20
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,H Scott Conklin,Christina M Hartman,Write-In,Nikil Saval,Larry Farnese,Write-In,20
Nina Ahmad,7,0,0,0,0,0,0,26,8,0,20
Michael Lamb,,0,0,0,0,0,0,8,2,0,20
Tracie Fountain,,,0,0,0,0,0,1,4,0,20
Rose Rosie Marie Davis,,,,1,0,0,0,2,1,0,20
H Scott Conklin,,,,,1,0,0,0,0,0,20
Christina M Hartman,,,,,,0,0,0,0,0,20
Write-In,,,,,,,0,0,0,0,20
Nikil Saval,,,,,,,,3,0,0,20
Larry Farnese,,,,,,,,,1,0,20
Write-In,,,,,,,,,,0,20
Total,41,10,5,4,1,0,0,40,16,0,20
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,21
,Nina Ahmad,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,21
Nina Ahmad,1,0,0,0,0,0,0,11,9,0,21
Tracie Fountain,,2,0,0,0,0,0,2,1,0,21
Michael Lamb,,,0,0,0,0,0,2,2,0,21
Rose Rosie Marie Davis,,,,0,0,0,0,1,2,0,21
Christina M Hartman,,,,,0,0,0,1,1,0,21
H Scott Conklin,,,,,,0,0,1,0,0,21
Write-In,,,,,,,0,0,0,0,21
Nikil Saval,,,,,,,,0,0,0,21
Larry Farnese,,,,,,,,,1,0,21
Write-In,,,,,,,,,,0,21
Total,21,5,4,3,2,1,0,18,16,0,21
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,22
,Nikil Saval,Larry Farnese,Write-In,Nina Ahmad,Michael Lamb,Tracie Fountain,Christina M Hartman,H Scott Conklin,Rose Rosie Marie Davis,Write-In,22
Nikil Saval,2,0,0,28,5,6,6,1,0,0,22
Larry Farnese,,6,0,17,6,2,1,1,2,0,22
Write-In,,,0,0,0,0,0,0,0,0,22
Nina Ahmad,,,,3,0,0,0,0,0,0,22
Michael Lamb,,,,,0,0,0,0,0,0,22
Tracie Fountain,,,,,,0,0,0,0,0,22
Christina M Hartman,,,,,,,0,0,0,0,22
H Scott Conklin,,,,,,,,2,0,0,22
Rose Rosie Marie Davis,,,,,,,,,0,0,22
Write-In,,,,,,,,,,0,22
Total,48,35,0,48,11,8,7,4,2,0,22
,Senator In The General Assembly 1st District - Democrat,,,Auditor General - Democrat,,,,,,,23
,Nikil Saval,Larry Farnese,Write-In,Nina Ahmad,Christina M Hartman,Tracie Fountain,Michael Lamb,Rose Rosie Marie Davis,H Scott Conklin,Write-In,23
Nikil Saval,5,0,0,44,4,5,7,1,5,0,23
Larry Farnese,,0,0,11,8,7,2,8,1,0,23
Write-In,,,0,0,0,0,0,0,0,0,23
Nina Ahmad,,,,4,0,0,0,0,0,0,23
Christina M Hartman,,,,,0,0,0,0,0,0,23
Tracie Fountain,,,,,,0,0,0,0,0,23
Michael Lamb,,,,,,,1,0,0,0,23
Rose Rosie Marie Davis,,,,,,,,1,0,0,23
H Scott Conklin,,,,,,,,,0,0,23
Write-In,,,,,,,,,,0,23
Total,71,37,0,59,12,12,10,10,6,0,23
,Auditor General - Democrat,,,,,,,Senator In The General Assembly 1st District - Democrat,,,24
,Nina Ahmad,Michael Lamb,Tracie Fountain,Rose Rosie Marie Davis,Christina M Hartman,H Scott Conklin,Write-In,Nikil Saval,Larry Farnese,Write-In,24
Nina Ahmad,6,0,0,0,0,0,0,23,14,0,24
Michael Lamb,,1,0,0,0,0,0,4,6,0,24
Tracie Fountain,,,0,0,0,0,0,5,0,0,24
Rose Rosie Marie Davis,,,,0,0,0,0,2,2,0,24
Christina M Hartman,,,,,0,0,0,1,2,0,24
H Scott Conklin,,,,,,0,0,1,0,0,24
Write-In,,,,,,,0,0,0,0,24
Nikil Saval,,,,,,,,1,0,0,24
Larry Farnese,,,,,,,,,2,0,24
Write-In,,,,,,,,,,0,24
Total,43,11,5,4,3,1,0,37,26,0,24
